,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,ExitSlit.openingHeight,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
235,235,2,25,3000,0.0012,100000.0,1325,17.15,2.43,0.81,,299.6,0.2996,1325.0,0.0014523385506435,0.0092794449622827,0.0028350837263261,-4.442903074613519e-05,-6.9737075056044845e-06,1632820000000.0,3311417605002.613,3109499688859.382,3.791979628222703,1.1328086165091955,6173806959975.115,12520702255698.275,11757236450509.248,9.458473889135189e-05,0.0001918212476141,0.0001801247021431,6.100807054251979e-05,0.0001237265582499,0.0001161821733992
236,236,2,25,3000,0.0012,100000.0,1330,17.15,2.43,0.81,,287.2,0.2872,1330.0,0.0012026230463561,0.0083831330916729,0.0029916529238631,6.189643507558056e-05,-5.146151988758356e-05,1565240000000.0,3165893130042.22,2975720235889.32,4.664535188645697,1.3395966610201775,7300801802559.967,14766782263757.926,13879752409914.725,9.101216772744297e-05,0.0001840834610401,0.0001730257016295,5.9240027250018914e-05,0.000119820344033,0.000112622823249
237,237,2,25,3000,0.0012,100000.0,1335,17.15,2.43,0.81,,288.2,0.2882,1335.0,0.0015890544268131,0.0083795557988135,0.0034469683258414,-0.0001561215711801,-9.812867240646e-05,1570690000000.0,3168417137159.4907,2980981815189.8345,3.5492899780282783,1.014068220704448,5526671802839.242,11148477198920.213,10488962266765.688,9.166904523861456e-05,0.0001849160393718,0.0001739768871464,5.9663977269274e-05,0.0001203549828744,0.0001132350949337
238,238,2,25,3000,0.0012,100000.0,1340,17.15,2.43,0.81,,279.6,0.2795999999999999,1340.0,0.0014770208994377,0.0092676704714936,0.0031528769578395,-0.000259642947675,4.3485348362056766e-05,1523820000000.0,3065624667014.659,2887080768735.322,3.657866272640931,1.0264567918529672,5594189515598.672,11254403650676.64,10598940141975.885,8.927323300807316e-05,0.0001796001005457,0.0001691400783428,5.809632013176156e-05,0.0001168783137501,0.0001100712476451
239,239,2,25,3000,0.0012,100000.0,1345,17.15,2.43,0.81,,280.0,0.2799999999999999,1345.0,0.0013209360945892,0.0079072189073118,0.0031492350711101,-0.0001235732967831,2.298233591320704e-05,1526000000000.0,3061752928304.536,2886256601829.19,4.114147257682935,1.1508100523569582,6271914785345.423,12583914456165.045,11862618253809.52,8.973124585354856e-05,0.0001800359795232,0.0001697165142431,5.838958017662274e-05,0.0001171523381967,0.0001104372944054
240,240,2,25,3000,0.0012,100000.0,1350,17.15,2.43,0.81,,283.8,0.2837999999999999,1350.0,0.0015350968091297,0.0090314505586884,0.0032235850398772,0.0001579186647236,-2.150071967754242e-06,1546710000000.0,3094935755991.825,2920405520457.8774,3.55468448348102,1.010636520772508,5507969038210.169,11021335815539.148,10399818444116.896,9.12737457439964e-05,0.0001826369385898,0.0001723376398572,5.939655304834026e-05,0.0001188513139579,0.0001121490269142
241,241,2,25,3000,0.0012,100000.0,1355,17.15,2.43,0.81,,291.6,0.2915999999999999,1355.0,0.0015474413510673,0.0095622905435681,0.0030893156803598,-0.0001009387017997,-2.5435274705429963e-05,1589220000000.0,3171397848149.7954,2995510642470.468,3.676558011292916,1.0678515916843987,5819791174679.975,11613793690024.814,10969687268414.418,9.413311856542603e-05,0.0001878491144448,0.0001774309148334,6.142660845668168e-05,0.0001225810233187,0.0001157826225209
242,242,2,25,3000,0.0012,100000.0,1360,17.15,2.43,0.81,,292.2,0.2922,1360.0,0.001499895552024,0.0083379947916593,0.0028208231614088,-8.319016531578e-05,-9.952880057874056e-05,1592490000000.0,3169306095524.804,2996503904742.593,4.045527325675893,1.2000091270386544,6540049742360.665,13015729777580.44,12306064458925.66,9.467140753450665e-05,0.0001884110223429,0.0001781381624654,6.195663591834511e-05,0.0001233034705864,0.0001165805131925
243,243,2,25,3000,0.0012,100000.0,1365,17.15,2.43,0.81,,272.2,0.2721999999999999,1365.0,0.0013503443342869,0.0089058410018378,0.0034422319206645,-0.0001612476491233,1.235811951109827e-05,1483490000000.0,2944351472696.6665,2786587940990.8857,4.161023309392986,1.1268450684510904,6141305623058.443,12188934374705.896,11535829827740.111,8.850600324504572e-05,0.0001756619734524,0.0001662496958845,5.791636328854723e-05,0.0001149492949341,0.000108790109489
244,244,2,25,3000,0.0012,100000.0,1370,17.15,2.43,0.81,,274.4,0.2744,1370.0,0.0016303977561619,0.0095621366449021,0.0035849926210805,-0.0001669024794069,-4.450500648273726e-05,1495480000000.0,2960056236585.206,2804254582269.45,3.387119176147931,0.9282743632938242,5059095279951.343,10013645474963.725,9486580309292.87,8.954815272088659e-05,0.0001772458126728,0.0001679165335552,5.8587916349988646e-05,0.0001159651263676,0.0001098613374234
245,245,2,25,3000,0.0012,100000.0,1375,17.15,2.43,0.81,,270.6,0.2706,1375.0,0.0014598152358757,0.0083611781580689,0.0034394009644146,-0.0001176667778842,3.3469375326430547e-05,1474770000000.0,2911083894815.6304,2760632014765.7266,3.972632408483629,1.075675454217414,5862431225484.907,11571993683742.8,10973924968256.682,8.862384873936837e-05,0.0001749367418388,0.0001658955864993,5.7973709245005616e-05,0.0001144356959429,0.0001085213814739
246,246,2,25,3000,0.0012,100000.0,1380,17.15,2.43,0.81,,258.0,0.2579999999999999,1380.0,0.0013048206124039,0.0086560392698826,0.0034595975247979,-1.0938971020305824e-06,9.133995910901676e-05,1406100000000.0,2767925813204.1387,2627522967809.974,4.792406884468808,1.234177208629805,6726265787032.436,13240740131142.12,12569104503962.848,8.479517537113273e-05,0.000166920385993,0.0001584533609608,5.546351738338106e-05,0.0001091806425264,0.0001036424619872
247,247,2,25,3000,0.0012,100000.0,1385,17.15,2.43,0.81,,281.2,0.2811999999999999,1385.0,0.0013917132799633,0.0093923707997559,0.0034673698206543,-0.0001512352538018,-3.910891481987451e-06,1532540000000.0,3008531656991.729,2858820627960.308,4.293798365342492,1.2084336581415904,6585963436871.667,12928915063631.922,12285544343587.172,9.27516228317329e-05,0.0001820808550031,0.0001730201186449,6.0653577181394e-05,0.0001190691316767,0.0001131439946792
248,248,2,25,3000,0.0012,100000.0,1390,17.15,2.43,0.81,,277.4,0.2774,1390.0,0.0015824521028207,0.0082667297666421,0.0025368523266175,-2.471103405295653e-05,5.557157364700089e-05,1511830000000.0,2959695085505.525,2815279433270.1045,3.5341118363374933,0.9806510997263136,5344548493508.408,10462971306617.01,9952440058663.309,9.182180723729456e-05,0.0001797586710294,0.0001709875088077,6.003518330262406e-05,0.0001175303023343,0.0001117955172369
249,249,2,25,3000,0.0012,100000.0,1395,17.15,2.43,0.81,,259.6,0.2596,1395.0,0.0014025432328707,0.0089233015485632,0.0034598554717351,-6.074524619293045e-05,2.401766984097875e-05,1414820000000.0,2762123736621.514,2630037125306.117,4.066420749436608,1.0541641485184694,5745194609425.659,11216224256233.713,10679856882782.3,8.624211514054738e-05,0.0001683686923609,0.0001603171884653,5.636789211047919e-05,0.0001100458664576,0.0001047833992492
250,250,2,25,3000,0.0012,100000.0,1400,17.15,2.43,0.81,,271.6,0.2716,1400.0,0.0014004771113831,0.0085538277234482,0.0036181914263523,-0.0001977849430182,-2.6079147871177284e-05,1480220000000.0,2881793108102.529,2746804635321.263,4.276141640992608,1.1606284011943075,6325424786508.977,12314767774778.396,11737921473807.184,9.05454133653279e-05,0.0001762799774401,0.0001680227000979,5.916832886305766e-05,0.0001151929323583,0.0001097970842072
251,251,2,25,3000,0.0012,100000.0,1405,17.15,2.43,0.81,,264.4,0.2643999999999999,1405.0,0.0015235839895012,0.0093566479509891,0.0033933138742295,-4.611749143695999e-05,-8.028804480621031e-05,1440980000000.0,2797600576917.9727,2668631302339.9346,3.750368854683076,0.9982076743089822,5440231824983.953,10561975663883.344,10075069008687.203,8.844692209290988e-05,0.0001717158879885,0.0001637997924278,5.778655571707856e-05,0.0001121901078517,0.0001070181483719
252,252,2,25,3000,0.0012,100000.0,1410,17.15,2.43,0.81,,254.2,0.2542,1410.0,0.0012954788144724,0.0090887439615319,0.0031692505261548,-7.120093284392087e-05,2.892720969665607e-05,1385390000000.0,2682178333112.15,2558484328264.655,4.627246475413832,1.1781671899501802,6421011185228.481,12431371005774.98,11858073530932.896,8.533430983035726e-05,0.0001652111224261,0.0001575920819149,5.573798852563225e-05,0.0001079112922387,0.0001029347477112
253,253,2,25,3000,0.0012,100000.0,1415,17.15,2.43,0.81,,239.6,0.2395999999999999,1415.0,0.0013030892986989,0.0085222538884043,0.0027884385784797,0.0001027010554188,3.3273370724178614e-06,1305820000000.0,2521061094653.075,2404754145503.447,4.384071749521879,1.0509235072645866,5727533114591.998,11057772819787.594,10547632139822.775,8.070946866617304e-05,0.0001558204817083,0.0001486318400363,5.2703973523298285e-05,0.0001017521076283,9.705786311638728e-05
254,254,2,25,3000,0.0012,100000.0,1420,17.15,2.43,0.81,,249.4,0.2493999999999999,1420.0,0.0015538525150531,0.0084807866717964,0.0032923603699226,-2.90320776491e-05,-2.2039989728059644e-05,1359230000000.0,2616821211291.182,2496051347921.2373,3.686160342558069,0.920721610295981,5017932776113.097,9660640896217.71,9214789159741.363,8.42950949636144e-05,0.000162286877503,0.0001547971170493,5.503490217672973e-05,0.0001059544737662,0.0001010645304774
255,255,2,25,3000,0.0012,100000.0,1425,17.15,2.43,0.81,,272.2,0.2721999999999999,1425.0,0.0015171999221819,0.0087394208276935,0.0032478574711114,6.396629510469631e-05,-0.000101377202261,1483490000000.0,2848022071972.7603,2716532526444.2334,3.8952566470018697,1.0575963841648777,5763900293698.583,11065605603747.81,10554720710630.793,9.232186380678924e-05,0.0001772406324595,0.0001690576585841,6.0254014930586575e-05,0.0001156763877391,0.0001103357564983
256,256,2,25,3000,0.0012,100000.0,1430,17.15,2.43,0.81,,248.0,0.248,1430.0,0.001456691402609,0.007534638076314,0.0032762549994234,-3.40287680974583e-05,4.2774601968847566e-05,1351600000000.0,2587504346877.2544,2467997393995.1587,3.982355094121915,0.9894771216731276,5392650313118.545,10323694973648.432,9846882893980.275,8.439981520743574e-05,0.0001615750878402,0.0001541125510399,5.5069345980214805e-05,0.0001054248091916,0.0001005556395147
257,257,2,25,3000,0.0012,100000.0,1435,17.15,2.43,0.81,,240.8,0.2407999999999999,1435.0,0.0015464641050129,0.0085285050673493,0.0032271748524377,-6.780609383227422e-05,8.878269950847592e-06,1312360000000.0,2505281880849.121,2390785842198.113,3.751483257317738,0.9034647319837368,4923882789311.365,9399642122197.107,8970061005614.744,8.223603469800076e-05,0.0001569877531178,0.0001498131209991,5.3634563551988165e-05,0.0001023878358484,9.77085214365938e-05
258,258,2,25,3000,0.0012,100000.0,1440,17.15,2.43,0.81,,244.6,0.2445999999999999,1440.0,0.0015211149950572,0.0075533119997245,0.0032061752686088,-0.0002663977247439,-5.532484337190382e-05,1333070000000.0,2537603575285.1484,2423753301615.5454,3.875650330562056,0.9478252529858952,5165647628773.13,9833216478833.023,9392046550609.783,8.381253559046865e-05,0.0001595437523671,0.0001523857785818,5.464857441531556e-05,0.0001040278588675,9.936062072333528e-05
259,259,2,25,3000,0.0012,100000.0,1445,17.15,2.43,0.81,,240.2,0.2401999999999999,1445.0,0.0015914180308754,0.0085170272394098,0.0034890537949488,7.526890550386693e-05,-5.896449506131597e-06,1309090000000.0,2484872027587.0366,2375478240427.5283,3.652413291864677,0.8803752965438788,4798045366164.141,9107493539386.04,8706546046419.303,8.257246574026643e-05,0.0001567363667637,0.000149836218766,5.382716049382716e-05,0.0001021729639944,9.767491043172168e-05
260,260,2,25,3000,0.0012,100000.0,1450,17.15,2.43,0.81,,241.0,0.2409999999999999,1450.0,0.0017746440896189,0.0086461333088909,0.0034025576078464,9.76694982952617e-06,2.163248882748092e-05,1313450000000.0,2486040712938.398,2378699089896.3203,3.348333535011907,0.8029880087249353,4376284647550.897,8283240172993.87,7925588570753.786,8.313109623591443e-05,0.0001573469030063,0.0001505530191163,5.416958799026683e-05,0.0001025298269038,9.810282055083242e-05
261,261,2,25,3000,0.0012,100000.0,1455,17.15,2.43,0.81,,240.2,0.2402,1455.0,0.0017601429902697,0.0087246716829347,0.0031400082022421,-0.0001170507983026,3.271883330784773e-05,1309090000000.0,2470704565660.14,2366127746237.171,3.4357868431829437,0.8313645128490658,4530936595027.408,8551440872706.099,8189486432510.924,8.313169464015208e-05,0.0001568981945461,0.0001502572086561,5.414956081479352e-05,0.0001021989069762,9.787316249488248e-05
262,262,2,25,3000,0.0012,100000.0,1460,17.15,2.43,0.81,,233.4,0.2333999999999999,1460.0,0.0015639966231901,0.0078695804337174,0.0027532780227767,-0.0001435382845729,1.8876039733446663e-05,1272030000000.0,2393876367870.193,2294600388425.2334,3.8721754769684464,0.8982789100858183,4895620059967.71,9213233310242.65,8831153110527.48,8.103799328230153e-05,0.0001525081460485,0.000146183510501,5.277278780612267e-05,9.931489791568964e-05,9.519622917556942e-05
263,263,2,25,3000,0.0012,100000.0,1465,17.15,2.43,0.81,,232.0,0.2319999999999999,1465.0,0.001490172521926,0.0092641983805843,0.0031989143249296,-0.0001045817087758,9.16203184455158e-06,1264400000000.0,2372675310348.081,2276321056580.269,4.329899585535405,1.0225614940297192,5572960142461.97,10457786250848.973,10033095950465.645,8.082183131037723e-05,0.0001516640016507,0.000145504932334,5.260869474766009e-05,9.872141026367896e-05,9.471233756189534e-05
264,264,2,25,3000,0.0012,100000.0,1470,17.15,2.43,0.81,,231.6,0.2315999999999999,1470.0,0.0015354651055076,0.0080372840339847,0.0031791158445236,0.0001271802642739,1.3378648311301536e-05,1262220000000.0,2361188769931.4746,2267888487465.1416,3.880469349805328,0.899855310462631,4904211442021.34,9174128901673.426,8811621325486.062,8.09429862383345e-05,0.0001514170826881,0.0001454339708061,5.2671067675949965e-05,9.852983909044294e-05,9.46365197863938e-05
265,265,2,25,3000,0.0012,100000.0,1475,17.15,2.43,0.81,,229.2,0.2292,1475.0,0.0014638720368565,0.0090521192488414,0.0034401859586105,-0.0001555261164476,-9.342738023866746e-05,1249140000000.0,2323201830044.697,2239925888481.52,4.281823746853406,0.9832598447633456,5358766153960.233,9966453188323.16,9609202362084.371,8.036190214979296e-05,0.000149460363242,0.0001441029068582,5.227369262412564e-05,9.722075857591556e-05,9.373584817977718e-05
266,266,2,25,3000,0.0012,100000.0,1480,17.15,2.43,0.81,,229.4,0.2293999999999999,1480.0,0.0015973849862802,0.0092002044181626,0.0036788461663172,-0.0001821378964439,2.835642350326611e-05,1250230000000.0,2311698597904.725,2237415391900.118,3.961183271109032,0.9045781293678218,4929950805054.628,9115571025958.469,8822654881533.48,8.069578317846637e-05,0.0001492080087907,0.000144413417807,5.246872390161197e-05,9.701564950225607e-05,9.3898187094234e-05
267,267,2,25,3000,0.0012,100000.0,1485,17.15,2.43,0.81,,227.8,0.2277999999999999,1485.0,0.0018330214380511,0.0077263799041556,0.0031670288885827,-0.000108380802752,-0.0001124324910686,1241510000000.0,2282139067448.2163,2217376139320.244,3.291707614702017,0.750211368521056,4088651958439.755,7515744832948.609,7302461755949.85,8.038890316432496e-05,0.0001477705830001,0.0001435771244232,5.225309401903656e-05,9.60514432069722e-05,9.332567911935386e-05
268,268,2,25,3000,0.0012,100000.0,1490,17.15,2.43,0.81,,221.6,0.2216,1490.0,0.0015103258507678,0.008295326475724,0.0033324874266387,-8.272251119954001e-05,3.287484289520434e-05,1207720000000.0,2212834607245.928,2152712893280.2964,4.064780533539032,0.8963043266318078,4884858580143.352,8950240219292.066,8707066246584.867,7.845850656821552e-05,0.000143754925452,0.0001398491692419,5.097800852644464e-05,9.340401870945737e-05,9.08662738288927e-05
269,269,2,25,3000,0.0012,100000.0,1495,17.15,2.43,0.81,,222.2,0.2221999999999999,1495.0,0.0018710948587794,0.0089643938143994,0.0033550505514843,-7.677077117215144e-05,-4.4787702748037175e-05,1210990000000.0,2214239013298.6523,2154216622878.4167,3.353905902227786,0.7450880358323668,4060729795286.4,7424855973366.745,7223587004041.019,7.891753198830066e-05,0.0001442970447003,0.0001403855186629,5.127131471151709e-05,9.3747219462881e-05,9.120597067554716e-05
270,270,2,25,3000,0.0012,100000.0,1500,17.15,2.43,0.81,,213.0,0.213,1500.0,0.0016305471473515,0.0085331772255531,0.0036836344920916,-0.0001625528681443,-2.042188601878458e-05,1160850000000.0,2118163248653.0005,2060877289328.0295,3.738307892839244,0.7971548400851308,4344493878463.9614,7927249228892.881,7712855896757.575,7.588350066901397e-05,0.0001384620254952,0.000134717304702,4.929822698800298e-05,8.995278686285171e-05,8.752000379352499e-05
271,271,2,25,3000,0.0012,100000.0,1505,17.15,2.43,0.81,,214.4,0.2143999999999999,1505.0,0.0017925926135375,0.0090760548539905,0.0026375871008847,-0.0001636845017632,3.1607859076073075e-06,1168480000000.0,2126897984775.5796,2070249865945.6704,3.4239588255497075,0.7344204298602814,4002591342738.534,7285621885484.362,7091575543218.328,7.662560288529965e-05,0.0001394759348546,0.0001357611119584,4.977126549388763e-05,9.059496463669036e-05,8.81820448074997e-05
272,272,2,25,3000,0.0012,100000.0,1510,17.15,2.43,0.81,,215.6,0.2155999999999999,1510.0,0.0018724456373092,0.0081168229095702,0.0032844685704343,-8.461987596418045e-05,-2.9787270598720573e-05,1175020000000.0,2131808185149.0532,2077640632759.0845,3.2892629101333286,0.707746099721162,3857216243480.333,6998046977703.576,6820232163531.769,7.729341618129915e-05,0.000140231432038,0.0001366682627554,5.020058530750005e-05,9.10776145578622e-05,8.876340472770746e-05
273,273,2,25,3000,0.0012,100000.0,1515,17.15,2.43,0.81,,227.6,0.2275999999999999,1515.0,0.001611373337937,0.0088882160564888,0.0040171289477321,-1.18762202383825e-05,-7.951927155206539e-05,1240420000000.0,2243078341698.94,2188849236583.95,3.817806241823223,0.8740324142387615,4763476657601.251,8613897971536.916,8405646672478.646,8.184456914338224e-05,0.0001480013063568,0.0001444231975362,5.315147970322379e-05,9.611497150280874e-05,9.379127696401514e-05
274,274,2,25,3000,0.0012,100000.0,1520,17.15,2.43,0.81,,196.6,0.1965999999999999,1520.0,0.0017057124528946,0.0082549303407384,0.0032757850489163,-4.4433224484865785e-06,2.354602364159682e-05,1071470000000.0,1931184680813.2903,1886671690022.9744,3.6347897974051007,0.7149383883910102,3896414216731.0063,7022777535025.742,6860905480610.218,7.091729906498179e-05,0.0001278191657805,0.0001248729880245,4.604828866617387e-05,8.299602382687637e-05,8.108300055108966e-05
275,275,2,25,3000,0.0012,100000.0,1525,17.15,2.43,0.81,,198.6,0.1986,1525.0,0.0016811585867798,0.0078197391326488,0.0027141263833184,-0.0001337036801296,2.252821702444368e-05,1082370000000.0,1943854767748.225,1901647727467.432,3.785193566059721,0.7519717849640445,4098246228054.042,7360140681845.425,7200329486387.227,7.185587817163958e-05,0.0001290477298656,0.000126245708427,4.67981062325702e-05,8.404586409616815e-05,8.222097098676659e-05
276,276,2,25,3000,0.0012,100000.0,1530,17.15,2.43,0.81,,200.2,0.2002,1530.0,0.0014600727160085,0.0092543162313601,0.0036570767557149,3.12854673505678e-05,3.136368518298484e-05,1091090000000.0,1952430271560.5483,1912717218343.4243,4.250255716741582,0.8473322492177923,4617960758236.967,8263522145066.456,8095439474208.455,7.266157006118942e-05,0.000130022866094,0.000127378159609,4.7462220404896334e-05,8.493036859837261e-05,8.32028578662217e-05
277,277,2,25,3000,0.0012,100000.0,1535,17.15,2.43,0.81,,208.0,0.208,1535.0,0.0017795727752399,0.0086626644232173,0.0032715431555677,-6.65140053182464e-05,-3.22235401068946e-06,1133600000000.0,2021137988572.763,1982822113689.4792,3.552823217655834,0.7398841835998958,4032368800619.4326,7189461685662.955,7053166926975.7705,7.571973257643509e-05,0.0001350035532769,0.0001324442132984,4.944906345148879e-05,8.816459125013145e-05,8.649320440441619e-05
278,278,2,25,3000,0.0012,100000.0,1540,17.15,2.43,0.81,,189.0,0.189,1540.0,0.0014579487174159,0.0097594614556831,0.0028468691274239,0.0001507437670725,-1.1465557990695722e-05,1030050000000.0,1830115738150.4705,1797685820410.4282,4.337209400667126,0.8170751904304936,4453059787846.19,7911863308249.412,7771663936751.581,6.900426682718194e-05,0.0001226016161544,0.0001204290976389,4.505787249678486e-05,8.005545515649064e-05,7.863686081775755e-05
279,279,2,25,3000,0.0012,100000.0,1545,17.15,2.43,0.81,,210.8,0.2107999999999999,1545.0,0.0016240076200119,0.009329303560702,0.0031751439999876,-3.294803129475896e-05,6.28192877095373e-05,1148860000000.0,2034370138305.7092,2000561933154.312,4.041651125670128,0.845038304446976,4605458759236.02,8155221500433.667,8019693851678.768,7.719630749687335e-05,0.000136697128248,0.0001344254253418,5.039323797367301e-05,8.923497946326594e-05,8.77520268601148e-05
280,280,2,25,3000,0.0012,100000.0,1550,17.15,2.43,0.81,,204.2,0.2042,1550.0,0.0014312434201655,0.0083310871201096,0.0031650474243166,8.838853530764271e-06,1.9086033922426076e-05,1112890000000.0,1964051225794.7312,1933945537709.4907,5.698255397906578,1.149307561295518,6263726209060.573,11054353205571.084,10884908078468.385,7.499923985126079e-05,0.0001323602053783,0.000130331340242,4.895008620992997e-05,8.638812175809896e-05,8.506393335926188e-05
281,281,2,25,3000,0.0012,100000.0,1555,17.15,2.43,0.81,,205.2,0.2052,1555.0,0.0017985013738325,0.0079353151932566,0.0028887324528262,-0.0001069673006641,2.061404352781359e-06,1118340000000.0,1967012833984.6956,1939422352869.2324,3.540719570366162,0.7307117200121764,3982378874066.361,7004480171573.987,6906231205142.002,7.558177872284006e-05,0.0001329383986651,0.0001310737263485,4.9322680873866266e-05,8.675210247816086e-05,8.55352663681993e-05
282,282,2,25,3000,0.0012,100000.0,1560,17.15,2.43,0.81,,192.8,0.1928,1560.0,0.0018681290276617,0.008433942242546,0.0026284640593062,1.970203851271565e-05,5.640769771660574e-05,1050760000000.0,1841894020650.9055,1818472620052.723,3.404764765026901,0.6583004143209056,3587737258048.935,6289002058763.953,6209031531182.212,7.122704345773742e-05,0.0001248550244141,0.0001232673763134,4.646769293361696e-05,8.145396262502512e-05,8.041819950968804e-05
283,283,2,25,3000,0.0012,100000.0,1565,17.15,2.43,0.81,,201.8,0.2017999999999999,1565.0,0.0014090826112351,0.0082251469169124,0.0026331492531244,-0.0001967176727078,-3.0715095717354527e-06,1099810000000.0,1921328097918.984,1899431980332.8071,4.694205496739247,0.928734994386461,5061605719406.213,8842441230105.736,8741669720474.997,7.476608681748507e-05,0.0001306136363315,0.000129125118289,4.876622311297538e-05,8.519281939275492e-05,8.422193264366604e-05
284,284,2,25,3000,0.0012,100000.0,1570,17.15,2.43,0.81,,207.2,0.2072,1570.0,0.0015440648546245,0.008828611628638,0.0032261744822966,-0.0001247735799154,2.254132708831054e-05,1129240000000.0,1966019607932.4204,1946226245829.6484,4.430648957590874,0.9227293678648604,5028875054863.49,8755328330296.347,8667182015137.028,7.699214268684553e-05,0.0001340441909417,0.0001326946697068,5.02047330911807e-05,8.740700795957889e-05,8.652701746920773e-05
285,285,2,25,3000,0.0012,100000.0,1575,17.15,2.43,0.81,,195.8,0.1957999999999999,1575.0,0.001715981772304,0.0090720315438647,0.0029147329515375,-5.47252173160858e-05,-5.5572859625408e-05,1067110000000.0,1851072909381.4197,1835219818753.4507,4.096714290478145,0.8052502883526195,4388614071521.776,7612752778555.211,7547555098272.003,7.295817521497662e-05,0.0001265576197939,0.0001254737460004,4.7566533907163447e-05,8.25117582149197e-05,8.180510513052483e-05
286,286,2,25,3000,0.0012,100000.0,1580,17.15,2.43,0.81,,194.0,0.194,1580.0,0.0016749072989568,0.0086588641949407,0.0026892921656178,-0.0002414423476655,-9.094054773071124e-06,1057300000000.0,1827190449810.5808,1814229239500.0212,3.8249681895273504,0.7407712176357008,4037203136114.569,6976959249270.658,6927468055745.99,7.249018583371227e-05,0.0001252751113783,0.000124386469986,4.7252786542363495e-05,8.166068315250592e-05,8.108142153883378e-05
287,287,2,25,3000,0.0012,100000.0,1585,17.15,2.43,0.81,,198.8,0.1987999999999999,1585.0,0.0018273917790793,0.0087180473948105,0.003056505414354,2.934499824958e-05,-0.0001238858526498,1083460000000.0,1865363972870.871,1854896160599.0684,3.5531139669443474,0.7096509103138041,3867597461210.233,6658738638905.373,6621371976391.898,7.449957284570984e-05,0.0001282639130015,0.0001275441378894,4.85462472163849e-05,8.358076954897017e-05,8.311174161774832e-05
288,288,2,25,3000,0.0012,100000.0,1590,17.15,2.43,0.81,,194.4,0.1944,1590.0,0.0015793354310062,0.0092518471706005,0.0031152103334762,1.9693088029664382e-06,-8.812305197745021e-05,1059480000000.0,1817397411919.308,1809714323310.1653,4.242455270938907,0.8241007650362538,4491349169447.584,7704313773341.614,7671743612844.516,7.305351195714175e-05,0.0001253136100374,0.0001247838439205,4.759397685617768e-05,8.164115449217047e-05,8.129601466749468e-05
289,289,2,25,3000,0.0012,100000.0,1595,17.15,2.43,0.81,,202.0,0.202,1595.0,0.0017625767698972,0.0081570847929662,0.003282199104573,-7.875813028125064e-06,3.330446983562265e-05,1100900000000.0,1881895033602.016,1876175299435.188,3.6600524670724,0.7409828811714657,4038356702384.489,6903227742874.725,6882246430486.255,7.611446273523301e-05,0.0001301112084718,0.0001297157552126,4.9579705151848826e-05,8.475229438887873e-05,8.449470266071242e-05
290,290,2,25,3000,0.0012,100000.0,1600,17.15,2.43,0.81,,187.0,0.187,1600.0,0.0013094376070511,0.0081820026413139,0.0037690543985973,-2.8695576696745848e-05,0.000118423339771,1019150000000.0,1736084059538.7375,1732884682035.0215,5.227788328137399,0.9941869089737956,5418318653907.186,9229903983270.031,9212894468665.434,7.065977073563607e-05,0.0001203662872244,0.0001201444677857,4.601440278122672e-05,7.838382100542872e-05,7.823936980089041e-05
291,291,2,25,3000,0.0012,100000.0,1605,17.15,2.43,0.81,,178.2,0.1781999999999999,1605.0,0.001956989450582,0.008029611436422,0.0034140972565044,-1.1348867885069692e-06,-5.925367195205745e-05,971190000000.0,1648605165426.6694,1647768250467.4893,3.451881683477436,0.6212165314364271,3385630096328.5283,5747142438689.86,5744224899924.15,6.751505674154924e-05,0.0001146075137595,0.0001145493332171,4.3958177744585504e-05,7.461946569926311e-05,7.458158510274465e-05
292,292,2,25,3000,0.0012,100000.0,1610,17.15,2.43,0.81,,181.0,0.181,1610.0,0.0015500607398279,0.0083567707974515,0.0030011780475172,-0.0001908900880342,-5.412978160390589e-06,986450000000.0,1668637525148.413,1670136128673.9153,4.219713309888774,0.7659243031010994,4174287451900.991,7061049909268.739,7067391438886.942,6.875899679523474e-05,0.0001163098405839,0.0001164142984632,4.476030582843661e-05,7.571465957975423e-05,7.578265892297186e-05
293,293,2,25,3000,0.0012,100000.0,1615,17.15,2.43,0.81,,179.0,0.1789999999999999,1615.0,0.0014702237220717,0.0077351651457878,0.0038467963744492,2.4263960693021145e-05,-5.14316246447549e-05,975550000000.0,1644392772090.938,1648197532833.9702,4.892734745520999,0.8600209712289295,4687114293197.666,7900627200756.875,7918907502597.745,6.818516405871347e-05,0.0001149333103807,0.0001151992406103,4.437394102730301e-05,7.479697390650056e-05,7.497003754120334e-05
