,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
1061,1061,0.02,3340,100000.0,0.01715,0.00243,0.81,3.2199363218843,7578830000000.0,154.0,0.0802703212990946,3340.0,0.1451746274942706,0.0305648784264502,0.0019158554911541,0.0116420021116709,0.000118919584128,6083551191.712173,23.00677506564853,1.8467612265756064,139962893868.08002,8.809973705866275e-07,3.554514280871852e-07
1062,1062,0.02,3344,100000.0,0.01715,0.00243,0.81,3.22270817419622,7575940000000.0,141.0,0.0736049915351339,3344.0,0.1985013615199022,0.0394761384109016,0.0013075836696348,0.008516017571758,-5.250131529733864e-05,5576269995.706825,16.84623205803413,1.2399667680305042,93939138365.93016,8.085240151263782e-07,3.2574829076340497e-07
1063,1063,0.02,3348,100000.0,0.01715,0.00243,0.81,3.22546583463127,7573040000000.0,177.0,0.0925144488927336,3348.0,0.0867962904130763,0.0273652176469895,0.0021366232450247,0.0100251868875777,7.687870204535884e-05,7006156220.426273,38.57307707583325,3.5685669677676493,270249003895.8312,1.0170944491301014e-06,4.091979420492776e-07
1064,1064,0.02,3352,100000.0,0.01715,0.00243,0.81,3.22820914780804,7570140000000.0,154.0,0.0805767284992457,3352.0,0.0866297031948306,0.0241323184882644,0.002425952316088,0.009306437836514,4.187750141978313e-05,6099771154.812801,38.693425884899256,3.117789672233215,236021043093.59543,8.865711692227203e-07,3.561906003504113e-07
1065,1065,0.02,3356,100000.0,0.01715,0.00243,0.81,3.24150524056295,7567240000000.0,160.0,0.0838364346054117,3356.0,0.1545204282560917,0.0306059279756091,0.0022574357594814,0.0113788800325664,7.723668938343386e-05,6344104214.034562,21.71881114928049,1.820827690623942,137786401335.9712,9.231561640201156e-07,3.70385968886371e-07
1066,1066,0.02,3360,100000.0,0.01715,0.00243,0.81,3.24424633434687,7564340000000.0,168.0,0.0881390274383659,3360.0,0.153669306944721,0.0385985491004809,0.0022920657501623,0.010919842652943,8.728345698246491e-06,6667135708.131288,21.86513407787205,1.9271716524331144,145777816173.65903,9.71291417152337e-07,3.89169534146132e-07
1067,1067,0.02,3364,100000.0,0.01715,0.00243,0.81,3.24697253990906,7561430000000.0,160.0,0.0840310731288254,3364.0,0.1107954933677319,0.0535550978349149,0.0021663564231976,0.0117262512267859,-7.88749085533531e-05,6353950772.88495,30.36224577144877,2.551372094775984,192920214986.01968,9.267929165179366e-07,3.708153549843333e-07
1068,1068,0.02,3368,100000.0,0.01715,0.00243,0.81,3.24971042108563,7558530000000.0,162.0,0.0851494822616411,3368.0,0.1985896519086054,0.0317961305670024,0.0023302523949082,0.01235091800084,-5.216485604799197e-05,6436049161.590826,16.95959465979635,1.4441007046489531,109152784991.10254,9.3991257723436e-07,3.755325251855083e-07
1069,1069,0.02,3372,100000.0,0.01715,0.00243,0.81,3.25243323400846,7555620000000.0,162.0,0.0851990514851073,3372.0,0.1571575784896595,0.0374734923191451,0.0019529888312614,0.0116776757969258,-8.242058116501276e-05,6437316573.819068,21.4561717761633,1.828045483830644,138120170185.4049,9.41235065913486e-07,3.755324150627394e-07
1070,1070,0.02,3376,100000.0,0.01715,0.00243,0.81,3.26592464868579,7552710000000.0,157.0,0.0826449513855801,3376.0,0.1569058246300301,0.0333940435419033,0.0017704217489598,0.0114365380329119,0.0001400323960703,6241933507.793849,21.51609099254477,1.7781962940865812,134302009323.1066,9.137625420702512e-07,3.640626079918396e-07
1071,1071,0.02,3380,100000.0,0.01715,0.00243,0.81,3.2686439348652,7549800000000.0,146.0,0.0769459691692682,3380.0,0.1943509317015923,0.030567275960332,0.0017808682825111,0.0108175534225286,-3.286249978958306e-05,5809266780.3414135,17.39122097541407,1.338184352990142,101030242282.04974,8.51446062940344e-07,3.387604107823037e-07
1072,1072,0.02,3384,100000.0,0.01715,0.00243,0.81,3.27134759689392,7546880000000.0,158.0,0.0833528815475148,3384.0,0.1780195999167517,0.0317995580484471,0.0009077791039522,0.0117672662375345,-0.0001251963728067,6290541946.933088,19.0091428223773,1.584466829993407,119577810299.40643,9.231014671121516e-07,3.6673215275573945e-07
1073,1073,0.02,3388,100000.0,0.01715,0.00243,0.81,3.27403547479389,7543970000000.0,149.0,0.0786582377686197,3388.0,0.0824335711604362,0.0411818250399735,0.0022799264605805,0.0105043600081306,-0.0001068782114588,5933953859.793344,41.09976011358416,3.232834703247537,243884080162.58325,8.718298578800785e-07,3.4585552171279337e-07
1074,1074,0.02,3392,100000.0,0.01715,0.00243,0.81,3.27670740856774,7541050000000.0,144.0,0.0760708211289021,3392.0,0.1848319628838908,0.025053976183778,0.0019297616068332,0.0108786236184875,6.818323957745224e-05,5736538656.741074,18.35180423924196,1.396036817676003,105275834439.35622,8.438203087157149e-07,3.342643993327619e-07
1075,1075,0.02,3396,100000.0,0.01715,0.00243,0.81,3.29036618371557,7538130000000.0,130.0,0.0687321324672076,3396.0,0.1313180931520037,0.0344478344087231,0.0018301788478897,0.0120293095568738,-0.00016607961772,5181117497.150321,25.860868966997963,1.7774726715568037,133988200696.42488,7.629958887037971e-07,3.018236877666789e-07
1076,1076,0.02,3400,100000.0,0.01715,0.00243,0.81,3.29303273540859,7535210000000.0,144.0,0.0762045195983346,3400.0,0.2049179509917849,0.0344427719811802,0.0018450803184947,0.0105996226206055,9.126981632170877e-05,5742170581.22567,16.59200662286685,1.2643858938679546,95274132313.32751,8.46591935447379e-07,3.3442264485542965e-07
1077,1077,0.02,3404,100000.0,0.01715,0.00243,0.81,3.29571052213733,7532290000000.0,152.0,0.0804937258565497,3404.0,0.1417504068895141,0.0411497401279714,0.0014716622066098,0.0065088921937833,3.2542321795819844e-05,6063020863.32031,24.014040415793744,1.932979585937008,145597628053.57462,8.949592113540387e-07,3.53016781678842e-07
1078,1078,0.02,3408,100000.0,0.01715,0.00243,0.81,3.29837176798369,7529370000000.0,156.0,0.0826693172429461,3408.0,0.2207621185757489,0.0314288981979025,0.0014739847113256,0.010430893373737,-4.9415273186965095e-05,6224478771.695211,15.437431122634528,1.2762018908932034,96089962312.3456,9.198858244561224e-07,3.623230883860174e-07
1079,1079,0.02,3412,100000.0,0.01715,0.00243,0.81,3.31218599453055,7526440000000.0,143.0,0.0758586832571236,3412.0,0.129838396750074,0.0242731202285589,0.0023588959878485,0.0101933942783363,9.702670087229676e-06,5709458280.137454,26.278821099183475,1.993476766133576,150037832716.98392,8.447762552768848e-07,3.322574162781692e-07
1080,1080,0.02,3416,100000.0,0.01715,0.00243,0.81,3.31484076721916,7523520000000.0,134.0,0.0711547647652074,3416.0,0.1315304981094414,0.0191700985306182,0.0017666688171666,0.0098890067849495,-2.789505851492483e-06,5353342958.063336,25.97116295536021,1.8479719907675256,139032542319.79294,7.93024888470813e-07,3.114523675416409e-07
1081,1081,0.02,3420,100000.0,0.01715,0.00243,0.81,3.3175066557838,7520590000000.0,159.0,0.084501050620496,3420.0,0.1248319292772066,0.0332297809038455,0.0018886511291909,0.0140116991812038,2.637814859829152e-05,6354977562.859961,27.396836849372203,2.315061497450271,174106283471.09534,9.425216597682382e-07,3.696301686089503e-07
1082,1082,0.02,3424,100000.0,0.01715,0.00243,0.81,3.33149485944385,7517660000000.0,153.0,0.0813773122012295,3424.0,0.0889410181880521,0.0242439560728958,0.0022455324329298,0.0109036590831094,5.670082868740397e-05,6117669648.426952,38.49742300858844,3.1328168111127,235514516282.2949,9.084121069366556e-07,3.557343099455701e-07
1083,1083,0.02,3428,100000.0,0.01715,0.00243,0.81,3.33415363927587,7514720000000.0,156.0,0.0830823714295302,3428.0,0.1186378683410112,0.0380401891137502,0.0025458791351133,0.0108234450872317,3.569386269505708e-05,6243407582.289195,28.894652676551804,2.400636266000548,180401093608.3964,9.281940416966568e-07,3.629508296974268e-07
1084,1084,0.02,3432,100000.0,0.01715,0.00243,0.81,3.33676616875194,7511790000000.0,113.0,0.0602455525709219,3432.0,0.1454116777622403,0.0343672672211369,0.0017581507662836,0.0095790136327866,-0.0001546279886926,4525519393.467257,23.6019558594984,1.42191287250999,106811108965.91817,6.735794307719774e-07,2.6301525566026724e-07
1085,1085,0.02,3436,100000.0,0.01715,0.00243,0.81,3.33938955053107,7508860000000.0,148.0,0.0789715679595268,3436.0,0.167344971303919,0.0354005162688564,0.0018380024654188,0.0116854552592264,-6.607750944127813e-05,5929864477.885726,20.53243651857218,1.6214787059010936,121754565955.92484,8.835914259093532e-07,3.445432215751579e-07
1086,1086,0.02,3440,100000.0,0.01715,0.00243,0.81,3.34199501847168,7505920000000.0,121.0,0.0646040937299624,3440.0,0.1478440167070402,0.0297592178987213,0.0013485558165819,0.0067063212686721,8.871819555048805e-05,4849131592.095995,23.267766099838305,1.503192942000796,112828459672.22614,7.233651450629928e-07,2.8167569499782145e-07
1087,1087,0.02,3444,100000.0,0.01715,0.00243,0.81,3.35617756517915,7502980000000.0,124.0,0.0663097517548866,3444.0,0.14838630739996,0.0337636277021725,0.0013432952149104,0.0094715287240695,1.0781437995141877e-05,4975207412.218794,23.209688685877545,1.539028695068741,115473015185.26865,7.430448502365759e-07,2.889176065854669e-07
1088,1088,0.02,3448,100000.0,0.01715,0.00243,0.81,3.35877394987885,7500040000000.0,139.0,0.0744287654896757,3448.0,0.13462761839628,0.0335507730740241,0.0016215551229179,0.0098559071661109,-7.131334396250022e-05,5582187183.231876,25.6113867353036,1.906223897187303,142967554778.6066,8.346781832040373e-07,3.240743513349695e-07
1089,1089,0.02,3452,100000.0,0.01715,0.00243,0.81,3.36135181204254,7497100000000.0,134.0,0.0718275108284979,3452.0,0.1483249777902529,0.0367854056559803,0.0009634155027112,0.0097578642387938,-4.209191001463592e-05,5384980314.323321,23.273221081357526,1.671657539235235,125325837374.0048,8.061367835113627e-07,3.125373081137722e-07
1090,1090,0.02,3456,100000.0,0.01715,0.00243,0.81,3.36394029242988,7494160000000.0,115.0,0.0616892822696232,3456.0,0.1130924758017499,0.0363639202056938,0.0014013671334448,0.014073056199375,-2.975443678703925e-05,4623093516.137197,30.55906217897586,1.8851666126538087,141277402218.85675,6.928933074099757e-07,2.682427188421292e-07
1091,1091,0.02,3460,100000.0,0.01715,0.00243,0.81,3.36648067507975,7491210000000.0,114.0,0.0611942209901332,3460.0,0.15763807773601,0.0463256517939706,0.0024257124813678,0.0128257057335512,3.84568556378342e-06,4584187602.234964,21.94901162011325,1.343152667596214,100618386950.23434,6.878690000686223e-07,2.6591032287494865e-07
1092,1092,0.02,3464,100000.0,0.01715,0.00243,0.81,3.38085646033685,7488270000000.0,117.0,0.0628565422349327,3464.0,0.1575927647140815,0.0192802561081759,0.0019053966272882,0.012714630169479,-0.0001122980339576,4706867595.2158,21.98070454747519,1.381631083741953,103460265954.52356,7.071029678673971e-07,2.729381540358408e-07
1093,1093,0.02,3468,100000.0,0.01715,0.00243,0.81,3.38341545368639,7485320000000.0,133.0,0.0715183706419808,3468.0,0.1801051562920292,0.024330896214273,0.0022389027172196,0.0098717433992074,9.64829590638529e-05,5353378901.338322,19.2554176204531,1.377116094245694,103081546425.79178,8.051681321891273e-07,3.1032713349083296e-07
1094,1094,0.02,3472,100000.0,0.01715,0.00243,0.81,3.38595510319115,7482370000000.0,121.0,0.0651018362205348,3472.0,0.1952622404160138,0.0322086314340854,0.001368119630852,0.0103798848528334,6.478200307090056e-06,4871160262.81443,17.78121562368008,1.1575897873348353,86615150970.6055,7.334803050846056e-07,2.822823531997185e-07
1095,1095,0.02,3476,100000.0,0.01715,0.00243,0.81,3.38847523968999,7479420000000.0,107.0,0.0575850534207529,3476.0,0.140917338339932,0.0250000992782666,0.0019233311223986,0.0094305698832472,0.0001184110645433,4307028002.562477,24.6669433367732,1.420447249774769,106241215689.10406,6.492630226707461e-07,2.49510367477226e-07
1096,1096,0.02,3480,100000.0,0.01715,0.00243,0.81,3.4030358993495,7476470000000.0,127.0,0.0683726818534418,3480.0,0.1895626484620152,0.0372084563176192,0.0019479154944956,0.0115697301526744,1.9691583730776872e-05,5111863046.968024,18.35804694772096,1.2551889034070745,93843821806.55891,7.714533436854077e-07,2.960395567956001e-07
1097,1097,0.02,3484,100000.0,0.01715,0.00243,0.81,3.40557393942413,7473510000000.0,104.0,0.0560255533790077,3484.0,0.0962331922346493,0.0337949434433216,0.001842264702787,0.0123422515131838,-1.0524819031333544e-05,4187075334.335483,36.203724713868176,2.028333711475724,151587722760.50937,6.326240258310968e-07,2.42403832443637e-07
1098,1098,0.02,3488,100000.0,0.01715,0.00243,0.81,3.40806163350019,7470560000000.0,119.0,0.0641366732688672,3488.0,0.1499100988494319,0.0418903320907064,0.0020520537895915,0.0113335742180779,3.3338277496646414e-05,4791368658.55469,23.267278367305384,1.492285830499649,111482108338.97456,7.247688711080624e-07,2.7729785659373466e-07
1099,1099,0.02,3492,100000.0,0.01715,0.00243,0.81,3.41055941146117,7467600000000.0,116.0,0.0625360411918503,3492.0,0.1081609784719148,0.028739735665388,0.0020344441230233,0.0095679753180249,-2.2372880689370303e-05,4669941412.042618,32.28521088968084,2.018989278084657,150770043330.24985,7.072164515225043e-07,2.701821300363343e-07
1100,1100,0.02,3496,100000.0,0.01715,0.00243,0.81,3.42527476229752,7464640000000.0,107.0,0.0576993062257394,3496.0,0.0753802360381996,0.0401543376595842,0.0022960128818162,0.011693986334963,-4.427828078790712e-05,4307045492.249036,46.37820447031194,2.6759902219324863,199753036502.46112,6.530061721681082e-07,2.491052947328717e-07
1101,1101,0.02,3500,100000.0,0.01715,0.00243,0.81,3.42778962844707,7461680000000.0,117.0,0.063133087305909,3500.0,0.2158627386779699,0.020368258608639,0.0012909337356581,0.0072583825165299,-1.2168432435501373e-05,4710788948.887553,16.21400720400105,1.0236403323888363,76380765953.79132,7.150377134636794e-07,2.723676375565923e-07
1102,1102,0.02,3504,100000.0,0.01715,0.00243,0.81,3.43025294485365,7458720000000.0,109.0,0.0588486325777318,3504.0,0.1567572502663097,0.0486012741775524,0.0012493765037313,0.0104806629591943,5.172357072739891e-05,4389354727.801802,22.353033075326152,1.3154454304477563,98115391409.8929,6.670180590813889e-07,2.537002756897328e-07
1103,1103,0.02,3508,100000.0,0.01715,0.00243,0.81,3.43269526011256,7455760000000.0,104.0,0.0561929168667528,3508.0,0.2188362559354573,0.0253780034546022,0.002136873120865,0.0129508513538651,-9.06612612803774e-06,4189609018.584616,16.03025049484778,0.9007865334102058,67160482043.384766,6.374007930649017e-07,2.4207626163459e-07
1104,1104,0.02,3512,100000.0,0.01715,0.00243,0.81,3.44759560503871,7452790000000.0,113.0,0.0611192937533291,3512.0,0.1559956425321615,0.0232703677624542,0.0028678954853386,0.0101442386991392,-6.194849591235561e-05,4555092612.918736,22.51344936943308,1.3760061254110822,102550846914.02458,6.93784913244791e-07,2.631082189130667e-07
1105,1105,0.02,3516,100000.0,0.01715,0.00243,0.81,3.450022442743,7449830000000.0,92.0,0.0498181188790535,3516.0,0.1984788217705277,0.039383572366416,0.0019917636538939,0.0108583011153586,2.6274616305289364e-05,3711365165.687397,17.714736356431217,0.8825148417157826,65745855432.59488,5.658953982632475e-07,2.143035827899221e-07
1106,1106,0.02,3520,100000.0,0.01715,0.00243,0.81,3.45245900553819,7446860000000.0,112.0,0.0607021557419752,3520.0,0.1775933088310921,0.0356542709467429,0.0017508925195863,0.0082913379604325,7.541090789796433e-05,4520404555.086862,19.820566569587648,1.2031511188012984,89596979405.56638,6.900096009461238e-07,2.6093457911248977e-07
1107,1107,0.02,3524,100000.0,0.01715,0.00243,0.81,3.46753898002341,7443890000000.0,91.0,0.0493689617172612,3524.0,0.206512725066061,0.0458650506922379,0.0019394351940719,0.012191936149201,-0.0001770566824766,3674971204.375038,17.064323754735764,0.8424479461785016,62710898420.78686,5.615962092578547e-07,2.1205565794173642e-07
1108,1108,0.02,3528,100000.0,0.01715,0.00243,0.81,3.46995919067321,7440920000000.0,90.0,0.0488894529486608,3528.0,0.1989082857815069,0.0428083286688638,0.0020308376747898,0.0106619532441441,3.772922498056005e-05,3637825082.347495,17.736817680261804,0.8671433134381353,64523440238.2809,5.56551037346872e-07,2.098357043762766e-07
1109,1109,0.02,3532,100000.0,0.01715,0.00243,0.81,3.47235720805989,7437950000000.0,130.0,0.0706890878493059,3532.0,0.1557668830632792,0.030838847612071,0.0014327752080754,0.0072871269001902,1.9049324013288425e-05,5257819009.687449,22.674909650500933,1.6028686802593348,119220571003.3492,8.053119417915991e-07,3.031690857037103e-07
1110,1110,0.02,3536,100000.0,0.01715,0.00243,0.81,3.47476477788348,7434980000000.0,99.0,0.0538724722511117,3536.0,0.173732937923482,0.0462781916932244,0.0022276453800273,0.0133812666464578,4.663979705944988e-05,4005407537.375706,20.353077788607795,1.0964706183914918,81522371183.28374,6.141902466855989e-07,2.308701354977991e-07
1111,1111,0.02,3540,100000.0,0.01715,0.00243,0.81,3.47714994222949,7432010000000.0,109.0,0.059356277237993,3540.0,0.0939843650721741,0.0542106775146979,0.0014762208570072,0.0076656122091429,6.043633261976861e-05,4411364459.955366,37.66583939021668,2.2357040052474195,166157745240.38876,6.77216317333207e-07,2.541767428167074e-07
1112,1112,0.02,3544,100000.0,0.01715,0.00243,0.81,3.49238843434827,7429030000000.0,98.0,0.0534257753373634,3544.0,0.1959357683035513,0.0440650193677129,0.0020302006791162,0.0129528127030665,-0.0002991585891636,3969016877.5453296,18.08756017691215,0.9663419264127496,71789831615.78111,6.099690760837867e-07,2.28601297621919e-07
1113,1113,0.02,3548,100000.0,0.01715,0.00243,0.81,3.49475526278848,7426050000000.0,88.0,0.0480169248837428,3548.0,0.171080353732031,0.0405253365095866,0.0021402424330354,0.0090585909074569,-3.0691662845004946e-05,3565760850.329185,20.73879275207341,0.9958130537558192,73949575278.43404,5.485901343906271e-07,2.0529619389696186e-07
1114,1114,0.02,3552,100000.0,0.01715,0.00243,0.81,3.4971314644563,7423080000000.0,106.0,0.0578749516752991,3552.0,0.1766307350753777,0.0134057736373818,0.0020467851631915,0.009105328096191,-6.120543251340223e-05,4296103962.818796,20.1097504264146,1.1638508341310712,86393578498.2167,6.616834364410191e-07,2.4725009771315285e-07
1115,1115,0.02,3556,100000.0,0.01715,0.00243,0.81,3.49945201048734,7420100000000.0,109.0,0.0595341322369435,3556.0,0.1906371241439046,0.0319575117636136,0.001109087538705,0.0134480662931322,-1.629759045257632e-05,4417492146.113448,18.653239844909283,1.1105044475742538,82400540514.4572,6.811453359505732e-07,2.541385476718997e-07
1116,1116,0.02,3560,100000.0,0.01715,0.00243,0.81,3.50178171544752,7417120000000.0,110.0,0.060085104144646,3560.0,0.1292324905653004,0.0436509479937834,0.0022715940734602,0.0071887020058154,-3.34885869855068e-05,4456584276.533368,27.547252122338023,1.655179512669501,122766650670.11208,6.879473392006838e-07,2.5628902785877017e-07
1117,1117,0.02,3564,100000.0,0.01715,0.00243,0.81,3.51720839570066,7414130000000.0,89.0,0.048632239596049,3564.0,0.1895574144828396,0.0439851435955786,0.0022081524549837,0.0109781389897901,-1.153218580082393e-05,3605657465.562552,18.8016913488902,0.914368358490191,67792458777.3288,5.572170741994747e-07,2.0727386925919005e-07
1118,1118,0.02,3568,100000.0,0.01715,0.00243,0.81,3.51951777807398,7411150000000.0,89.0,0.0486530992668551,3568.0,0.1998685529739447,0.0440140354282448,0.0020131636254849,0.0130365156838783,-0.0001003565962279,3605754166.315539,17.851732785923218,0.8685421273188957,64368959868.79435,5.578577701462082e-07,2.0719938619263498e-07
1119,1119,0.02,3572,100000.0,0.01715,0.00243,0.81,3.52180316451671,7408170000000.0,90.0,0.0492169778054874,3572.0,0.2113616711654807,0.0415309765400099,0.0021628260787448,0.0073221547904511,7.719408177175169e-05,3646077384.692783,16.899942077025806,0.8317640741190032,61618496609.66177,5.647287032796253e-07,2.094356263171465e-07
1120,1120,0.02,3576,100000.0,0.01715,0.00243,0.81,3.5240643801977,7405180000000.0,93.0,0.0508658660869902,3576.0,0.1790536995695604,0.0458688254424503,0.0022834767182124,0.0117034989351544,4.186625501640278e-05,3766708942.300586,19.971662180656377,1.0158758940158756,75227438528.48482,5.840658731869961e-07,2.1628138058132266e-07
1121,1121,0.02,3580,100000.0,0.01715,0.00243,0.81,3.53967455909756,7402190000000.0,100.0,0.0547115403057311,3580.0,0.1174701097652359,0.0063989365926237,0.0014520977541331,0.0124997597614367,0.0001413253349039,4049852165.356803,30.475837701647087,1.6673800227645863,123422637307.07794,6.286736681065993e-07,2.3244954314000886e-07
1122,1122,0.02,3584,100000.0,0.01715,0.00243,0.81,3.54191343874789,7399200000000.0,116.0,0.0634879011726395,3584.0,0.1361903395563786,0.0359723027211239,0.0007581160875983,0.0124071855302961,-0.0001130323594213,4697596783.565947,26.31611031791528,1.6707546111120857,123622475185.40544,7.299958059019456e-07,2.695235932888687e-07
1123,1123,0.02,3588,100000.0,0.01715,0.00243,0.81,3.54416106998752,7396210000000.0,80.0,0.0437920659428583,3588.0,0.1898559841454245,0.0406507380174427,0.0022489815111116,0.0117408457064017,0.0002148268367595,3238953160.472286,18.89853520367148,0.8276058998626122,61211470326.22852,5.038581744052381e-07,1.8576218428702685e-07
1124,1124,0.02,3592,100000.0,0.01715,0.00243,0.81,3.55991899214664,7393220000000.0,73.0,0.0399672109747841,3592.0,0.2131195150391021,0.0459342572859356,0.0024082657067745,0.0057340730064065,-8.359740457559967e-05,2954863835.229938,16.854392707026186,0.6736230691735792,49802435474.75489,4.601634750954165e-07,1.6940326227986238e-07
1125,1125,0.02,3596,100000.0,0.01715,0.00243,0.81,3.56217722625713,7390230000000.0,99.0,0.0542173537515587,3596.0,0.1761404039615401,0.0463500084184551,0.0018025003164037,0.0111127286763599,6.016123050576853e-05,4006787142.153822,20.41553169586905,1.1068761039810928,81800689899.2419,6.246748613635181e-07,2.2962136206191242e-07
1126,1126,0.02,3600,100000.0,0.01715,0.00243,0.81,3.56437602059034,7387240000000.0,85.0,0.0465677338386847,3600.0,0.1693925399666773,0.0410117105468265,0.0022026082918326,0.0107120471587715,-0.0001420544389356,3440070261.224852,21.252411710150792,0.989676651948448,73109789503.39653,5.36918903613034e-07,1.970675493217264e-07
1127,1127,0.02,3604,100000.0,0.01715,0.00243,0.81,3.58031652977732,7384240000000.0,80.0,0.0438361399710793,3604.0,0.1951031915586407,0.042559498853552,0.002233447274972,0.0092049257271117,3.1219804275594976e-05,3236965782.200428,18.47227598486913,0.8097532756571305,59794125282.384094,5.057717413614988e-07,1.8535076627350133e-07
1128,1128,0.02,3608,100000.0,0.01715,0.00243,0.81,3.58252485099205,7381250000000.0,96.0,0.0526328175511603,3608.0,0.1750096324615066,0.0468763797651022,0.0020995610816934,0.0097470511242451,-2.634830712344855e-05,3884959845.4950266,20.61600809768902,1.0850785928389113,80092363633.92213,6.076850847557545e-07,2.2235728895843146e-07
1129,1129,0.02,3612,100000.0,0.01715,0.00243,0.81,3.58470712605549,7378250000000.0,82.0,0.044981885555618,3612.0,0.1646390074124832,0.0380653377906406,0.0021144723420062,0.0084112340267706,0.0001352417822901,3318875971.0073853,21.93890777627546,0.9868534388076806,72812513848.82768,5.19709988969731e-07,1.898735637955185e-07
1130,1130,0.02,3616,100000.0,0.01715,0.00243,0.81,3.58686317822613,7375250000000.0,78.0,0.0427985057003248,3616.0,0.2015613591649495,0.0455587253301501,0.0021427503734541,0.0103605965227173,4.019962569673766e-05,3156496791.663207,17.939946500563202,0.7678029025678769,56627383571.63733,4.948297564397514e-07,1.8050430269531298e-07
1131,1131,0.02,3620,100000.0,0.01715,0.00243,0.81,3.60295263305225,7372250000000.0,83.0,0.0455726276637079,3620.0,0.1792335505864615,0.0437689873615935,0.0021327371273922,0.0118609037361434,7.92058171584247e-05,3359728042.9377074,20.19711146799899,0.9204354408135236,67856801785.37498,5.272729918645111e-07,1.920415233633827e-07
1132,1132,0.02,3624,100000.0,0.01715,0.00243,0.81,3.60508192616363,7369250000000.0,93.0,0.0510989804296393,3624.0,0.2082277229136724,0.040730314540338,0.0021714937748541,0.0085063747060602,-5.799856068613037e-05,3765611615.3111935,17.404022621437626,0.8893278113298411,65536789736.42431,5.915890295020241e-07,2.1514608790882226e-07
1133,1133,0.02,3628,100000.0,0.01715,0.00243,0.81,3.60721944768807,7366250000000.0,65.0,0.0357360732310679,3628.0,0.2080883702366681,0.046901868389579,0.0018992453949197,0.0109859132952606,-0.0001495410768332,2632408494.383545,17.434900354468226,0.6230548758436496,45895779791.83283,4.139915994492903e-07,1.5033434460419686e-07
1134,1134,0.02,3632,100000.0,0.01715,0.00243,0.81,3.60932996871887,7363240000000.0,83.0,0.0456437547153549,3632.0,0.2008800341290565,0.0394001059567107,0.0020760148405825,0.0119341626715787,-0.0001105146560178,3360859204.702904,18.08044296560902,0.8252593038672233,60765823166.07293,5.291161976468112e-07,1.918502309436335e-07
1135,1135,0.02,3636,100000.0,0.01715,0.00243,0.81,3.62560190646296,7360240000000.0,69.0,0.0379657918403483,3636.0,0.2289953809453955,0.045397312238159,0.0020503673721011,0.0119769210881625,7.304015241202451e-05,2794373397.3500514,15.878049526540506,0.6028227231553777,44369199198.77137,4.4040934932216843e-07,1.5944232299075033e-07
1136,1136,0.02,3640,100000.0,0.01715,0.00243,0.81,3.62768394658344,7357230000000.0,83.0,0.0457015537944084,3640.0,0.2065268177594342,0.050450823082128,0.0021097391231591,0.014631138249191,0.000157086607585,3362368426.228353,17.62482974119095,0.8054821045343274,59261171039.4309,5.305047257924298e-07,1.917660520157385e-07
1137,1137,0.02,3644,100000.0,0.01715,0.00243,0.81,3.62973824337172,7354230000000.0,86.0,0.0473893703157089,3644.0,0.2033510152000575,0.0409976992896359,0.0021288605424059,0.0081755589129135,-1.1684587553505456e-05,3485123288.568961,17.919753173668784,0.8492058191130905,62452549110.96064,5.504677670309035e-07,1.986785232162869e-07
1138,1138,0.02,3648,100000.0,0.01715,0.00243,0.81,3.63180044515753,7351220000000.0,86.0,0.0473903130894959,3648.0,0.2045896538458641,0.0454496922165936,0.0022451290224157,0.0092545897751343,-2.616189446377457e-05,3483766173.897642,17.830813686934373,0.845007843264289,62118385575.61307,5.508496066122665e-07,1.985126605272701e-07
1139,1139,0.02,3652,100000.0,0.01715,0.00243,0.81,3.6338346826993,7348210000000.0,70.0,0.0385554674634295,3652.0,0.2035200928204013,0.0378340300398829,0.0021352756772368,0.0101900557322058,-6.295875620504887e-05,2833136715.6944776,17.94417420604633,0.6918460247593312,50838298775.96766,4.484573007370225e-07,1.613664576557073e-07
1140,1140,0.02,3656,100000.0,0.01715,0.00243,0.81,3.65028608558341,7345200000000.0,72.0,0.0396289888366075,3656.0,0.1984155857317509,0.045416365038393,0.0018261477884015,0.0140672930010503,-0.0001154533821959,2910828488.026499,18.425971863635503,0.7302026332876566,53634843820.24494,4.612527017841165e-07,1.6571772287964456e-07
1141,1141,0.02,3660,100000.0,0.01715,0.00243,0.81,3.65228949266039,7342190000000.0,79.0,0.0434473224332226,3660.0,0.2121195080902712,0.039930757329026,0.0022201365276033,0.0083538317411596,-3.400890085651233e-05,3189984962.9598303,17.25442432405803,0.749658537006989,55041354138.273445,5.060345722580075e-07,1.815296915095961e-07
