,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
930,930,0.02,2816,100000.0,0.01715,0.00243,0.81,2.62760886167192,7938020000000.0,419.0,0.1807511393585864,2816.0,0.1483833883471561,0.0289400980639284,0.0022215390724371,0.0119788459052481,2.759399557137525e-05,14348061592.51246,18.977865591070863,3.430270828180172,272295584395.10767,1.74539668339664e-06,8.371244299790812e-07
931,931,0.02,2820,100000.0,0.01715,0.00243,0.81,2.63055503993081,7935470000000.0,391.0,0.1690181145983405,2820.0,0.1655944066769734,0.032873688462067,0.0024123935632005,0.0108171434755676,-5.042017948608653e-05,13412381778.516935,17.02956069948063,2.878304241864214,228406969621.8621,1.6339938686403469e-06,7.827157208936278e-07
932,932,0.02,2824,100000.0,0.01715,0.00243,0.81,2.63942767310377,7932910000000.0,375.0,0.1625469649589101,2824.0,0.1760660323561751,0.0296787889669746,0.0015212210725521,0.007642347498305,-4.0032655591429945e-05,12894704437.921877,16.03943680793097,2.607161772779408,206823796988.99493,1.5731501848476777e-06,7.526686604771821e-07
933,933,0.02,2828,100000.0,0.01715,0.00243,0.81,2.64239687339629,7930350000000.0,427.0,0.1858125718422794,2828.0,0.1637832982864893,0.0253005173168901,0.0016078674874917,0.0112736917533282,-5.445369448605993e-06,14735587291.094206,17.266717849662975,3.2083732509208702,254435228104.40323,1.800285531485306e-06,8.603084779828311e-07
934,934,0.02,2832,100000.0,0.01715,0.00243,0.81,2.64535213786487,7927780000000.0,405.0,0.1770049164694121,2832.0,0.1552446125083406,0.0289484649778164,0.0021351890146223,0.0108407098906139,6.35278152071612e-05,14032560366.87876,18.242178934536927,3.228955358527778,255984477122.2935,1.716870577442421e-06,8.194387236419396e-07
935,935,0.02,2836,100000.0,0.01715,0.00243,0.81,2.64830825167133,7925220000000.0,372.0,0.1633120537969324,2836.0,0.1313385410130649,0.0452715619117038,0.0018127192992522,0.0113305349262574,9.978636944464356e-05,12942839549.92525,21.593052413441136,3.526405737383881,279475412780.2948,1.585873350654227e-06,7.559628263492347e-07
936,936,0.02,2840,100000.0,0.01715,0.00243,0.81,2.65126514424315,7922640000000.0,433.0,0.1909564077521459,2840.0,0.1043704144221919,0.0416118617528716,0.0019242528137652,0.0095282009095244,3.453619978244841e-05,15128788743.134617,27.21077630785128,5.19607209589448,411666086298.1744,1.8564460247511548e-06,8.838251570410587e-07
937,937,0.02,2844,100000.0,0.01715,0.00243,0.81,2.66027167081404,7920070000000.0,394.0,0.1746014764050294,2844.0,0.0778942168149114,0.0216540644644706,0.0025551343617711,0.0101792217510147,-1.11239528993465e-05,13828559152.311811,36.511054559515976,6.37488403119607,504895277689.55054,1.6993559122147404e-06,8.080280164445757e-07
938,938,0.02,2848,100000.0,0.01715,0.00243,0.81,2.66325103355529,7917490000000.0,406.0,0.1807983546361641,2848.0,0.161455934665355,0.0373925580698597,0.0016233820577674,0.0103946703080368,2.321091582781223e-05,14314691648.48283,17.639487863378736,3.1891903823234617,252503829601.42188,1.7616497727338462e-06,8.36601789336784e-07
939,939,0.02,2852,100000.0,0.01715,0.00243,0.81,2.66621569387481,7914910000000.0,399.0,0.1785158118275746,2852.0,0.1164613929749975,0.0376629023666605,0.0018418791036433,0.011586322923676,6.093045198242409e-07,14129365841.921886,24.48880205831197,4.371638380124342,346011243312.2996,1.741375062144346e-06,8.259309438085652e-07
940,940,0.02,2856,100000.0,0.01715,0.00243,0.81,2.66918078172062,7912320000000.0,421.0,0.1891512414070639,2856.0,0.1359176935598043,0.0401268898822052,0.0016498818326459,0.0112417977818056,-1.0772644626523594e-05,14966251504.0994,21.01271677880076,3.9745814640452055,314481604095.9416,1.8472117764048608e-06,8.75014704402444e-07
941,941,0.02,2860,100000.0,0.01715,0.00243,0.81,2.67213080713945,7909740000000.0,399.0,0.1799258591246063,2860.0,0.1331259358621537,0.0332260033228675,0.0019318982017808,0.0126336913827667,-2.051501369142363e-05,14231667649.522636,21.483417047760017,3.8654222692504354,305744851399.8094,1.759115553312987e-06,8.322223316758652e-07
942,942,0.02,2864,100000.0,0.01715,0.00243,0.81,2.68130199746569,7907140000000.0,389.0,0.1760627109656636,2864.0,0.168087558298339,0.0324689778983911,0.0018407727805909,0.0110028526968529,-7.347209505988629e-05,13921525043.850376,17.038738791818727,2.999886543123422,237205228805.9293,1.7231817997621673e-06,8.14230931060582e-07
943,943,0.02,2868,100000.0,0.01715,0.00243,0.81,2.68427374650761,7904550000000.0,397.0,0.1803364799598964,2868.0,0.128154093284138,0.0292017709879023,0.001893314922985,0.012571029658631,-3.5052596902839168e-06,14254787226.66999,22.3793085847144,4.035805734103685,319012282155.09283,1.7668984177196312e-06,8.33870763994379e-07
944,944,0.02,2872,100000.0,0.01715,0.00243,0.81,2.6872612232583,7901950000000.0,408.0,0.1859069734610678,2872.0,0.1468150542364128,0.0285089602487728,0.0018419790909045,0.0105701977036135,3.5886280712008544e-05,14690276089.406853,19.56202662552088,3.636717164715413,287371571997.2296,1.8234578429412208e-06,8.594926274240778e-07
945,945,0.02,2876,100000.0,0.01715,0.00243,0.81,2.69023307219764,7899350000000.0,391.0,0.1786060444882547,2876.0,0.1738391553381006,0.0324337985264995,0.0012242005630558,0.0100475110039554,-7.193739504778086e-07,14108716575.282948,16.54402884325141,2.9548635515927306,233415013962.7404,1.753786041784942e-06,8.25602233909705e-07
946,946,0.02,2880,100000.0,0.01715,0.00243,0.81,2.69318905394819,7896740000000.0,409.0,0.1872410564663996,2880.0,0.1730902340032116,0.0459938693495769,0.0010165137914486,0.0109893338797067,1.910847374774945e-05,14785939402.40477,16.638720356381064,3.115451577777781,246019110923.00912,1.8406119990509569e-06,8.653731902005577e-07
947,947,0.02,2884,100000.0,0.01715,0.00243,0.81,2.70251035854737,7894140000000.0,415.0,0.1903739258134211,2884.0,0.1657615784806694,0.0317059950045596,0.0023354786460738,0.0105306212470332,3.488438276825014e-05,15028384227.207603,17.39848296833348,3.3122175058795897,261471087018.64304,1.8734962722426355e-06,8.797006838876066e-07
948,948,0.02,2888,100000.0,0.01715,0.00243,0.81,2.70548745723048,7891520000000.0,374.0,0.1719314747655164,2888.0,0.1771828765804457,0.0343273787451982,0.001726656068228,0.0121204697944152,-8.375394454911527e-05,13568006717.41568,16.299543475854854,2.802404547808376,221152315371.20755,1.6938880988102944e-06,7.943407184550454e-07
949,949,0.02,2892,100000.0,0.01715,0.00243,0.81,2.70846415644844,7888910000000.0,385.0,0.1773293565873165,2892.0,0.1578472262699506,0.0354332145642981,0.0020935429683084,0.0104292567763611,-1.1709804325968895e-05,13989353344.752474,18.32151294856519,3.248942102875254,256306118447.93625,1.749000589514989e-06,8.191331978443021e-07
950,950,0.02,2896,100000.0,0.01715,0.00243,0.81,2.71144037566172,7886290000000.0,390.0,0.1799455528249447,2896.0,0.1621124474927455,0.0370220025411939,0.0022519913194099,0.0106595702141379,-3.8908186765151576e-05,14191028137.878334,17.86414334488161,3.214573149938779,253510560866.3069,1.7767459402732224e-06,8.310647011006466e-07
951,951,0.02,2900,100000.0,0.01715,0.00243,0.81,2.71439989459601,7883670000000.0,358.0,0.1654363746460885,2900.0,0.1733722903295529,0.0319215879147072,0.0023399698012392,0.0120708848596174,3.421609951218518e-05,13042457837.06129,16.727009803513383,2.767255860562836,218161320102.4341,1.6352755769238114e-06,7.639140780323132e-07
952,952,0.02,2904,100000.0,0.01715,0.00243,0.81,2.71737485505495,7881050000000.0,363.0,0.1680019268638178,2904.0,0.1496616922599969,0.0367789093620304,0.0016560142303966,0.0127601741764289,3.3682369100875325e-05,13240315857.100918,19.403762954618216,3.259869564784628,256911950335.4589,1.6623682430144634e-06,7.756064615791601e-07
953,953,0.02,2908,100000.0,0.01715,0.00243,0.81,2.72686786225862,7878420000000.0,337.0,0.1562339730711961,2908.0,0.1701459522519144,0.037360807445513,0.0016260452204188,0.0107830929132447,1.6905440065038773e-05,12308768581.235727,17.091208821086017,2.670227458707742,210371734152.32248,1.5475393346509266e-06,7.211335279926068e-07
954,954,0.02,2912,100000.0,0.01715,0.00243,0.81,2.72984700959398,7875790000000.0,321.0,0.1490911229193633,2912.0,0.1236455645494061,0.0300929862011773,0.0018699855598391,0.0109692211483167,5.973157565006438e-05,11742103749.770927,23.551188517048885,3.5112731420924344,276540498997.6017,1.4783579679087018e-06,6.880238356826405e-07
955,955,0.02,2916,100000.0,0.01715,0.00243,0.81,2.73282519049967,7873150000000.0,340.0,0.1581887245517849,2916.0,0.204397728686672,0.0280047764571264,0.0016604250308275,0.0107046730701013,-5.704823637945765e-05,12454435567.04886,14.266303342685534,2.2567683298482915,177678755761.45074,1.5702643879160129e-06,7.298550049664537e-07
956,956,0.02,2920,100000.0,0.01715,0.00243,0.81,2.73580232028163,7870520000000.0,346.0,0.1612220996343188,2920.0,0.1710073423596441,0.0291929099127876,0.0017549147429281,0.0099294137881561,-0.0001327272868115,12689017596.13899,17.075290216831583,2.752914140622931,216668658020.5559,1.6021111442439038e-06,7.436961215875532e-07
957,957,0.02,2924,100000.0,0.01715,0.00243,0.81,2.73877831368027,7867880000000.0,365.0,0.1703180556912011,2924.0,0.1410279945598631,0.0427446882272957,0.001524059813163,0.0113378920127882,-4.522585152303363e-05,13400420240.116877,20.733472167179045,3.5312846672415694,277837240076.966,1.6943457983424155e-06,7.854831003403776e-07
958,958,0.02,2928,100000.0,0.01715,0.00243,0.81,2.748421984424,7865230000000.0,370.0,0.1728972764166758,2928.0,0.163702584386101,0.0290340860357747,0.0025133084752087,0.0106309893378603,-5.520255073736464e-05,13598768453.907312,17.88609514614723,3.092457136498381,243228866437.01163,1.7218808047482304e-06,7.972029976320524e-07
959,959,0.02,2932,100000.0,0.01715,0.00243,0.81,2.75140106613925,7862590000000.0,356.0,0.1666849860674033,2932.0,0.1512505231603427,0.0242347966565257,0.0015832911483688,0.0103787340830957,5.4873550441998406e-05,13105757046.03705,19.38505691574863,3.2311979419173817,254055846261.40182,1.6617719581935898e-06,7.683857880607221e-07
960,960,0.02,2936,100000.0,0.01715,0.00243,0.81,2.75439550712333,7859940000000.0,345.0,0.161822059812252,2936.0,0.1433251117496183,0.037098344186698,0.0015332731715687,0.0103860518752502,2.256020092002429e-05,12719116808.007122,20.484895941536344,3.314908056299053,260549784280.2718,1.6149457989938956e-06,7.457941680948633e-07
961,961,0.02,2940,100000.0,0.01715,0.00243,0.81,2.7573716065909,7857280000000.0,356.0,0.1672472576842064,2940.0,0.1431408709204333,0.0322035887989831,0.0024304831540133,0.0111708347109572,3.5301212487529945e-05,13141085328.569613,20.539207153729247,3.435126071469051,269907473788.32343,1.6708009739904657e-06,7.706161093885198e-07
962,962,0.02,2944,100000.0,0.01715,0.00243,0.81,2.76034605390359,7854630000000.0,346.0,0.1627739805150187,2944.0,0.1207917859228473,0.0335637134348743,0.0017173983532952,0.0107300343153702,7.762693736331206e-06,12785293905.726816,24.372518193252024,3.967211801490344,311609808323.401,1.6278438404501223e-06,7.498239936829039e-07
963,963,0.02,2948,100000.0,0.01715,0.00243,0.81,2.76331875962254,7851970000000.0,314.0,0.1479110318849144,2948.0,0.1565259357607828,0.0456755171524332,0.0020521980946137,0.0112333450358429,9.14479604348394e-05,11613929850.29392,18.83393947253189,2.785747421840214,218736051838.66705,1.4807802628881785e-06,6.811920786920563e-07
964,964,0.02,2952,100000.0,0.01715,0.00243,0.81,2.77311697479512,7849310000000.0,357.0,0.1684092308011146,2952.0,0.1081012558079237,0.0435532598933942,0.0018227373418235,0.0102447103516111,-2.220932747290576e-05,13218962594.194971,27.30773086711561,4.598873950254796,360979872864.7447,1.687784434700345e-06,7.754039569936702e-07
965,965,0.02,2956,100000.0,0.01715,0.00243,0.81,2.77610856058014,7846640000000.0,334.0,0.1578079678711448,2956.0,0.0742341288801071,0.0279840815975592,0.0021754674612569,0.0104453433128234,-6.334718610031383e-05,12382623130.164396,39.81995942559154,6.283906877664038,493075550625.5376,1.583212567946129e-06,7.264103413619125e-07
966,966,0.02,2960,100000.0,0.01715,0.00243,0.81,2.77909816211502,7843970000000.0,353.0,0.1670292899693768,2960.0,0.1502144216201486,0.0398666999791289,0.0022625547928698,0.0103689181470415,1.6616062888748555e-05,13101727396.410933,19.705165243621103,3.291339759371277,258171703323.15515,1.6775016338528217e-06,7.686641906276948e-07
967,967,0.02,2964,100000.0,0.01715,0.00243,0.81,2.78208568711257,7841300000000.0,311.0,0.1473453262539426,2964.0,0.142796738031393,0.0463133654089773,0.0023157249877793,0.0104872456590126,2.454890563583207e-05,11553789067.550407,20.75677666634361,3.058414029882624,239819419325.18625,1.481391378611687e-06,6.778992290061213e-07
968,968,0.02,2968,100000.0,0.01715,0.00243,0.81,2.78505365159448,7838630000000.0,323.0,0.1532227768234511,2968.0,0.1555272361765673,0.0391468064612076,0.0016397079882708,0.0107067827022506,3.514456944751341e-05,12010566550.91609,19.08347420660444,2.924022909374638,229203336981.1132,1.5421290504674452e-06,7.047528113039184e-07
969,969,0.02,2972,100000.0,0.01715,0.00243,0.81,2.79503739333281,7835950000000.0,361.0,0.1714715095192908,2972.0,0.1218302463412328,0.0279885618587107,0.0018655040571506,0.011582311120234,-4.323502259911358e-05,13436421750.176874,24.394598954316823,4.182978706814421,327776119976.62463,1.7275692324094182e-06,7.88473354954262e-07
970,970,0.02,2976,100000.0,0.01715,0.00243,0.81,2.79802350403656,7833270000000.0,314.0,0.1493933129727052,2976.0,0.1479665176466369,0.0302322908972477,0.0019119502336691,0.0102246290027116,-5.629643103095045e-05,11702381567.097025,20.112658237366045,3.004696646767883,235366001022.27457,1.5066188194695763e-06,6.86760287693825e-07
971,971,0.02,2980,100000.0,0.01715,0.00243,0.81,2.80100707437405,7830590000000.0,327.0,0.1558083895160822,2980.0,0.158232996276638,0.0349075922977649,0.0017746647257544,0.0127523336893546,1.563114402404609e-05,12200716168.607388,18.83298724110665,2.934337411813753,229775931935.7465,1.5728689016450691e-06,7.160506939184682e-07
972,972,0.02,2984,100000.0,0.01715,0.00243,0.81,2.80398800840157,7827910000000.0,365.0,0.1741424958732152,2984.0,0.1254140655755691,0.0349858108944186,0.0015855672270989,0.0096091089905153,-8.97507057131375e-05,13631717848.709003,23.793184490953056,4.143404532026442,324341977702.95105,1.7597802360117714e-06,8.00067016901355e-07
973,973,0.02,2988,100000.0,0.01715,0.00243,0.81,2.80696620961505,7825220000000.0,334.0,0.1595301700800117,2988.0,0.1158505492130643,0.0248550249832488,0.0012093821911985,0.0111265945137771,1.0534452397939136e-05,12483586775.135094,25.791850105990225,4.114578234086789,321974798889.40625,1.613796277852035e-06,7.32710636343926e-07
974,974,0.02,2992,100000.0,0.01715,0.00243,0.81,2.80994158095144,7822530000000.0,311.0,0.1487532706425695,2992.0,0.1108403605658168,0.0316558375683543,0.0024924239678792,0.0109153396487751,6.000945444716979e-05,11636269221.996197,26.99377721911465,4.015412648340192,314106859040.20593,1.5063413094993053e-06,6.829966885168232e-07
975,975,0.02,2996,100000.0,0.01715,0.00243,0.81,2.82007907766899,7819830000000.0,326.0,0.1561727356023853,2996.0,0.1034617583841281,0.0308313562781429,0.0016798969645331,0.010949017089772,-3.907643446193933e-05,12212442430.456009,28.957559264328232,4.5223812466783375,353642525442.1266,1.5831106567880795e-06,7.168255633354547e-07
976,976,0.02,3000,100000.0,0.01715,0.00243,0.81,2.8230717399512,7817140000000.0,326.0,0.1564315785797889,3000.0,0.1489253348231614,0.0420369462526812,0.0021044723436035,0.0113990333821795,-1.984986573841216e-05,12228475501.792112,20.14432268063922,3.1512081963530383,246334356400.3919,1.5873803714808732e-06,7.177767572046131e-07
977,977,0.02,3004,100000.0,0.01715,0.00243,0.81,2.82606129996239,7814440000000.0,321.0,0.1542478419181101,3004.0,0.2061261088038009,0.0340381812533603,0.0020662241591214,0.0111448850774011,-2.7864201028191617e-05,12053605057.985563,14.573602623330595,2.247946753620853,175664450293.64938,1.5668551150484387e-06,7.075090368537511e-07
978,978,0.02,3008,100000.0,0.01715,0.00243,0.81,2.82902946892546,7811730000000.0,317.0,0.1525027842564181,3008.0,0.14836982780389,0.0331058158560635,0.0020785985368133,0.0108286168247697,5.793820795988317e-05,11913105748.593891,20.273663753090464,3.091790169424719,241522300202.00165,1.5507468664729402e-06,6.992588818879818e-07
979,979,0.02,3012,100000.0,0.01715,0.00243,0.81,2.83201246519725,7809030000000.0,318.0,0.1531418060760933,3012.0,0.1167576243151415,0.0261124239410829,0.001609666741433,0.0106243169218915,-6.50032889983792e-05,11958889579.023949,25.79703053798254,3.950603847986778,308503839670.442,1.5588115084892363e-06,7.019404691595272e-07
980,980,0.02,3016,100000.0,0.01715,0.00243,0.81,2.84231908519533,7806320000000.0,320.0,0.1542510049913218,3016.0,0.1260396010466138,0.0357526928866211,0.0020870987753923,0.0096640343116721,4.460633070040339e-05,12041327052.838556,23.92898719890885,3.691070323856165,288136760905.2486,1.571616791135683e-06,7.067709324262084e-07
981,981,0.02,3020,100000.0,0.01715,0.00243,0.81,2.84531874534409,7803610000000.0,354.0,0.1708706672887675,3020.0,0.120942893429401,0.0326463860786997,0.0019358956555943,0.0117716981445921,-7.225704629770486e-05,13334080479.612991,24.97046262385718,4.266719611047705,332958158239.6799,1.7426320130916545e-06,7.826404700048125e-07
982,982,0.02,3024,100000.0,0.01715,0.00243,0.81,2.8482962772106,7800900000000.0,311.0,0.1502952034210827,3024.0,0.14533321502131,0.0424827730110431,0.0022680867235625,0.0110823661434292,-0.0001029310868703,11724378523.675243,20.80735638825987,3.1272458610284826,243953322372.9709,1.534353424288256e-06,6.881448816137452e-07
983,983,0.02,3028,100000.0,0.01715,0.00243,0.81,2.85126999834091,7798180000000.0,318.0,0.1538389691333039,3028.0,0.1222078708642584,0.0255007377321143,0.0022873401257026,0.0103538476806796,-6.177600161357619e-05,11996639723.15948,24.77745482828459,3.8117381085303057,297246198831.78864,1.5721318367469251e-06,7.041099683624906e-07
984,984,0.02,3032,100000.0,0.01715,0.00243,0.81,2.8542398045626,7795460000000.0,305.0,0.1476777840484533,3032.0,0.1406306504986787,0.0347897741646323,0.0026171726862477,0.0111475438365506,2.193441902819473e-05,11512162584.38356,21.56002257863756,3.183936358447814,248202485248.256,1.5107022791027029e-06,6.756574587365032e-07
