,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,M1.grazingIncAngle,PG.cFactor,M3.grazingIncAngle,KB_ver.grazingIncAngle,KB_hor.grazingIncAngle,KB2_ver.grazingIncAngle,KB2_hor.grazingIncAngle,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
4173,4173,0.02,7450,100000.0,17.15,2.43,0.81,0.5,1.87912356994548,0.5,0.5,0.5,0.5,0.5,,55.9,0.0353234118632503,7450.0,1.0913697506692064,0.0004229010687698,0.0004966540962829,8.070051994053584e-06,-3.943723823131056e-06,270930568991.1308,6877049935.272158,91144220564.9799,6.872054597288416,0.242026811914627,1856345647385.1904,47119753823.759125,624496444827.7336,4.816880566229149e-05,1.222672225934176e-06,1.6204551092126007e-05,6.17756897087774e-06,1.5680567331147047e-07,2.07820664509618e-06
4174,4174,0.02,7450,100000.0,17.15,2.43,0.81,0.6,1.87912356994548,0.6,0.6,0.6,0.6,0.6,,7.3,0.0046128963613904,7450.0,0.8652995936222314,0.0003666996031377,0.0004376937172773,1.4026498253496742e-05,1.4897940489235844e-05,35380915091.86501,898076288.506024,11902554742.832796,9.486304048056684,0.0440160842117807,337603365904.359,8569410289.454042,113573731307.0561,6.290380703662395e-06,1.5966918156206596e-07,2.116157834928798e-06,8.06730831617308e-07,2.047730617484319e-08,2.713937121503061e-07
4175,4175,0.02,7450,100000.0,17.15,2.43,0.81,0.7,1.87912356994548,0.7,0.7,0.7,0.7,0.7,,,,7450.0,,,,,,,,,,,,,,,,,,,
4176,4176,0.02,7460,100000.0,17.15,2.43,0.81,0.2,1.882221662924,0.2,0.2,0.2,0.2,0.2,,1207.7,0.7517725149348043,7460.0,1.079463073602437,0.0003319153666342,0.0004122608810912,1.1876081754273503e-06,1.283302897199075e-06,5766095189549.949,142151245814.70792,1927856960264.641,6.98356596263047,5.253149810742352,40291659048393.85,993308181947.942,13471257893527.531,0.0010239125055865,2.5242461924349933e-05,0.000342338581953,0.0001311907351098,3.2342383922166886e-06,4.3862781221893e-05
4177,4177,0.02,7460,100000.0,17.15,2.43,0.81,0.3,1.882221662924,0.3,0.3,0.3,0.3,0.3,,1594.0,0.9922376325296663,7460.0,1.1093946901582967,0.0003613398064077,0.0004215536935903,2.416766170091476e-06,9.937085877314617e-07,7610462641502.541,187620341002.43805,2544509393609.206,6.747324370836239,6.69749137593941,51369758853455.27,1266416002193.98,17175149541795.824,0.0013514254648546,3.331662193211376e-05,0.000451840440203,0.000173153955258,4.2687554833099294e-06,5.7892914852775886e-05
4178,4178,0.02,7460,100000.0,17.15,2.43,0.81,0.4,1.882221662924,0.4,0.4,0.4,0.4,0.4,,768.3,0.4782535590166515,7460.0,1.0760330593903746,0.000341451230351,0.0004150779570697,4.348916178720673e-07,1.985114271073333e-06,3668204797657.718,90432062730.34702,1226440757283.534,6.989777935020959,3.341713530274992,25630942777209.188,631878303672.2903,8569541397918.58,0.0006513802914979,1.6058444561131117e-05,0.0002177848244717,8.345933740575443e-05,2.057518718837528e-06,2.7904094404885648e-05
4179,4179,0.02,7460,100000.0,17.15,2.43,0.81,0.5,1.882221662924,0.5,0.5,0.5,0.5,0.5,,60.0,0.0373489698568255,7460.0,1.108864079219914,0.0004242250494699,0.0005275661130407,5.459452456355422e-07,-6.514992542797814e-08,286466598801.85223,7062246210.882233,95778270775.7543,6.799658683655403,0.253267688120551,1942563167884.6265,47889909082.49611,649483541434.9807,5.0869214486374927e-05,1.2540761078587364e-06,1.7007795741645948e-05,6.517714752499369e-06,1.606808839388932e-07,2.179156142513521e-06
4180,4180,0.02,7460,100000.0,17.15,2.43,0.81,0.6,1.882221662924,0.6,0.6,0.6,0.6,0.6,,7.1,0.0044196280997243,7460.0,0.9046662190739072,0.000344299189479,0.0004552735020399,5.395473640508359e-06,3.325202370920904e-05,33898547524.885853,835699134.9543978,11333762041.797594,8.685225277552682,0.0383757340457174,294341880130.6536,7256395113.255417,98411320599.71268,6.019523714221034e-06,1.4839900609661713e-07,2.012589162761437e-06,7.71262912379092e-07,1.9013904599435697e-08,2.578668101974334e-07
4181,4181,0.02,7460,100000.0,17.15,2.43,0.81,0.7,1.882221662924,0.7,0.7,0.7,0.7,0.7,,,,7460.0,,,,,,,,,,,,,,,,,,,
4182,4182,0.02,7470,100000.0,17.15,2.43,0.81,0.2,1.88342897324639,0.2,0.2,0.2,0.2,0.2,,1182.8,0.7564330461019088,7470.0,1.092339758682374,0.0003355342861468,0.0003932458385762,-1.2249574234755145e-06,-2.765720347135786e-06,5801841463601.64,139032856917.56012,1927809490093.456,6.883709174895043,5.204028305434087,39914897102679.45,956503588140.2704,13262740444286.736,0.0010290025384155,2.465857841667565e-05,0.0003419122827351,0.0001317191835457,3.1564623945885176e-06,4.376705114402566e-05
4183,4183,0.02,7470,100000.0,17.15,2.43,0.81,0.3,1.88342897324639,0.3,0.3,0.3,0.3,0.3,,1602.7,1.0249706146326758,7470.0,1.1131206524545632,0.0003277752916426,0.0004254912034415,2.134228654340032e-06,-6.706846652221738e-07,7861524614232.625,188390226396.49445,2612191638292.8486,6.739233402779375,6.908824277570583,52990682208966.36,1269846131395.254,17607502840237.195,0.0013943036593833,3.341249884038389e-05,0.0004632928775276,0.0001784801618775,4.277022556482091e-06,5.930457631766143e-05
4184,4184,0.02,7470,100000.0,17.15,2.43,0.81,0.4,1.88342897324639,0.4,0.4,0.4,0.4,0.4,,786.3,0.5028604194706888,7470.0,1.1050476210878517,0.00034898788568,0.000401658548155,1.3810838525870128e-06,4.419961553369474e-07,3856939417340.184,92426052920.42404,1281566285137.3726,6.855616603462224,3.452665225145765,26481942276868.023,634601981901.3237,8799299318627.254,0.0006840587554583,1.639249256766323e-05,0.0002272959316153,8.756408016746149e-05,2.098348309828332e-06,2.9095394246320077e-05
4185,4185,0.02,7470,100000.0,17.15,2.43,0.81,0.5,1.88342897324639,0.5,0.5,0.5,0.5,0.5,,57.7,0.0369007328035847,7470.0,1.0374561302145573,0.0004187585822326,0.0005220920634454,8.323669903869463e-06,5.1927397265066745e-06,283028620603.4956,6782377277.767349,94043462612.77676,7.287516889834167,0.2694468374905504,2066657243552.522,49524493670.3437,686699468071.5886,5.019736765858952e-05,1.202908331621732e-06,1.667935298767474e-05,6.425597641692137e-06,1.539802842135251e-07,2.1350683556055805e-06
4186,4186,0.02,7470,100000.0,17.15,2.43,0.81,0.6,1.88342897324639,0.6,0.6,0.6,0.6,0.6,,7.0,0.004476692021232,7470.0,0.855645702825359,0.0003205815002619,0.0004607348913875,-2.0363904332809627e-05,-3.302588489199476e-05,34336227802.85041,822818733.8712553,11409085585.6055,12.116493691225145,0.0426142304085134,326851147233.2984,7832521635.022001,108604612421.30032,6.089801968979665e-06,1.4593341978079944e-07,2.0234916969449425e-06,7.795352424929802e-07,1.8680450424517776e-08,2.590204244235541e-07
4187,4187,0.02,7470,100000.0,17.15,2.43,0.81,0.7,1.88342897324639,0.7,0.7,0.7,0.7,0.7,,,,7470.0,,,,,,,,,,,,,,,,,,,
4188,4188,0.02,7480,100000.0,17.15,2.43,0.81,0.2,1.88463638090579,0.2,0.2,0.2,0.2,0.2,,1177.3,0.7667877351744835,7480.0,1.1784470786844394,0.0003460403858197,0.0004011700218069,-7.131536073357505e-07,1.4056896803931194e-06,5881261928788.287,136881664747.93929,1942035700798.788,6.423252539192099,4.923731880238391,37765023521428.45,878950699943.2766,12470286956804.59,0.001041806410212,2.424721046292389e-05,0.0003440120957798,0.0001332347561349,3.1009323241970654e-06,4.399509087240497e-05
4189,4189,0.02,7480,100000.0,17.15,2.43,0.81,0.3,1.88463638090579,0.3,0.3,0.3,0.3,0.3,,1603.1,1.0441157039481983,7480.0,1.147430496242032,0.0003641848556285,0.000426491199026,1.72127229752846e-06,-1.8633284239729496e-06,8008367449282.683,186388343461.6678,2644421500000.456,6.584036074195251,6.86724356055705,52671758109472.59,1225893017948.0728,17392599736415.52,0.001418601763536,3.301682077050309e-05,0.0004684326770956,0.0001814224391064,4.222462081814588e-06,5.990701620449538e-05
4190,4190,0.02,7480,100000.0,17.15,2.43,0.81,0.4,1.88463638090579,0.4,0.4,0.4,0.4,0.4,,769.4,0.5011182225798416,7480.0,1.0623454233713343,0.0003624003660245,0.0004301679827739,1.517979211193842e-06,-3.3263666710148086e-06,3843576767187.385,89456173326.30974,1269177158068.9604,7.142971582326199,3.569969489902418,27381665987551.543,637286362915.0232,9041626361662.29,0.0006808509742777,1.5846261556250437e-05,0.0002248219710294,8.707281183240907e-05,2.026550012942514e-06,2.8752079263763168e-05
4191,4191,0.02,7480,100000.0,17.15,2.43,0.81,0.5,1.88463638090579,0.5,0.5,0.5,0.5,0.5,,57.1,0.0371898239008434,7480.0,1.0621151272216998,0.0004349685178163,0.0004713484686664,1.62702056386603e-05,1.1926648021019404e-05,285245949319.46936,6638871194.349216,94190298577.77182,7.0872076481510735,0.264025178841968,2025073121717.895,47131956286.49073,668693954923.7974,5.052845156129518e-05,1.1760092732803483e-06,1.6684864239388623e-05,6.461993183819287e-06,1.5039771996233113e-07,2.1337974083193104e-06
4192,4192,0.02,7480,100000.0,17.15,2.43,0.81,0.6,1.88463638090579,0.6,0.6,0.6,0.6,0.6,,7.8,0.0050802211283113,7480.0,0.9962632651313124,0.0003380932668188,0.0005354914336533,-2.631608433782106e-06,6.410344727280707e-05,38965296054.14817,906886082.5906112,12866625725.15972,8.26160106191212,0.0400862005226278,307461158008.5563,7155912398.244657,101525922955.20726,6.902310370894961e-06,1.606457501153541e-07,2.279193363699321e-06,8.827241126758396e-07,2.0544697297831573e-08,2.914819577038637e-07
4193,4193,0.02,7480,100000.0,17.15,2.43,0.81,0.7,1.88463638090579,0.7,0.7,0.7,0.7,0.7,,,,7480.0,,,,,,,,,,,,,,,,,,,
4194,4194,0.02,7490,100000.0,17.15,2.43,0.81,0.2,1.88584865215116,0.2,0.2,0.2,0.2,0.2,,1195.5,0.7879703284019441,7490.0,1.129263010460909,0.0003405513013336,0.000411792366593,1.1715086701822497e-07,-1.7407268241665451e-06,6043732418842.912,136652794608.32396,1983542495304.909,6.650462818922667,5.243904224720255,40220745403604.37,909417704115.4832,13200378867230.338,0.0010692616730569,2.417671492788952e-05,0.0003509298261611,0.00013662227871,3.089120248488226e-06,4.483919486275927e-05
4195,4195,0.02,7490,100000.0,17.15,2.43,0.81,0.3,1.88584865215116,0.3,0.3,0.3,0.3,0.3,,1615.7,1.0649298700117282,7490.0,1.1287043553998046,0.0003591313057056,0.0004247823055099,1.0932629308581217e-07,-3.533174741189657e-06,8168012102989.955,184684165829.0832,2680727402479.4155,6.703701995280165,7.141056692807851,54771904833836.2,1238429060530.4226,17976044149140.27,0.0014450908282376,3.2674461153484817e-05,0.0004742763029097,0.0001846429240584,4.174898858621854e-06,6.059948736073622e-05
4196,4196,0.02,7490,100000.0,17.15,2.43,0.81,0.4,1.88584865215116,0.4,0.4,0.4,0.4,0.4,,777.2,0.5122631026633132,7490.0,1.0781191674106594,0.0003501442320967,0.0003920609336924,5.023737826272629e-07,2.2686399400552814e-06,3929057997427.612,88838604742.44197,1289510018695.9224,7.051831531217934,3.6227984065704897,27786863778395.65,628279401794.8187,9119600487913.182,0.0006951318881638,1.571739259051086e-05,0.0002281410797929,8.881876621789126e-05,2.0082511561062723e-06,2.915016499149854e-05
4197,4197,0.02,7490,100000.0,17.15,2.43,0.81,0.5,1.88584865215116,0.5,0.5,0.5,0.5,0.5,,58.2,0.0383604124742727,7490.0,1.0633336885830773,0.0004418033309741,0.0004978950930981,1.1762452362950977e-05,-3.937921208624016e-06,294224363677.6725,6652607817.820539,96563925743.82744,7.095021474705656,0.2733387121521887,2096507922207.2883,47403433281.54268,688070263083.8367,5.205439512498254e-05,1.1769843653727896e-06,1.708416217698193e-05,6.651122225786505e-06,1.5038628060394377e-07,2.18288677625478e-06
4198,4198,0.02,7490,100000.0,17.15,2.43,0.81,0.6,1.88584865215116,0.6,0.6,0.6,0.6,0.6,,7.5,0.0049433521229732,7490.0,0.950803234505264,0.0003800641064335,0.000351182067194,-4.279843498204287e-05,-3.823440536180399e-05,37915510783.20521,857294821.88409,12443804863.895288,8.649298623280053,0.0423261203503494,324641343087.1809,7340355876.767357,106546725619.1941,6.708040608889503e-06,1.516732429604111e-07,2.2015672908481866e-06,8.571033796116629e-07,1.937967533555976e-08,2.8129984230087364e-07
4199,4199,0.02,7490,100000.0,17.15,2.43,0.81,0.7,1.88584865215116,0.7,0.7,0.7,0.7,0.7,,,,7490.0,,,,,,,,,,,,,,,,,,,
4200,4200,0.02,7500,100000.0,17.15,2.43,0.81,0.2,1.88705621453883,0.2,0.2,0.2,0.2,0.2,,1200.2,0.7967395153784198,7500.0,1.1132740796183498,0.0003355034395755,0.0004149719138202,-1.0646889511042266e-06,-1.3451103728651209e-06,6110992082952.48,134261731232.3807,1994784108540.7249,6.770380917816427,5.392962049833335,41364018922221.67,908789393905.2944,13502273688360.012,0.0010798878003491,2.3725706668165086e-05,0.0003525029968787,0.0001378476271488,3.02858534523715e-06,4.4996991045661085e-05
4201,4201,0.02,7500,100000.0,17.15,2.43,0.81,0.3,1.88705621453883,0.3,0.3,0.3,0.3,0.3,,1599.6,1.061876794533678,7500.0,1.1451545560479643,0.0003296128016412,0.0004220863300207,5.613818227896875e-07,-1.0046257758061944e-06,8144595014073.308,178941064222.05978,2658604115998.785,6.595673714261648,6.999707280752476,53687754843371.484,1179548396300.3428,17525056280721.838,0.0014392505627716,3.162109680586308e-05,0.0004698081934738,0.0001837202669449,4.036431526613351e-06,5.9970993898216526e-05
4202,4202,0.02,7500,100000.0,17.15,2.43,0.81,0.4,1.88705621453883,0.4,0.4,0.4,0.4,0.4,,759.1,0.5039201517445079,7500.0,1.1403751377795743,0.0003423992714905,0.0004031174586846,3.45896674168764e-06,-1.6929921005452913e-07,3865067563880.376,84917580551.99149,1261656904510.3013,6.678672095133146,3.371537350659767,25859691479560.41,568151111971.9159,8441264677644.685,0.0006830051901724,1.5005985612234724e-05,0.0002229503623818,8.718558054386557e-05,1.915513360747809e-06,2.8459603318414704e-05
4203,4203,0.02,7500,100000.0,17.15,2.43,0.81,0.5,1.88705621453883,0.5,0.5,0.5,0.5,0.5,,53.5,0.0355153841632606,7500.0,1.1015483979885243,0.0004218150425728,0.0005054553805602,-7.292336419891056e-06,-1.4348066735488924e-06,272402996532.2093,5984838044.436234,88919304954.94814,6.839163622270822,0.2438687463545025,1870473284539.0352,41095288293.15638,610570318665.1394,4.813697493641197e-05,1.057594823151835e-06,1.57131397542222e-05,6.14468259662338e-06,1.3500192965354737e-07,2.00578155386008e-06
4204,4204,0.02,7500,100000.0,17.15,2.43,0.81,0.6,1.88705621453883,0.6,0.6,0.6,0.6,0.6,,7.3,0.0048460243811551,7500.0,0.9273647457886064,0.0003871398113051,0.0004851606851345,6.327550664181196e-06,2.117484911095795e-05,37169007003.46034,816622761.2034488,12132914507.87143,9.089499499642496,0.0437481343161791,335548190205.09424,7372171378.60567,109531511149.87744,6.568222748332848e-06,1.443073310095027e-07,2.1440358916976087e-06,8.38433326268237e-07,1.8420824046184968e-08,2.7368608118090817e-07
4205,4205,0.02,7500,100000.0,17.15,2.43,0.81,0.7,1.88705621453883,0.7,0.7,0.7,0.7,0.7,,,,7500.0,,,,,,,,,,,,,,,,,,,
4206,4206,0.02,7510,100000.0,17.15,2.43,0.81,0.2,1.88826382191019,0.2,0.2,0.2,0.2,0.2,,1190.2,0.7928114088254604,7510.0,1.100561192098212,0.0003415883336223,0.0003782400574212,2.7110766544534335e-07,1.1866437448607763e-06,6080863505691.282,129707227794.38445,1974169887134.5547,6.937159053303406,5.497018282193363,42162130224423.08,899334942183.3555,13688057261702.902,0.0010732161075196,2.2892124778064045e-05,0.0003484227067208,0.0001368689925619,2.9194698383888764e-06,4.443491345356184e-05
4207,4207,0.02,7510,100000.0,17.15,2.43,0.81,0.3,1.88826382191019,0.3,0.3,0.3,0.3,0.3,,1605.3,1.0693162112145116,7510.0,1.1425847182473263,0.0003628490229313,0.0004334061834622,2.2559003069712964e-06,-5.597416227654075e-07,8201655340015.303,174944557871.21942,2662691076976.2227,6.628343673074282,7.085286822206927,54344149926327.14,1159182248900.845,17642985116516.65,0.0014475162303825,3.087609469519931e-05,0.0004699403218778,0.0001846040949081,3.937678483923427e-06,5.993225219879251e-05
4208,4208,0.02,7510,100000.0,17.15,2.43,0.81,0.4,1.88826382191019,0.4,0.4,0.4,0.4,0.4,,765.7,0.5100451148862838,7510.0,1.1219719462475042,0.0003507617668041,0.0004142160842446,-2.162172358660163e-06,-8.022066716155065e-07,3912046031177.797,83445491784.70859,1270057034598.327,6.762976557888249,3.445415262854227,26426335066091.92,563684196986.2058,8579385948390.209,0.000690439903821,1.4727356698507513e-05,0.0002241533074576,8.805292186583111e-05,1.878203709674309e-06,2.858663521373913e-05
4209,4209,0.02,7510,100000.0,17.15,2.43,0.81,0.5,1.88826382191019,0.5,0.5,0.5,0.5,0.5,,53.7,0.0357704357703975,7510.0,1.1158582667491814,0.0004391199220665,0.0005119928914514,-3.733121446421707e-07,-9.229247311723532e-07,274359242358.94965,5852191339.739913,89071519861.47336,6.772528818336238,0.2422468351555348,1858033225642.953,39632584849.57689,603215849184.3679,4.842186605092262e-05,1.032857587449201e-06,1.5720298564032193e-05,6.175319190538241e-06,1.317220049751997e-07,2.0048351978291643e-06
4210,4210,0.02,7510,100000.0,17.15,2.43,0.81,0.6,1.88826382191019,0.6,0.6,0.6,0.6,0.6,,8.1,0.0053955405910655,7510.0,0.9509818727242456,0.0003742549792558,0.000387084021496,-3.419517160765292e-05,1.3567508898146392e-05,41383796333.47284,882732771.9160761,13435368917.652405,8.44051294679675,0.0439284831341661,336931465639.0544,7186881653.212257,109385772739.37932,7.303856890362629e-06,1.557941612353544e-07,2.3712182191556944e-06,9.31472727064427e-07,1.9868682314694924e-08,3.0240530916976213e-07
4211,4211,0.02,7510,100000.0,17.15,2.43,0.81,0.7,1.88826382191019,0.7,0.7,0.7,0.7,0.7,,,,7510.0,,,,,,,,,,,,,,,,,,,
4212,4212,0.02,7520,100000.0,17.15,2.43,0.81,0.2,1.88947145662132,0.2,0.2,0.2,0.2,0.2,,1219.0,0.8123163619985376,7520.0,1.0434569541016572,0.0003610489051654,0.0004288035463674,-1.1912969727017044e-07,2.594992089539765e-06,6230466496528.783,132407567005.76164,2011694246990.6523,7.243858291194715,5.882081907591236,45115568231224.79,958779350937.3716,14566923537913.91,0.0010982313086684,2.333920512554985e-05,0.000354597140799,0.0001399312411067,2.973766923130309e-06,4.518102663189952e-05
4213,4213,0.02,7520,100000.0,17.15,2.43,0.81,0.3,1.88947145662132,0.3,0.3,0.3,0.3,0.3,,1576.6,1.0506135982993392,7520.0,1.114390188735524,0.0003558687119336,0.0004216564041473,2.1238733842385026e-06,2.240646566229422e-06,8058206298955.932,171250016522.7923,2601835233638.6074,6.79865477033689,7.140336618681575,54766381865287.68,1163874868845.097,17682980140937.098,0.0014204031839595,3.0185882527433883e-05,0.0004586200592155,0.0001809807996135,3.846136940941136e-06,5.843511615082263e-05
4214,4214,0.02,7520,100000.0,17.15,2.43,0.81,0.4,1.88947145662132,0.4,0.4,0.4,0.4,0.4,,748.6,0.4988515410927853,7520.0,1.1083392791936604,0.0003409796198564,0.0004103682039683,-1.3597098751798431e-06,-5.047853325093819e-06,3826191320181.663,81312801198.124,1235401405494.0132,6.833155281254887,3.4109069244766475,26161656110735.887,555977828689.6936,8447080667079.562,0.0006744347478828,1.433283753649436e-05,0.0002177616239557,8.593316414483626e-05,1.8262197856073411e-06,2.774611692915503e-05
4215,4215,0.02,7520,100000.0,17.15,2.43,0.81,0.5,1.88947145662132,0.5,0.5,0.5,0.5,0.5,,53.9,0.0359178440621174,7520.0,1.052163801464034,0.0004392768347026,0.0005289319670633,-1.432098964478042e-05,4.170887649215773e-06,275489863956.4409,5854608582.125147,88950221421.48988,7.191320327064664,0.2597101585122793,1991976915789.183,42332755837.50155,643169898090.9158,4.856002259001869e-05,1.0319796195792758e-06,1.5679069638285054e-05,6.187279651892431e-06,1.314897761745067e-07,1.9977500701061397e-06
4216,4216,0.02,7520,100000.0,17.15,2.43,0.81,0.6,1.88947145662132,0.6,0.6,0.6,0.6,0.6,,6.8,0.0045313792137735,7520.0,1.0282686814447817,0.0003890544236246,0.0004507727444227,1.7264875031672496e-05,4.0423104601025706e-05,34755678569.64375,738614811.8451017,11221920327.757536,7.837121542141463,0.0365790171587978,280561061607.98004,5962379796.88406,90587610715.95724,6.126310827683249e-06,1.30194089297571e-07,1.978064444162122e-06,7.805844458788226e-07,1.6588691613852425e-08,2.520352593083812e-07
4217,4217,0.02,7520,100000.0,17.15,2.43,0.81,0.7,1.88947145662132,0.7,0.7,0.7,0.7,0.7,,,,7520.0,,,,,,,,,,,,,,,,,,,
4218,4218,0.02,7530,100000.0,17.15,2.43,0.81,0.2,1.89189158201575,0.2,0.2,0.2,0.2,0.2,,1198.1,0.7966404308310102,7530.0,1.0761904469590262,0.0003524165381927,0.00045121593236,2.303074768553005e-07,-1.7917738296643133e-06,6110232104473.849,129852390225.45464,1962041398213.849,7.073876209701597,5.635477624501275,43224113379924.77,918582852793.7078,13879587289393.863,0.0010757425701944,2.286128278248995e-05,0.0003454290148809,0.0001369327140102,2.910043335550946e-06,4.397012242157424e-05
4219,4219,0.02,7530,100000.0,17.15,2.43,0.81,0.3,1.89189158201575,0.3,0.3,0.3,0.3,0.3,,1611.1,1.071252314591303,7530.0,1.1491103742607265,0.0003368999139683,0.0004129899742619,5.900107314706899e-08,1.9231035052882065e-06,8216505252915.297,174614127278.38248,2638381517955.373,6.596345374091143,7.068519740554528,54215546410053.22,1152168717710.388,17409018947974.717,0.0014465644393959,3.074185184113977e-05,0.0004645027008385,0.0001841351269025,3.913171536521266e-06,5.912717154945184e-05
4220,4220,0.02,7530,100000.0,17.15,2.43,0.81,0.4,1.89189158201575,0.4,0.4,0.4,0.4,0.4,,748.0,0.4973600219193685,7530.0,1.1374510898553123,0.0003447527898154,0.0004383503879497,2.691946758710304e-07,-4.303572537713068e-06,3814751368121.557,81069683572.85709,1224945301614.1882,6.686305986611681,3.3206697085007613,25469536664200.84,541269162485.62415,8178459422498.586,0.000671609583929,1.4272798198232604e-05,0.0002156588791677,8.54900843666555e-05,1.8168036182222745e-06,2.745150786356525e-05
4221,4221,0.02,7530,100000.0,17.15,2.43,0.81,0.5,1.89189158201575,0.5,0.5,0.5,0.5,0.5,,53.9,0.0358391780500721,7530.0,1.1026367255424951,0.0004185897846552,0.0004825241733117,1.1313585696600094e-05,-2.320432227432297e-05,274886495644.05347,5841786022.16176,88268117322.19888,6.856214243728753,0.2453927892117372,1882162693254.025,39999024641.51318,604376570185.3097,4.8395396489009024e-05,1.0284810466373491e-06,1.5540125116504936e-05,6.160314902891353e-06,1.309167313130757e-07,1.978123360756908e-06
4222,4222,0.02,7530,100000.0,17.15,2.43,0.81,0.6,1.89189158201575,0.6,0.6,0.6,0.6,0.6,,6.8,0.0045214547447214,7530.0,0.8496540906236717,0.0003571776706847,0.0004180225232626,2.7649904915894343e-05,3.817271918244277e-05,34679557892.01416,736997123.3896099,11135866378.310806,9.234373380357564,0.0413184696435154,316912662165.7643,6734910551.893033,101763034882.442,6.10554167208277e-06,1.297527108930237e-07,1.9605352651620324e-06,7.771825851514137e-07,1.6516396529293406e-08,2.495591623960477e-07
4223,4223,0.02,7530,100000.0,17.15,2.43,0.81,0.7,1.89189158201575,0.7,0.7,0.7,0.7,0.7,,,,7530.0,,,,,,,,,,,,,,,,,,,
4224,4224,0.02,7540,100000.0,17.15,2.43,0.81,0.2,1.89431652176622,0.2,0.2,0.2,0.2,0.2,,1194.0,0.7903342303939273,7540.0,1.137956197384574,0.000353972099759,0.0004120954383156,-2.154884811326291e-06,2.1732855221091963e-06,6061863547121.422,128824479554.21011,1934354510206.1636,6.646172591920807,5.251024999060072,40275361742790.75,855917074846.7917,12851959967714.451,0.0010658615620206,2.265129525545952e-05,0.0003401188601034,0.0001355542385047,2.8807484845225e-06,4.3255667269827946e-05
4225,4225,0.02,7540,100000.0,17.15,2.43,0.81,0.3,1.89431652176622,0.3,0.3,0.3,0.3,0.3,,1596.1,1.056492851869135,7540.0,1.0806667022767216,0.0003451117415279,0.0004197503319018,1.3274359714343254e-06,-1.178613011877193e-06,8103300173836.264,172208334854.66898,2585781602797.367,7.025351820100478,7.418893824120866,56902915631007.02,1209279693331.7007,18157850410042.305,0.0014248087429993,3.027950783688353e-05,0.000454659725805,0.0001812044556763,3.850889996772498e-06,5.782275588724657e-05
4226,4226,0.02,7540,100000.0,17.15,2.43,0.81,0.4,1.89431652176622,0.4,0.4,0.4,0.4,0.4,,743.0,0.4918076492317317,7540.0,1.0448075511461865,0.0003484364165294,0.0003763389035171,2.3439656572187896e-06,-1.9886107202982465e-06,3772164669607.384,80164646824.77231,1203706366066.314,7.333927050705993,3.610343684100039,27691336057047.3,588486020508.3063,8836368614898.988,0.0006632622617933,1.4095403999000354e-05,0.0002116485033977,8.435242814831657e-05,1.7926265695144202e-06,2.6917052580805832e-05
4227,4227,0.02,7540,100000.0,17.15,2.43,0.81,0.5,1.89431652176622,0.5,0.5,0.5,0.5,0.5,,48.8,0.0323017675403882,7540.0,1.094208270219045,0.0004089920844239,0.0004631036944523,-6.359314938979114e-06,-1.2944559068545571e-06,247754557034.7784,5265188109.083295,79059045308.25859,6.9338609109481,0.2236983181234494,1715766100006.8574,36462825854.12227,547504883309.8759,4.356285111106389e-05,9.257815816301712e-07,1.390100533756507e-05,5.540240233698316e-06,1.1773913404078559e-07,1.7679033189008412e-06
4228,4228,0.02,7540,100000.0,17.15,2.43,0.81,0.6,1.89431652176622,0.6,0.6,0.6,0.6,0.6,,6.7,0.0044348738221434,7540.0,0.9511718694535888,0.000354304756544,0.0004369033007629,2.600252826865461e-05,3.371234233386437e-06,34015482215.840466,722884433.0093868,10854418105.84698,8.165446262540788,0.0357376016877345,274107404944.92465,5825229075.100745,87468299296.82376,5.980965214019019e-06,1.2710525813365058e-07,1.908539667247664e-06,7.606477370036623e-07,1.6165004058878346e-08,2.427244310785991e-07
4229,4229,0.02,7540,100000.0,17.15,2.43,0.81,0.7,1.89431652176622,0.7,0.7,0.7,0.7,0.7,,,,7540.0,,,,,,,,,,,,,,,,,,,
4230,4230,0.02,7550,100000.0,17.15,2.43,0.81,0.2,1.8967364168334,0.2,0.2,0.2,0.2,0.2,,1196.4,0.7866130659321935,7550.0,1.1577462068896238,0.000340202325111,0.0004048680549533,-2.7151198229069035e-06,7.009838690067052e-07,6033322215699.924,128217929746.94754,1912769300021.3125,6.545256984917492,5.156209800728822,39548129171590.055,840462197518.798,12538108300572.35,0.001059549747642,2.251715891338574e-05,0.000335913474646,0.000134626693972,2.861036651559015e-06,4.268126216152807e-05
