,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,M1.grazingIncAngle,PG.cFactor,M3.grazingIncAngle,KB_ver.grazingIncAngle,KB_hor.grazingIncAngle,KB2_ver.grazingIncAngle,KB2_hor.grazingIncAngle,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
2802,2802,0.02,5170,100000.0,17.15,2.43,0.81,0.2,1.6062490536883,0.2,0.2,0.2,0.2,0.2,,1276.3,0.7685939640788113,5170.0,0.7332248073783376,0.0003634303373396,0.0004453360548909,-2.398129690518035e-06,9.701941054499671e-07,5895115704484.481,3657060120017.56,5797752865345.56,7.100392729961572,5.460897371621551,41885082840337.3,25983589425141.625,41193315148686.734,0.0011909835574303,0.0007388317193099,0.0011713134531725,0.0002419630722954,0.0001501028218216,0.0002379668467985
2803,2803,0.02,5170,100000.0,17.15,2.43,0.81,0.3,1.6062490536883,0.3,0.3,0.3,0.3,0.3,,2562.8,1.5433304169405135,5170.0,0.7378687402455398,0.0003933723158667,0.0004298253926902,3.484264316833977e-07,-1.4322442904442558e-06,11837344297933.738,7343346921241.872,11641840510309.176,7.024580549686183,10.83707034774321,83120329567190.42,51564050251236.016,81747526778829.84,0.0023914852785259,0.0014835680719639,0.0023519878694591,0.0004858598775199,0.0003014052430969,0.0004778354892856
2804,2804,0.02,5170,100000.0,17.15,2.43,0.81,0.4,1.6062490536883,0.4,0.4,0.4,0.4,0.4,,3699.3,2.2277361524067585,5170.0,0.7139096301694735,0.0003656805338723,0.0004260522084097,1.8808594762851907e-06,-1.3942221990403653e-07,17086736288959.84,10599829587072.756,16804534337360.203,7.28037348068285,16.21857763367293,124396490450271.34,77169892348298.72,122341976833186.12,0.0034520140045462,0.0021414715813236,0.0033950010634814,0.0007013194337871,0.0004350664959374,0.000689736548117
2805,2805,0.02,5170,100000.0,17.15,2.43,0.81,0.5,1.6062490536883,0.5,0.5,0.5,0.5,0.5,,4127.6,2.48566046080992,5170.0,0.7162085773018589,0.0003759271406033,0.0004353620963731,1.4059730145263595e-06,-1.4189761917898631e-06,19065015734412.09,11827063661666.129,18750140818773.277,7.250539089859693,18.027429226265337,138270382165455.16,85776620128458.12,135986729451699.0,0.0038516835631512,0.0023894082932099,0.00378806974012,0.0007825172586434,0.0004854379122081,0.0007695933219819
2806,2806,0.02,5170,100000.0,17.15,2.43,0.81,0.6,1.6062490536883,0.6,0.6,0.6,0.6,0.6,,2825.8,1.7017102747738817,5170.0,0.7142918700847076,0.0003578706784299,0.0004399283645529,1.6487308599524034e-06,8.327481036718966e-07,13052117807515.668,8096936838631.685,12836551004382.576,7.273670049303766,12.37655669641551,94928189861506.94,58889106645334.39,93360370238865.08,0.0026369045965579,0.0016358149905399,0.0025933538791625,0.0005357198540252,0.0003323360917525,0.0005268719859619
2807,2807,0.02,5170,100000.0,17.15,2.43,0.81,0.7,1.6062490536883,0.7,0.7,0.7,0.7,0.7,,821.9,0.4949521108488403,5170.0,0.6686515737047557,0.0003674559011207,0.0004278741000475,4.773745962653591e-06,1.712737993044673e-06,3796282690210.6055,2355040125865.731,3733583859615.698,7.8725711556143505,3.892123024792352,29852583600157.336,18519177304794.32,29359542845633.668,0.0007669586976823,0.0004757860926904,0.00075429172386,0.0001558171661204,9.666184224340364e-05,0.0001532437133774
2808,2808,0.02,5180,100000.0,17.15,2.43,0.81,0.2,1.60729581042874,0.2,0.2,0.2,0.2,0.2,,1266.0,0.7578941115671924,5180.0,0.7059594083591947,0.0003567993352039,0.0004098039773582,2.8857108845828106e-06,3.717986105755481e-07,5813047835720.365,3580387334089.684,5696430958709.101,7.39651612691342,5.606550453120793,43002241975436.48,26486051183033.637,42139564202024.24,0.0011750347507703,0.0007237304177889,0.0011514621109285,0.0002379276291633,0.000146544995665,0.0002331545087879
2809,2809,0.02,5180,100000.0,17.15,2.43,0.81,0.3,1.60729581042874,0.3,0.3,0.3,0.3,0.3,,2575.1,1.541590147469729,5180.0,0.7322165856448919,0.0003724132797669,0.000428138806106,7.070436833798098e-07,-9.74545481990203e-07,11823996431092.822,7282666211701.692,11586792544843.447,7.093786893533265,10.9288130123356,83823995804614.05,51629090513829.42,82142383527269.33,0.0023900726593275,0.0014720996831346,0.0023421248671817,0.0004839553221632,0.0002980790034258,0.0004742465841864
2810,2810,0.02,5180,100000.0,17.15,2.43,0.81,0.4,1.60729581042874,0.4,0.4,0.4,0.4,0.4,,3744.4,2.241594558730012,5180.0,0.7325693483443502,0.0003587605507323,0.0004272571430429,7.245299411429282e-07,1.4587025448790182e-06,17193030265459.191,10589575303132.236,16848116968238.824,7.094591590723939,15.906370573212008,122001862296536.1,75143699973998.34,119554355141484.88,0.0034753555456433,0.0021405499023453,0.0034056356462566,0.0007037094902364,0.0004334305543193,0.0006895922138276
2811,2811,0.02,5180,100000.0,17.15,2.43,0.81,0.5,1.60729581042874,0.5,0.5,0.5,0.5,0.5,,4095.4,2.451721599140821,5180.0,0.7580384112969114,0.0003760162308107,0.0004320752329706,2.317786846762263e-07,1.5987780856275128e-06,18804704665410.1,11582241933673.688,18427459200866.707,6.862945071163956,16.82629235770932,129057662383630.5,79489526462551.75,126468607215518.66,0.0038011353225157,0.0023412050181778,0.0037248798808031,0.0007696752073268,0.000474060327999,0.0007542345776385
2812,2812,0.02,5180,100000.0,17.15,2.43,0.81,0.6,1.60729581042874,0.6,0.6,0.6,0.6,0.6,,2831.9,1.695324118915586,5180.0,0.7289331180290901,0.0003778470979905,0.0004448246868565,9.956400113310828e-08,-3.1234434120182637e-06,13003135992082.549,8008924874730.312,12742277118458.377,7.140192804898295,12.10250123505256,92826184472853.12,57173741649984.16,90963977237678.3,0.0026284209405265,0.0016189037678804,0.0025756915892089,0.0005322174194532,0.0003278047181863,0.0005215404845471
2813,2813,0.02,5180,100000.0,17.15,2.43,0.81,0.7,1.60729581042874,0.7,0.7,0.7,0.7,0.7,,805.4,0.4821547531249736,5180.0,0.6861087243061774,0.0003536529952636,0.0004105888480416,4.825206901760908e-06,-7.810037449643526e-07,3698126956468.548,2277759841134.1475,3623937989055.5366,7.693158502245123,3.716182542280513,28503120099291.54,17555714845221.797,27931312513152.08,0.0007475300065327,0.000460420599121,0.0007325336367628,0.0001513640699274,9.322854621537932e-05,0.0001483275208355
2814,2814,0.02,5190,100000.0,17.15,2.43,0.81,0.2,1.60834333459219,0.2,0.2,0.2,0.2,0.2,,1275.5,0.7551257131890681,5190.0,0.6799975541880485,0.0003546519795488,0.0003996583982785,-2.550310058326447e-07,-1.0097587778446972e-06,5791814220160.151,3541641537743.4854,5655089138388.057,7.740249494836607,5.851937191980782,44884358262492.61,27446375449005.367,43824790859179.45,0.0011712208154432,0.0007161908397208,0.0011435722660116,0.0002363938263053,0.0001445526673826,0.0002308133701644
2815,2815,0.02,5190,100000.0,17.15,2.43,0.81,0.3,1.60834333459219,0.3,0.3,0.3,0.3,0.3,,2556.1,1.5132707451843022,5190.0,0.7090503668088786,0.0003587788530999,0.0004367070813668,1.1727467954721714e-06,-2.2684432968552446e-06,11606786615563.598,7097444088299.586,11332789766078.96,7.357087290893384,11.135409902745014,85408593954054.28,52226575737710.98,83392386847175.6,0.0023471246776593,0.0014352453198043,0.0022917170279517,0.0004737328572474,0.0002896833187745,0.0004625496318912
2816,2816,0.02,5190,100000.0,17.15,2.43,0.81,0.4,1.60834333459219,0.4,0.4,0.4,0.4,0.4,,3770.5,2.2322238350289147,5190.0,0.7349712237390122,0.000366063392983,0.0004327270448654,1.5043467331176903e-06,1.6075095646991096e-07,17121156814671.78,10469431139209.572,16716984395368.225,7.0804763450550325,15.808451851517336,121250825701137.95,74143773343781.6,118388505117508.52,0.003462240756275,0.0021171286249842,0.0033805089996056,0.0006988027613362,0.0004273115110673,0.0006823063992199
2817,2817,0.02,5190,100000.0,17.15,2.43,0.81,0.5,1.60834333459219,0.5,0.5,0.5,0.5,0.5,,4109.2,2.4327421251560315,5190.0,0.7107987073917684,0.0003642011592063,0.0004297497827256,-9.615755053674202e-07,-1.1721085881451709e-07,18659132099946.77,11409888990118.016,18218653302598.36,7.337031659552639,17.839903153124386,136832057184464.05,83671554196707.22,133601916593547.0,0.0037732501566597,0.0023073080349517,0.0036841765233204,0.00076157546927,0.0004656964490858,0.0007435972565109
2818,2818,0.02,5190,100000.0,17.15,2.43,0.81,0.6,1.60834333459219,0.6,0.6,0.6,0.6,0.6,,2800.9,1.6581980478802518,5190.0,0.7029679533356102,0.0003703156621063,0.0004447132918537,2.362047121124258e-06,1.1739553539474562e-06,12718379027241.53,7777172703305.154,12418141252615.531,7.438809320448892,12.328377810884527,94558657809484.34,57821756278999.19,92326448741683.16,0.0025719109227558,0.0015727000572121,0.0025111968325143,0.0005191026798108,0.000317426551213,0.0005068484268863
2819,2819,0.02,5190,100000.0,17.15,2.43,0.81,0.7,1.60834333459219,0.7,0.7,0.7,0.7,0.7,,780.9,0.4623109913205357,5190.0,0.6800400100144544,0.0003656737963259,0.000426146701533,4.278572147722141e-06,-3.951716184879836e-06,3545925303428.5093,2168300961837.6223,3462218038547.42,7.941640449653785,3.6692218372727146,28142931491881.73,17209145766205.44,27478572369978.188,0.000717057102924,0.0004384738743535,0.0007001298177408,0.0001447275099661,8.849955151639022e-05,0.0001413109845247
2820,2820,0.02,5200,100000.0,17.15,2.43,0.81,0.2,1.6093916073593,0.2,0.2,0.2,0.2,0.2,,1287.2,0.7500376649651306,5200.0,0.7068306938522255,0.0003586361587603,0.0004320217760579,-1.4668681429766177e-06,-1.2593704726200444e-06,5752788890282.552,3492283319516.335,5596589398600.223,7.385808670200691,5.542446370677722,42510563663098.125,25806428015227.1,41356318554865.23,0.0011638931004161,0.0007065519937902,0.0011322911219453,0.0002341444597866,0.0001421395442914,0.0002277869788679
2821,2821,0.02,5200,100000.0,17.15,2.43,0.81,0.3,1.6093916073593,0.3,0.3,0.3,0.3,0.3,,2538.1,1.478923708396518,5200.0,0.7196830792508081,0.0003634883533541,0.0004365767189828,2.6495236065382205e-06,-1.985394194438445e-06,11343344843401.297,6886081644860.482,11035350802196.416,7.251246503975156,10.723323807788711,82247893605739.42,49929339035865.52,80014702119283.22,0.0022949635473634,0.0013931786944056,0.0022326507897837,0.0004616858711812,0.0002802706474256,0.0004491501950473
2822,2822,0.02,5200,100000.0,17.15,2.43,0.81,0.4,1.6093916073593,0.4,0.4,0.4,0.4,0.4,,3698.8,2.155251177107695,5200.0,0.6998861044289697,0.0003660084096206,0.0004370474516786,6.572188485928745e-07,-1.7595768708699798e-07,16530776528416.02,10035159681655.55,16081933551540.168,7.452588189132408,16.063450948893763,123206668778015.16,74793739598795.4,119861366281776.0,0.0033444746735699,0.0020302940604656,0.003253665632265,0.0006728197077834,0.0004084413816232,0.0006545513342425
2823,2823,0.02,5200,100000.0,17.15,2.43,0.81,0.5,1.6093916073593,0.5,0.5,0.5,0.5,0.5,,4113.1,2.396659353455624,5200.0,0.74087760638904,0.0003776706666821,0.0004179480176737,2.261494868976723e-06,-1.2491281412675692e-06,18382377241004.637,11159190896133.191,17883259676338.234,7.065264228834172,16.939484532637685,129925846365331.05,78872678050489.38,126398105030525.28,0.0037190869416731,0.0022577058776092,0.0036181064431895,0.0007481817724895,0.000454190614998,0.0007278671712104
2824,2824,0.02,5200,100000.0,17.15,2.43,0.81,0.6,1.6093916073593,0.6,0.6,0.6,0.6,0.6,,2786.8,1.6238385369210888,5200.0,0.7285602127495622,0.0003705463316774,0.0004397465669847,1.5373921157718238e-06,1.4874504185475387e-06,12454841578184.754,7560825943775.732,12116668222513.287,7.166882114414378,11.63428136564685,89234938074511.33,54170888537573.83,86812034638738.28,0.0025198394128649,0.0015296916534296,0.0024514208348643,0.0005069249382639,0.0003077334384956,0.0004931609328071
2825,2825,0.02,5200,100000.0,17.15,2.43,0.81,0.7,1.6093916073593,0.7,0.7,0.7,0.7,0.7,,761.8,0.443892707559382,5200.0,0.6701753467993512,0.0003455602807527,0.0004123832298969,7.130883998835476e-06,2.339533677202714e-06,3404657066980.46,2066828334996.5383,3312213955759.5166,7.831880511076068,3.475196072668316,26654753877365.984,16181013092445.78,25931025076263.1,0.0006888236201809,0.0004181567035964,0.0006701207090568,0.0001385730651533,8.412205161691123e-05,0.0001348105348831
2826,2826,0.02,5210,100000.0,17.15,2.43,0.81,0.2,1.61044060976595,0.2,0.2,0.2,0.2,0.2,,1271.0,0.7555168057489203,5210.0,0.6914018718937769,0.0003517197028532,0.0004260114290628,1.894467158553741e-06,2.8668508512908607e-06,5794813900094.22,3492114160567.968,5616928763003.044,7.557024471435203,5.708162474502535,43781606179434.44,26383999477382.21,42437629107595.45,0.0011729571281035,0.0007068562109859,0.0011369505119925,0.0002351987036297,0.0001417372046199,0.0002279787386126
2827,2827,0.02,5210,100000.0,17.15,2.43,0.81,0.3,1.61044060976595,0.3,0.3,0.3,0.3,0.3,,2548.1,1.5146596166237798,5210.0,0.720980380295714,0.0003729061073768,0.0004387666542485,1.0974070590720274e-06,4.823860215196542e-07,11617439259504.39,7000988271080.439,11260815248629.469,7.267613470464444,11.01187943689552,84461115280988.66,50898589976342.18,81868387139988.64,0.0023515437121326,0.0014171048868712,0.002279357670817,0.0004715262129967,0.0002841546586091,0.000457051631675
2828,2828,0.02,5210,100000.0,17.15,2.43,0.81,0.4,1.61044060976595,0.4,0.4,0.4,0.4,0.4,,3728.3,2.216202444432494,5210.0,0.7438726878173838,0.0003548011914433,0.000419869610099,1.6556299145612057e-06,-3.522666342717972e-07,16998272748797.229,10243626455425.3,16476471681435.287,7.053475045057672,15.637715717480628,119941279553076.44,72279912346646.6,116259406187679.31,0.0034407050044912,0.0020734634236184,0.0033350846529206,0.0006899223656512,0.000415766184095,0.0006687436122499
2829,2829,0.02,5210,100000.0,17.15,2.43,0.81,0.5,1.61044060976595,0.5,0.5,0.5,0.5,0.5,,4068.5,2.4184265335873194,5210.0,0.7250250047778536,0.0003521448662011,0.0004358902020008,-1.153546707999583e-07,-3.30711549419394e-07,18549331512614.74,11178337106428.62,17979917130037.676,7.208141198388548,17.434103245971368,133719571896600.42,80583090089849.53,129614742166311.16,0.0037546625300465,0.0022626628594779,0.0036394045303241,0.0007528764167722,0.000453704025961,0.0007297651440171
2830,2830,0.02,5210,100000.0,17.15,2.43,0.81,0.6,1.61044060976595,0.6,0.6,0.6,0.6,0.6,,2761.0,1.6412131397897476,5210.0,0.7191950511604773,0.0003699942323049,0.0004149411277413,2.288870962547929e-06,-1.0362606694261347e-06,12588104782187.363,7585937999471.408,12201683961173.41,7.273772705626515,11.939954088918023,91579447862001.28,55188292878687.73,88768206134738.66,0.0025480209525522,0.0015355074732747,0.0024698035905678,0.0005109233837306,0.0003078964767551,0.0004952394156645
2831,2831,0.02,5210,100000.0,17.15,2.43,0.81,0.7,1.61044060976595,0.7,0.7,0.7,0.7,0.7,,751.1,0.4464741721463525,5210.0,0.723500452585722,0.0003665700301799,0.0004177787447321,2.604779627795664e-06,-5.01434922788551e-07,3424456900362.5244,2063671869396.224,3319335321708.5654,7.250641021954235,3.235246717063062,24814342319873.688,14953804849367.63,24052609024982.84,0.0006931613681499,0.0004177180960436,0.0006718831861192,0.0001389911457877,8.375988543674389e-05,0.0001347244929755
2832,2832,0.02,5220,100000.0,17.15,2.43,0.81,0.2,1.61148790978604,0.2,0.2,0.2,0.2,0.2,,1295.5,0.7814290232361804,5220.0,0.6682851042758557,0.0003793633595979,0.0004161448421773,7.678427360069594e-07,-2.9436789056747616e-06,5993560608221.505,3585322779481.1123,5788325275289.076,7.835885255517764,6.125306970581277,46981104464358.4,28103899343270.12,45372347458873.33,0.0012137605875653,0.000726066484998,0.001172198221791,0.000242590436048,0.0001451165798263,0.0002342834992932
2833,2833,0.02,5220,100000.0,17.15,2.43,0.81,0.3,1.61148790978604,0.3,0.3,0.3,0.3,0.3,,2553.6,1.5402988450296489,5220.0,0.7448469638062306,0.0003454316492725,0.0004254800524565,1.4074325411579425e-06,-1.536903104467724e-06,11814092141377.406,7067140293078.323,11409546447686.75,7.02349155402202,10.824367826544902,83022901229599.4,49663950772230.586,80179977984358.56,0.0023924809235097,0.0014311720386654,0.0023105560626519,0.0004781774893803,0.0002860437655304,0.0004618034301777
2834,2834,0.02,5220,100000.0,17.15,2.43,0.81,0.4,1.61148790978604,0.4,0.4,0.4,0.4,0.4,,3728.7,2.2491041288620197,5220.0,0.7441763592984898,0.0003695632983001,0.0004244494537638,8.173514151647766e-07,-9.762350164870266e-07,17250628668371.684,10319253606986.66,16659921616341.477,7.031321302008195,15.811718340659606,121275879672859.22,72546721792763.6,117123073491640.31,0.003493438134199,0.0020897600174545,0.0033738135928925,0.0006982222762581,0.0004176736327276,0.0006743133028288
2835,2835,0.02,5220,100000.0,17.15,2.43,0.81,0.5,1.61148790978604,0.5,0.5,0.5,0.5,0.5,,4112.1,2.480366103010033,5220.0,0.7324233512558749,0.0003568676448733,0.0004063564440527,2.494994947142496e-06,1.6505321656597046e-06,19024408010086.95,11380320958320.557,18372962072185.42,7.150748650688222,17.73539070129626,136030446678942.34,81372841798245.22,131372405184408.5,0.00385264755857,0.0023046375862297,0.0037207227385774,0.0007700163119051,0.000460620523276,0.0007436489212225
2836,2836,0.02,5220,100000.0,17.15,2.43,0.81,0.6,1.61148790978604,0.6,0.6,0.6,0.6,0.6,,2765.0,1.667812620029362,5220.0,0.7438009550039169,0.0003495319985857,0.0004368973113931,3.2081030620433576e-06,4.001149608163115e-07,12792122795625.207,7652194122165.4,12354086751195.91,7.031874751028224,11.724590042272418,89927605624229.45,53794315937420.14,86848247078194.61,0.0025905426666292,0.0015496517414277,0.0025018356489789,0.0005177634547841,0.0003097239237514,0.000500033867654
2837,2837,0.02,5220,100000.0,17.15,2.43,0.81,0.7,1.61148790978604,0.7,0.7,0.7,0.7,0.7,,706.0,0.4258501662715116,5220.0,0.6843737702966791,0.0003711881569842,0.0003981832947292,2.166754414807538e-06,-6.588798628556115e-07,3266270775302.4937,1953869457594.493,3154425043885.8267,7.678927079650876,3.2630151482489547,25027326187069.49,14971241396127.418,24170324488385.43,0.0006614550172296,0.0003956796128202,0.0006388050517826,0.0001322028929755,7.908321525082438e-05,0.0001276759170211
2838,2838,0.02,5230,100000.0,17.15,2.43,0.81,0.2,1.61253830623567,0.2,0.2,0.2,0.2,0.2,,1283.7,0.7779281614331279,5230.0,0.6739207306849494,0.000347703181956,0.0004015713899676,1.649702337850716e-06,-3.1508141471118894e-06,5966708998192.09,3542817646082.6025,5741239124689.041,7.90264712270874,6.12306454662724,46963905072630.94,27885481204241.66,45189234020440.57,0.0012087377398684,0.0007177050859341,0.0011630619837037,0.0002408237323319,0.0001429924886163,0.000231723490225
2839,2839,0.02,5230,100000.0,17.15,2.43,0.81,0.3,1.61253830623567,0.3,0.3,0.3,0.3,0.3,,2563.7,1.5536141056836563,5230.0,0.7089061269128252,0.0003540205715983,0.0004212767030369,-4.971918346747888e-07,-7.799388931713132e-07,11916220190593.646,7075423852350.214,11465930313909.246,7.439128385453214,11.557526877980616,88646231154111.33,52634950369904.45,85296469245009.42,0.0024139915429622,0.001433341535257,0.0023227716815622,0.0004809533400168,0.0002855728309307,0.0004627790853703
2840,2840,0.02,5230,100000.0,17.15,2.43,0.81,0.4,1.61253830623567,0.4,0.4,0.4,0.4,0.4,,3738.1,2.2653059595335168,5230.0,0.733246752683408,0.0003387578126313,0.0004366112764188,9.500449568087114e-07,-2.412479387740447e-06,17374896709622.072,10316590046600.746,16718334480018.775,7.1585595012524,16.222718006568403,124428247110379.66,73881027157072.67,119726355138660.58,0.0035198119073008,0.0020899379775108,0.0033868053293474,0.0007012722550676,0.0004163902950042,0.0006747725939162
2841,2841,0.02,5230,100000.0,17.15,2.43,0.81,0.5,1.61253830623567,0.5,0.5,0.5,0.5,0.5,,4075.4,2.46971132593641,5230.0,0.7580792466739694,0.0003652556083385,0.000445018756773,2.962361201942828e-06,-6.910244159072902e-07,18942685869932.26,11247486978924.232,18226880056678.133,6.9153646000027695,17.077103362892977,130981382793389.16,77772043920580.69,126031861068996.66,0.0038374151165067,0.0022785193637269,0.0036924069551971,0.0007645501587177,0.0004539624430219,0.0007356593534807
