,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
127,127,0.02,4176,2,100000.0,4.4693171924677,,3755.25,2.177732610985523,4176.0,0.1650805918175137,0.0146066466622186,0.0073798069104222,93206955750.1804,296607181616.22815,2939939024830.456,4007028004213.361,2243064589315.088,1267440379593.574,25.42754114406292,55.36234270936118,2369508267960.6587,7540351077014.992,74739162657637.6,101866710585224.56,57023212990642.0,32220883456848.21,1.6673328991292082e-05,5.30585843134108e-05,0.0005259110779963,0.0007167973211209,0.000401250674323,0.0002267261091806,4.886530630817676e-06,1.5550127848536616e-05,0.0001541312231682,0.0002100751486145,0.0001175964147135,6.64476828770067e-05
128,128,0.02,4216,2,100000.0,4.51798023073832,,3756.45,2.174068943637784,4216.0,0.1692051107111638,0.0144760750906772,0.0072247760359373,93050150787.69716,240017211377.6114,2826289626729.12,4000286856293.5234,2239291011946.917,1265308125197.1904,24.982590373298336,54.31997487359303,2324894924589.782,5996925226044.671,70615967335670.95,99948753767411.16,55949574119800.82,31614225376431.145,1.6775175808933622e-05,4.327054694640823e-05,0.0005095263680283,0.00072117578244,0.0004037016608224,0.0002281110355326,4.839173830731496e-06,1.2482354927868154e-05,0.0001469842518679,0.0002080392487977,0.000116456753403,6.5803718913218e-05
129,129,0.02,4256,2,100000.0,4.6141951946457,,3787.55,2.187608754259272,4256.0,0.1668339114727132,0.0145239053895848,0.0073195967987206,93629654682.29684,208522866455.99377,2712634855281.497,4025200107837.061,2253237016887.0503,1273188294978.896,25.66705790061247,56.14137083402096,2402850671696.096,5351395467898.877,69615299834185.98,103300122334598.52,57825611959041.59,32674277825400.188,1.700749298541932e-05,3.787743531238716e-05,0.0004927404509793,0.0007311632498404,0.000409292471378,0.0002312701148951,4.829731337520019e-06,1.0756308203093648e-05,0.0001399267957598,0.0002076333098372,0.0001162295158327,6.567531865506193e-05
130,130,0.02,4296,2,100000.0,4.6822403967796,,3782.45,2.184655013892819,4296.0,0.1664922373606259,0.0147988231612122,0.0072908003685003,93503234594.61266,166208553456.96567,2599739466532.4546,4019765225562.788,2250194664309.6045,1271469218085.621,25.8825124979164,56.54848735102148,2420275258623.72,4302208917665.714,67292699947715.55,104049216725879.52,58244941971552.125,32911219638294.508,1.7109019476367982e-05,3.041248134958123e-05,0.0004756947003942,0.0007355279401054,0.0004117357490807,0.0002326506854028,4.782715434419866e-06,8.501611921744475e-06,0.0001329773683868,0.0002056120654049,0.0001150980583516,6.503599025309261e-05
131,131,0.02,4336,2,100000.0,4.77464856910558,,3822.2,2.1844713304561205,4336.0,0.1724005213709006,0.0144298753585428,0.0072097914588886,93495372943.52193,134912949368.96996,2490297316719.977,3949524165464.665,2250005470369.804,1271362314325.462,25.3047610678448,55.29805023530631,2366756550071.11,3415207582532.518,63039777268249.19,99978874825433.8,56956991742365.5,32183465236948.28,1.7228418835316254e-05,2.48604473661012e-05,0.0004588877914078,0.0007277799358469,0.0004146091448685,0.0002342742935082,4.741514953171897e-06,6.841961764203188e-06,0.0001262926880049,0.0002002957718535,0.000114106551443,6.447574071836552e-05
132,132,0.02,4376,2,100000.0,4.83501779085518,,3844.55,2.196951283341293,4376.0,0.176532264022353,0.0145952549109432,0.0074635269051039,94029514927.00735,104179429856.0441,2394676898842.0093,3875422063814.04,2262859821841.532,1278625646904.6323,24.88741753403723,54.677008907243895,2340175981230.0386,2592783762381.506,59597939708895.85,96450243712378.22,56317319174461.21,31822019184015.945,1.7445418374005494e-05,1.932854531063879e-05,0.0004442875240108,0.0007190121030781,0.0004198313300285,0.0002372250816277,4.726863731451996e-06,5.237099956669477e-06,0.000120380408114,0.0001948174678102,0.0001137539636306,6.4276511488436e-05
133,133,0.02,4416,2,100000.0,4.85986029179908,,3844.65,2.1499762148584187,4416.0,0.17398548031897,0.0142462966660824,0.0073286956543314,92018981995.94034,79291122803.97849,2257475025601.34,3685059232267.329,2214475501304.172,1251286157047.5996,25.53294750569208,54.89132774236667,2349348827373.294,2024392167138.483,57635894129485.016,94083735750416.48,56538067574637.67,31946752746057.4,1.7185096732815296e-05,1.4808092698743644e-05,0.0004215969992863,0.0006882069112159,0.0004135665802522,0.00023368519389,4.584573005023073e-06,3.950445150122685e-06,0.0001124720012914,0.0001835971525842,0.0001103296774572,6.234162357297733e-05
134,134,0.02,4456,2,100000.0,4.93811886690595,,3866.6,2.059043211299733,4456.0,0.1753680467760659,0.0142762548260803,0.0071623973585674,88127049443.62854,56253060532.7087,2067279384144.932,3426247903602.756,2120814507638.7249,1198363148976.4448,25.486558238112032,52.46562919766099,2245528929659.8896,1433360989680.0977,52675491714451.61,87302806984907.86,54039598073590.8,30534996193038.688,1.656266293568462e-05,1.057224185520803e-05,0.0003885260183977,0.0006439315683405,0.0003985874491531,0.0002252212576767,4.350831511266161e-06,2.7772130113969977e-06,0.0001020615616193,0.0001691538232417,0.0001047045901075,5.916317615787162e-05
135,135,0.02,4496,2,100000.0,5.04311620735308,,3873.8,2.043717540544616,4496.0,0.1736159717184819,0.0143343676879694,0.0070939543533465,87471110735.30957,41037848214.13589,1954611455776.8704,3298560110439.01,2105029066760.9543,1189443608596.9666,26.03371778437087,53.17561242644496,2275916211851.8447,1067766297523.0148,50857155724651.95,85825438456282.16,54770880799238.31,30948206432190.97,1.6539574019145044e-05,7.759687997767115e-06,0.0003695899203716,0.0006237119735256,0.0003980318046662,0.0002249072915687,4.278546141154991e-06,2.007317909214771e-06,9.560751236917368e-05,0.0001613451745752,0.0001029650122754,5.818023023720104e-05
136,136,0.02,4536,2,100000.0,5.1439527597377,,3875.35,2.1204991923889107,4536.0,0.1720474228386137,0.0141143742029101,0.0073519371142859,90757365434.2454,30535188370.40031,1935167562974.12,3337665728820.145,2184114168160.5776,1234130529970.3462,26.52276378985283,56.23862480760031,2407013141765.294,809836197229.4446,51323368999416.055,88519595447162.88,57925783551828.336,32730879638023.383,1.72615304949938e-05,5.8076177366334265e-06,0.0003680577740591,0.0006348048831569,0.0004154059908841,0.0002347245501888,4.397423364303154e-06,1.4795069263076035e-06,9.376375145474438e-05,0.0001617183265283,0.0001058258426455,5.979673827159896e-05
137,137,0.02,4576,2,100000.0,5.16882861700551,,3890.05,2.1497632793160717,4576.0,0.1827530194564132,0.0145703009861231,0.0072832931930252,92009868354.72786,20435649733.178577,1864704668478.7605,3276239237677.6924,2214256177695.5537,1251162228561.9536,25.17337630119337,54.13920266716072,2317157874154.479,514647260554.0299,46960344393495.21,82508144864752.95,55763378747175.56,31509015952287.543,1.7597134579633615e-05,3.908372927897129e-06,0.0003566297788404,0.0006265895583962,0.0004234824443229,0.0002392881384426,4.415649897382081e-06,9.807282225353753e-07,8.948912899507518e-05,0.0001572301505515,0.0001062644718294,6.004458505318625e-05
138,138,0.02,4616,2,100000.0,5.25364767820562,,3877.45,2.124969205631324,4616.0,0.1839313676866822,0.0140270707233951,0.0074452802716468,90948682001.02066,12711565788.086578,1758199520739.3577,3132204609100.572,2188718281800.264,1236732077677.431,25.23530849143865,53.61288375256423,2294631424609.75,320712270607.8393,44359300016871.65,79025390651279.7,55221270265141.17,31202698343992.387,1.7487305264733844e-05,2.4441369180756505e-06,0.0003380606629915,0.0006022497186966,0.0004208393556699,0.0002377946650484,4.3224464403826745e-06,6.041325842609617e-07,8.356056506478096e-05,0.000148861823671,0.000104021491439,5.8777192250063474e-05
139,139,0.02,4656,2,100000.0,5.3293036223888,,3939.2,2.1550226741883063,4656.0,0.1813292250727499,0.0143281881785284,0.0073562900548495,92234970455.2595,6727980788.815893,1696433849121.0352,3090302514786.032,2219673354413.956,1254223196377.5942,25.742561455577164,55.47455502933116,2374310955255.374,173191560801.57187,43669569719089.5,79550511912060.88,57138791680211.086,32286191027070.74,1.782528312285516e-05,1.3002461193820984e-06,0.0003278519363156,0.0005972302803311,0.0004289729349658,0.0002423905321845,4.340456942486728e-06,3.166099666926066e-07,7.983195572723253e-05,0.0001454255900823,0.0001044549217467,5.902210141418869e-05
140,140,0.02,4696,2,100000.0,5.35604891573161,,3925.95,2.1121954831928336,4696.0,0.1801986185292662,0.0145802738339401,0.0074270048115111,90401966680.65327,3311922517.6463637,1584569051491.2642,2944400503570.81,2175561347688.6184,1229297771218.2292,26.17313819884229,55.30324201797441,2366978758369.304,86715483484.18387,41488492161884.39,77092719373056.31,56962339278513.625,32186486854461.105,1.7556108727052304e-05,6.431770673835983e-07,0.0003077241300708,0.0005718041019978,0.0004224951399266,0.0002387302635313,4.211806717716006e-06,1.543017040509042e-07,7.382470559884457e-05,0.0001371789384227,0.0001013588999823,5.727269882501673e-05
141,141,0.02,4736,2,100000.0,5.48516515738505,,3971.65,2.1136925856787085,4736.0,0.1838435295612726,0.0142836486935604,0.0073373481559431,90466042667.04872,1263565427.7187316,1519322230585.8552,2853484990666.256,2177103363249.0696,1230169084865.0078,25.866466133199708,54.68229065498964,2340402040033.5576,32689073353.552807,39305630522806.56,73821092384236.02,56322759374639.336,31825093161203.977,1.7649829246428824e-05,2.465202785868027e-07,0.0002964181603348,0.0005567119038008,0.0004247505636406,0.0002400046874163,4.172195217056281e-06,5.8274259363463673e-08,7.006948415934709e-05,0.0001315996154911,0.0001004056325599,5.673405645623262e-05
142,142,0.02,4776,2,100000.0,5.52251087964269,,3958.2,2.069597860884776,4776.0,0.1912359781452778,0.0146212148348879,0.0073426161017075,88578788445.86842,309197920.4161856,1413121419412.125,2711173197759.056,2131685796711.319,1204505955034.9397,25.113337127280552,51.96528009091583,2224113987891.198,7763612845.582823,35481893246077.33,68074516919099.75,53524238493643.305,30243793012913.02,1.735682502147828e-05,6.058667425721624e-08,0.0002768981337538,0.0005312486163115,0.0004176992937411,0.0002360203776284,4.043452805617109e-06,1.4114295541102712e-08,6.450629849708788e-05,0.0001237598872746,9.730739228470974e-05,5.498340030068126e-05
143,143,0.02,4816,2,100000.0,5.58384346440811,,3979.2,2.0312917643009705,4816.0,0.1899530077168037,0.0145993765289707,0.0073220278851806,86939287512.08154,21271687.35575977,1315870804914.1687,2579740540662.232,2092230517229.9995,1182211806823.1646,25.502877623479502,51.78052296712674,2216206382993.0254,542245636.5117514,33543422778104.707,65761264168250.96,53333938656140.55,30136264366867.77,1.7106063536139703e-05,4.185390125010631e-09,0.0002589090644558,0.0005075864647405,0.000411664613136,0.0002326104901409,3.927637963686966e-06,9.609865597133155e-10,5.944681945972935e-05,0.0001165443975205,9.452025940648538e-05,5.340853492677137e-05
144,144,0.02,4856,2,100000.0,5.66961940354871,,4029.25,2.043984988456053,4856.0,0.1959587007245772,0.0141023119127273,0.0071851226487822,87482557505.91907,230970.30369553404,1254597985914.3257,2514101535800.945,2105304538109.7344,1189599263281.4229,24.867873746597528,50.825698297820345,2175339887146.711,5743303.907653699,31196813615202.125,62515608906319.02,52350469246754.95,29580556409331.445,1.7279963329250674e-05,4.562233308890948e-11,0.0002478140535395,0.0004965970769854,0.0004158495847926,0.0002349752022808,3.910974617225628e-06,1.0325704012768596e-11,5.608776215077312e-05,0.0001123948312893,9.411924896594382e-05,5.3181944561339136e-05
145,145,0.02,4896,2,100000.0,5.69197928332433,,4041.45,2.0886209092635264,4896.0,0.1971719336222576,0.0141752461947773,0.0071674493545528,89392974916.47891,236014.1627467785,1210564679009.14,2493813365660.6504,2151279536541.432,1215577369191.3723,24.95232025917526,52.14605415428382,2231851117803.347,5892504.119434073,30223852987822.902,62262388660214.88,53710435778912.34,30349003517793.188,1.772212500443951e-05,4.6789722558450106e-11,0.000239994010574,0.0004943975994228,0.0004264903914619,0.000240987774593,3.954223607087329e-06,1.0439889429926823e-11,5.354831781934149e-05,0.0001103117520294,9.516005409579316e-05,5.377004998422488e-05
146,146,0.02,4936,2,100000.0,5.77981050647594,,4038.6,2.048862394843579,4936.0,0.2028616230017633,0.0144587458957439,0.0072809731880895,87691310499.30515,231521.4506173244,1124415682290.1558,2343898579701.0537,2110328266688.8865,1192437913798.9631,24.37793990862656,49.95446655035496,2138051168355.1929,5644854.720190111,27415011242834.8,57147909733606.086,51453100546865.61,29073499532306.586,1.7444554905248193e-05,4.6056885614323504e-11,0.0002236815825233,0.0004662750189626,0.0004198105502898,0.0002372133400666,3.837700831831005e-06,1.0132247523292136e-11,4.920864991843119e-05,0.0001025777979348,9.235588450434426e-05,5.21855580403188e-05
147,147,0.02,4976,2,100000.0,5.84309365791407,,4056.75,2.038425584395033,4976.0,0.1946454365344834,0.0141779220834134,0.0074184459024772,87244615012.10744,230342.0910366388,1060796674119.1754,2270806101016.067,2099578351926.884,1186363690117.9092,25.680818083445324,52.34215512043435,2240244239154.5903,5914663.528609081,27238857524674.027,58309160804163.88,53912419774047.38,30463134280092.79,1.741106438336294e-05,4.596846437663579e-11,0.0002116990164742,0.000453175834651,0.0004190045867958,0.0002367579315681,3.77722541067609e-06,9.972581107626128e-12,4.5926824853173775e-05,9.831376419376162e-05,9.090051806066296e-05,5.136320535078236e-05
148,148,0.02,5016,2,100000.0,5.87732309837458,,4052.3,1.9666556873443195,5016.0,0.2012670839059865,0.0138315749518797,0.0075008517825352,84172863418.33688,222232.0926699081,969167922723.2804,2123988142331.8655,2025655357964.6487,1144593610034.394,24.988541627490992,49.15050054881131,2103641423489.1245,5554006.562015679,24221366670454.22,53082540592716.22,50625015565275.664,28605591319408.188,1.6848116600952193e-05,4.4482177007186856e-11,0.0001939895294613,0.0004251393908651,0.0004054570116583,0.0002291028939661,3.604882954213371e-06,9.517564809021283e-12,4.150668971580255e-05,9.096433622781404e-05,8.675302436541524e-05,4.9019670078322e-05
149,149,0.02,5056,2,100000.0,5.97462265476542,,4079.65,1.9604719785864155,5056.0,0.2031225844871186,0.0141473237585055,0.0073216335154855,83908200683.49861,221533.33358026497,910443186855.5312,2046732745644.2185,2019286137944.0083,1140994691537.294,25.00695045302928,49.031330893719954,2098540962251.2136,5540540.390990354,22770150067043.543,51188709453043.63,50502270820531.55,28536234580145.01,1.68409839549247e-05,4.4463345488469415e-11,0.0001827325455295,0.0004107940946013,0.000405285361532,0.0002290059033122,3.5543900129071723e-06,9.384254006039964e-12,3.85667925699554e-05,8.670054143633383e-05,8.553789049753242e-05,4.833306045588725e-05
150,150,0.02,5096,2,100000.0,5.98670584712395,,4104.05,1.8943681393408236,5096.0,0.2093056618295576,0.0142980882668113,0.0073917594652913,81078956363.78723,214063.59974551303,835037475821.4352,1901945611898.1863,1951199183521.0483,1102522257096.3591,24.40959928132387,46.2306201805883,1978670543729.18,5224060.080406478,20378457375603.32,46415542661310.65,47617538786005.95,26906220945102.395,1.631409805297256e-05,4.307226822396961e-11,0.0001680199631249,0.0003826951973173,0.000392605630714,0.0002218412398791,3.396976047566121e-06,8.968651714368498e-12,3.498567854596137e-05,7.96860736391679e-05,8.174965721946507e-05,4.619252475895987e-05
151,151,0.02,5136,2,100000.0,6.05619589798946,,4101.85,1.856050515442482,5136.0,0.2130586619016412,0.0138748408348767,0.0073046218108456,79438962060.93826,209733.7082450005,771745804320.9841,1799255369669.9426,1911732030905.757,1080221399987.5248,24.1893879518565,44.889112642546,1921254021100.9685,5072469.728607697,18664893036770.625,43515505795684.08,46235786021822.375,26125463557961.773,1.602093485738624e-05,4.229826259076273e-11,0.0001556426334976,0.0003628666881015,0.0003855505351192,0.0002178547683877,3.291540582977335e-06,8.690282380290628e-12,3.19771629533172e-05,7.455185610136047e-05,7.921230842211811e-05,4.475879951618712e-05
152,152,0.02,5176,2,100000.0,6.07823469786764,,4119.7,1.776290343533338,5176.0,0.2080235945126332,0.0143692336003377,0.0072584036256192,76025226703.22687,200720.80881926717,695950556596.3618,1670068180990.045,1829579053839.3384,1033800979936.403,25.024940130832967,44.45028693644705,1902472280879.934,5022882.423818517,17415622421699.951,41792159777647.52,45783795544540.45,25870066997012.19,1.5364243096858782e-05,4.056447359684679e-11,0.0001406474403118,0.0003375107794314,0.0003697469717234,0.0002089249879058,3.115190475893429e-06,8.224685134952278e-12,2.851709412278144e-05,6.843229171577107e-05,7.496836892921102e-05,4.236076768621439e-05
153,153,0.02,5216,2,100000.0,6.14920264259965,,4136.5,1.701867654606613,5216.0,0.2137097253157207,0.0143275228491441,0.0073378622340126,72839935617.16302,192311.0449705473,629691032204.4468,1542232468604.5125,1752923684244.8113,990486974981.0486,24.473979499214003,41.65632663173797,1782890779838.3845,4707164.90938639,15412840853743.049,37748963193680.94,42906016430690.1,24243982099671.49,1.4748079763245955e-05,3.893768722539236e-11,0.0001274950820653,0.0003122595766694,0.0003549187419659,0.0002005463182758,2.951485047950046e-06,7.792472206036335e-12,2.5515174479941985e-05,6.24914894965498e-05,7.102872895767634e-05,4.013467985763848e-05
154,154,0.02,5256,2,100000.0,6.21171128479502,,4165.8,1.6845376685895117,5256.0,0.2112023429501732,0.0137737103006721,0.0072718497390845,72098212215.63109,190352.7565506148,581165495663.3816,1477339535353.0017,1735073798647.1968,980400923119.0956,25.10431941014636,42.28361374797259,1809738668413.226,4778048.353520902,14587846743050.54,37082729256971.95,43552122160411.766,24609063201320.05,1.4622055443575935e-05,3.860495946551591e-11,0.000117864699253,0.0002996154818694,0.0003518859137121,0.0001988326230878,2.888679789142425e-06,7.626654583483507e-12,2.3284918861077964e-05,5.919093867004456e-05,6.951729399104434e-05,3.928064573086195e-05
155,155,0.02,5296,2,100000.0,6.20937265815489,,4191.1,1.6036119678479883,5296.0,0.2208580509576677,0.014826603942966,0.0073881767165961,68634592223.89391,181208.1523668227,521815334337.73566,1359542226341.5244,1651720326883.4282,933302165287.5292,24.041351653099063,38.53419714584549,1649263637842.187,4354364.27748054,12539027751258.12,32669292340247.8,39690223060220.86,22426902738882.074,1.3939931680579663e-05,3.6804025231436956e-11,0.0001059825646929,0.0002761278990372,0.0003354703184811,0.0001895570149087,2.7191191730395326e-06,7.178982863398767e-12,2.0672929413716447e-05,5.3861430722030747e-05,6.543674645398875e-05,3.697493828759364e-05
156,156,0.02,5336,2,100000.0,6.29748096597792,,4188.7,1.5574231867620607,5336.0,0.2237331994282612,0.0146066573340849,0.007262632777301,66657712393.4162,175988.8201041129,474702587325.07605,1272414743584.6035,1604145882364.9226,906420294695.5192,23.932782197519863,37.27271234501256,1595272088366.5376,4211816.494986419,11360722722759.828,30451805985875.258,38390893715362.94,21692718584797.31,1.3555079249700276e-05,3.5787942878881567e-11,9.653243353524868e-05,0.0002587499940888,0.0003262086828782,0.0001843237411991,2.6110175873078173e-06,6.8935744711631625e-12,1.859434954699586e-05,4.984115347734781e-05,6.28352363300713e-05,3.550495878068106e-05
157,157,0.02,5376,2,100000.0,6.33136271650017,,4196.0,1.4604906640989577,5376.0,0.2205000275110706,0.0143083819704506,0.0073186515663233,62509000423.43539,165035.44504318223,418868722463.5811,1146193073184.862,1504305384021.9265,850005566505.5934,24.470117830834937,35.737881379952,1529581323061.9453,4038380.595934576,10249624379770.234,28047089306986.33,36810017821350.56,20799446963132.06,1.2724227545007629e-05,3.359433907910892e-11,8.526421635299502e-05,0.0002333171443299,0.0003062138871812,0.0001730257110091,2.4208590071428445e-06,6.391520275867789e-12,1.6222017832910463e-05,4.438995674779683e-05,5.825899012516657e-05,3.291915752703588e-05
158,158,0.02,5416,2,100000.0,6.36614235030186,,4214.55,1.4178615304785347,5416.0,0.2263380398279878,0.0147761612305145,0.0072699469119569,60684473504.481285,160218.35294407443,381404751698.72577,1075873329327.1124,1460397376392.8904,825195410738.5071,24.01433983011736,34.0579089696359,1457678503900.4165,3848543.713568857,9161577512832.06,25843141326159.723,35079646238724.98,19821703020328.094,1.236312046901396e-05,3.2640948901835906e-11,7.770278986366248e-05,0.0002191854161655,0.0002975236935299,0.0001681153297421,2.3235817548902e-06,6.134690147256836e-12,1.4603819908071584e-05,4.119471578529635e-05,5.591797213871277e-05,3.159636872303964e-05
159,159,0.02,5456,2,100000.0,6.40184070985492,,4193.9,1.28723072307354,5456.0,0.2218393092292444,0.0137244773479164,0.0074825918229779,55093474947.54751,145457.07170731,320005557756.08203,942252889289.831,1325847644765.746,749168280828.8003,24.710097364352578,31.806653281480447,1361324760447.3635,3594151.8208072907,7907134005776.039,23282470202043.688,32760852879924.867,18511472209821.617,1.1231555246006396e-05,2.965340520557763e-11,6.523749145227078e-05,0.0001920910850484,0.0002702921005463,0.0001527281577844,2.085660575799364e-06,5.506533763208602e-12,1.2114374279058927e-05,3.567064349264332e-05,5.019229890358283e-05,2.836108539988855e-05
160,160,0.02,5496,2,100000.0,6.43847955608377,,4240.7,1.2521787796690411,5496.0,0.2325299158588677,0.0140610727822261,0.0072912922828654,53593251769.83495,141496.20210260162,293510705954.4232,880031246351.402,1289744143059.1118,728768049767.3817,23.71434811978083,29.699034976943928,1271118697013.2004,3355990.952394664,6961453798595.656,20872481781796.19,30590006026252.24,17284838356581.363,1.093077973308429e-05,2.885930163174123e-11,5.986389648212517e-05,0.0001794895326263,0.0002630538113335,0.0001486381730059,2.0058180452726324e-06,5.2957345587805475e-12,1.0985134341399652e-05,3.293665706115902e-05,4.827085482782269e-05,2.727537622309981e-05
161,161,0.02,5536,2,100000.0,6.47608160855513,,4264.2,1.1214698661786102,5536.0,0.239722046321367,0.0139789442688013,0.0073496866735537,47998910272.4445,126726.09487818294,244256136853.70123,755646395831.1475,1155113962163.9685,652695462115.9509,23.12840376645952,25.93949908578756,1110210560871.7075,2931163.3966939948,5649622900884.53,17478034484003.66,26717684058361.188,15096788467928.363,9.792645363810503e-06,2.585441416146231e-11,4.983266729527868e-05,0.0001541655244423,0.0002356641290823,0.0001331616729377,1.776103402367767e-06,4.689244964195272e-12,9.038208435413542e-06,2.796117926437853e-05,4.274267533735513e-05,2.4151686452757948e-05
162,162,0.02,5576,2,100000.0,6.51467058819009,,4290.15,1.0546994377622625,5576.0,0.2319046208001055,0.0140091809320215,0.0073076977590389,45141135936.22484,119181.03646713564,213471166203.08197,688507792971.2048,1058918235513.3112,613835072777.6366,24.137042752465263,25.45280519753984,1089380062454.7048,2876166.9873220017,5151647771982.063,16615591232954.01,25554616418330.0,14813532624968.184,9.210255475940607e-06,2.431679599956281e-11,4.355503991426119e-05,0.0001404779152965,0.0002160536564916,0.0001252422590419,1.651377696361384e-06,4.359945787122347e-12,7.809318825783743e-06,2.5187368228614763e-05,3.873792540062686e-05,2.2455649983231904e-05
163,163,0.02,5616,2,100000.0,6.61780373571361,,4286.6,0.930221063660919,5616.0,0.2451674764060499,0.0142867838537854,0.0071696775068821,39813461524.68733,105114.98019368383,176369913670.1102,583062562702.664,911430598174.968,541388659050.6548,23.017579920265725,21.40916961568708,916312459551.4069,2419236.16657264,4059178559134.271,13419267515112.66,20976704389450.195,12460136716329.88,8.122401257694788e-06,2.1444657526156798e-11,3.5981478468666644e-05,0.0001189514277645,0.0001859422605674,0.0001104494750461,1.439958187506233e-06,3.801758766079539e-12,6.378880195121068e-06,2.1087985792731465e-05,3.296427645136932e-05,1.958073983945391e-05
164,164,0.02,5656,2,100000.0,6.65949546873268,,4324.75,0.897353050546841,5656.0,0.2329921368711893,0.0141132827696381,0.0074088561651046,38406710563.4048,101400.89471179308,155959960185.04095,540744948259.5265,854100633510.4833,522259475418.2616,24.36768871254815,21.857753658613998,935511856588.6788,2469926.1634233803,3798877585867.1104,13171482354680.79,20804209932268.79,12721212629313.34,7.833580391970862e-06,2.068211645543709e-11,3.181019327393776e-05,0.000110292419257,0.0001742056499316,0.0001065220511244,1.3733289815256882e-06,3.625845208233709e-12,5.576742453017864e-06,1.9335701968864008e-05,3.054052627607827e-05,1.8674707178690428e-05
165,165,0.02,5696,2,100000.0,6.5091839297979,,4333.25,0.962295767164804,5696.0,0.2410090442410364,0.0139329385723229,0.0071367602522858,41186258834.65361,108739.42168962285,155506995973.83228,554667280193.793,888968829706.8457,560056136489.9159,23.72215870043646,22.824179684994007,976874890517.7437,2579132.304404323,3688387437095.032,13155857170430.55,21084977192997.465,13283672576666.514,8.396997468294108e-06,2.2169642848533504e-11,3.170455118869924e-05,0.0001130847976804,0.0001812417350749,0.0001141834702463,1.456029117382148e-06,3.844189024864083e-12,5.497530499274653e-06,1.9608765963996968e-05,3.142709576256142e-05,1.97992744466451e-05
166,166,0.02,5736,2,100000.0,6.54984666055737,,4333.5,1.532331891269594,5736.0,0.2470020486095109,0.0142758151314095,0.007316489339117,65583804946.33862,173153.50371346407,229236850933.9313,853202397058.9098,1376340504738.3494,891817160718.9036,23.30877007790232,35.71608428552754,1528648407420.5786,4035917.524264612,5343126209114.921,19886715730181.742,32080186905260.84,20786761054177.027,1.3363414723878356e-05,3.528191270556669e-11,4.670950567037855e-05,0.0001738492831367,0.0002804443716118,0.0001817174618994,2.292384988802241e-06,6.052324853613395e-12,8.01263538142092e-06,2.9822429013203e-05,4.81079485266863e-05,3.117215101595571e-05
167,167,0.02,5776,2,100000.0,6.59156613541509,,4351.3,1.243129106874673,5776.0,0.2496304956469885,0.0145013815682896,0.0073552053554342,53205925774.236,140473.58907683805,171800442570.07983,664825446356.5752,1082019574623.7156,723501140201.0598,23.20787072818777,28.85451610052573,1234973289102.501,3260560.319359407,3987694125092.6553,15431395210561.156,25114970813897.586,16793328370505.973,1.083288889023607e-05,2.8600851509268133e-11,3.497909450071554e-05,0.0001353604901517,0.0002203024880854,0.0001473070405167,1.8386522443309127e-06,4.854385598350308e-12,5.936956545947013e-06,2.2974561221218977e-05,3.739165685667353e-05,2.5002233789733445e-05
168,168,0.02,5816,2,100000.0,6.44331800086203,,4360.85,0.8938674448933883,5816.0,0.2543948209106929,0.0141691225719104,0.0072701388380159,38257526641.43702,101007.02127295289,114772579924.31104,458196452252.3507,756033084890.8276,520230852927.952,22.950946709451728,20.5113232755861,877884636195.0852,2317779.53014123,2633653908585.256,10514104311065.434,17348477226490.725,11937590146391.111,7.782331585994247e-06,2.0546810028442757e-11,2.334699475798274e-05,9.32061488546881e-05,0.0001537919639119,0.0001058251631552,1.3072640414031418e-06,3.4514214177232484e-12,3.921792124209425e-06,1.5656624944468466e-05,2.583373659389666e-05,1.7776347478893187e-05
169,169,0.02,5856,2,100000.0,6.48400425509237,,4373.1,1.1284200721125446,5856.0,0.2549736676375232,0.0142620349222189,0.0074015892015679,48296379086.41691,127511.46814871754,132250832451.5902,553602887378.4146,927335615262.0892,656740481969.5009,23.063841361910768,26.023524907477203,1113806866040.0244,2940658.314544924,3049957119156.329,12767141319608.318,21386132768964.77,15145691496151.734,9.814060412124264e-06,2.591095389182341e-11,2.687401589488233e-05,0.0001124948139762,0.0001884391319318,0.0001334528775666,1.631734758232328e-06,4.308084758884417e-12,4.468208263196934e-06,1.870395028945748e-05,3.133083234381605e-05,2.2188542740448943e-05
