,Simulation Number,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
246,246,500000.0,1380,17.15,2.43,0.81,,0.00414,5083.0,1.0166,1380.0,0.0013717876265673,0.0118561140524316,0.0009479754242569,8.416372572241334e-05,-1.1921234007828151e-05,563558691677.8519,10275774136597.092,9708079390904.27,9095048229707.893,8589573309090.908,3.0179598647931507,3.068057998548717,1700797512939.0947,31011873923929.52,29298593965974.62,27448490525616.41,25922987502534.85,3.398553310059709e-05,0.0006196828603846,0.0005854479016205,0.0005484789201671,0.0005179961418871,2.2229533669319416e-05,0.0004053272010901,0.0003829345210558,0.0003587535492433,0.0003388151259118
247,247,500000.0,1385,17.15,2.43,0.81,,0.004155,4968.0,0.9936,1385.0,0.0015212018431611,0.0120017359327029,0.0009815811582544,4.073496361758785e-05,-9.00791080617461e-06,384763931275.16656,10012671478964.049,9470325027207.637,8876309853076.445,8384816693706.294,2.731392956614868,2.713912041692532,1050941491844.4368,27348540354540.97,25867179076168.44,24244690213424.15,22902229259696.133,2.328649107552759e-05,0.0006059819179629,0.0005731582960428,0.0005372076054329,0.0005074617011548,1.5227862765223022e-05,0.0003962730775975,0.0003748085465766,0.0003512991143849,0.0003318472121338
248,248,500000.0,1390,17.15,2.43,0.81,,0.00417,5173.0,1.0346,1390.0,0.0013868081900909,0.0121676851508893,0.0009941664474823,-2.525118854812935e-05,6.526018711680787e-06,242613700000.0,10393952709430.662,9842247333890.217,9229079533623.367,8719956078321.679,3.006904653286257,3.1109435542899613,729516263480.996,31253624768024.36,29594699307068.742,27750962195201.062,26220076508357.234,1.4735273406749975e-05,0.0006312823016601,0.0005977741792888,0.0005605331035328,0.0005296112169631,9.63425646483258e-06,0.0004127467083927,0.0003908383368499,0.0003664892755902,0.0003462718437607
249,249,500000.0,1395,17.15,2.43,0.81,,0.0041849999999999,4871.0,0.9742,1395.0,0.0015287206440461,0.0119924077546847,0.0011376786910764,9.446869172333424e-05,-8.007605239487205e-06,228449900000.00003,9757131984264.016,9249895567409.176,8677570552641.393,8200665723076.924,2.7375832309840606,2.666953583624672,625400615359.9857,26710960902619.4,25322358993693.16,23755571630592.168,22450004966401.164,1.3925448169835412e-05,0.0005947581317965,0.0005638389042864,0.0005289521202281,0.0004998817923967,9.101680295620475e-06,0.0003887342297936,0.0003685254063251,0.0003457233857963,0.0003267230041365
250,250,500000.0,1400,17.15,2.43,0.81,,0.0042,4889.0,0.9778,1400.0,0.0013913702834997,0.0117480505368037,0.0009425879535344,1.364126618664022e-05,-1.6813408782026258e-05,229294100000.0,9763055719812.045,9266250569424.557,8696827052178.966,8220713325874.126,3.018606944396953,2.9515938702313407,692148762569.2494,29470827794359.027,27971168317387.184,26252302533926.71,24815102333380.21,1.4025975237961171e-05,0.0005972084662139,0.0005668187756924,0.0005319870022067,0.0005028630110721,9.165494801555736e-06,0.0003902552941712,0.0003703966714537,0.0003476352995422,0.0003286037680576
251,251,500000.0,1405,17.15,2.43,0.81,,0.004215,4755.0,0.951,1405.0,0.0016724015040381,0.0121414937935392,0.0009864751533699,-5.41802397728933e-06,-5.915436012864599e-06,223009500000.0,9466159014315.371,8994938929594.271,8445681801859.384,7985420643356.643,2.5203277979735,2.396831735872797,562057042062.1711,23857823703816.453,22670194625330.44,21285886618065.12,20125877625963.168,1.368825651464891e-05,0.0005810300135034,0.0005521066654195,0.000518393426939,0.0004901427344738,8.943185122061258e-06,0.0003796143772345,0.0003607173865193,0.0003386909339559,0.0003202334209577
252,252,500000.0,1410,17.15,2.43,0.81,,0.00423,4841.0,0.9682,1410.0,0.0015445217813976,0.0121176349664012,0.0009449111250668,-1.2307489232794846e-07,-2.868655220495968e-06,227042900000.0,9607529750628.346,9139971934155.396,8585422643346.891,8119690813986.014,2.7387117818256232,2.651620747163568,621805065209.8567,26312254922286.04,25031748821626.914,23512998145286.613,22237492897044.78,1.398490618048551e-05,0.0005917842054905,0.0005629845724813,0.0005288266234576,0.0005001394637231,9.134550238579946e-06,0.0003865369195679,0.0003677258034131,0.0003454147848494,0.0003266771330972
253,253,500000.0,1415,17.15,2.43,0.81,,0.004245,4791.0,0.9582,1415.0,0.001696499728041,0.0110723484051876,0.0009958169845469,0.0001919896719031,-4.956192345776381e-06,224697900000.0,9478770729756.31,9028101068337.312,8483873291226.031,8025775988811.189,2.502210834364003,2.397618421487588,562241519838.8394,23717882816448.625,22590212306926.85,21228439666677.168,20082183633381.83,1.3888015284958784e-05,0.0005858591147379,0.0005580043499793,0.0005243669920555,0.0004960531433816,9.068992795592598e-06,0.0003825710140559,0.0003643816143659,0.0003424161318679,0.0003239269464537
254,254,500000.0,1420,17.15,2.43,0.81,,0.00426,4654.0,0.9308,1420.0,0.0014175331034493,0.0123402831938388,0.0010722674190394,0.0001379486475195,-5.794967519656007e-06,218272600000.0,9179038783958.035,8752970328241.846,8228767417083.091,7786513018181.818,3.005220823156674,2.797259542194233,655957362644.5474,27585038490113.406,26304608694904.902,24729263190731.266,23400191062020.52,1.3536568163559532e-05,0.000569254611779,0.000542831209606,0.000510321822544,0.0004828946199709,8.837806102617259e-06,0.0003716571158314,0.0003544057045316,0.0003331808522724,0.0003152740759499
255,255,500000.0,1425,17.15,2.43,0.81,,0.0042749999999999,4745.0,0.949,1425.0,0.0015609078429861,0.0121481431773396,0.0008716892090633,4.901972623716326e-05,-1.7807543449072345e-05,222540500000.0,9329272523221.506,8906816347520.553,8376913433468.914,7928808727272.728,2.738790774362198,2.5991124448697263,609491868321.9507,25550925518109.805,24393906441527.7,22942613229215.426,21715348193937.027,1.3849337530077568e-05,0.0005805875518576,0.0005542968849051,0.0005213194973515,0.0004934326483288,9.038792718292811e-06,0.0003789214122816,0.000361762765632,0.0003402400198804,0.0003220396224004
256,256,500000.0,1430,17.15,2.43,0.81,,0.0042899999999999,4585.0,0.917,1430.0,0.0015707995196407,0.012449849281949,0.0008393819228629,-3.411056037648769e-05,-9.923398362128047e-06,215036500000.0,8986433655338.213,8589686437446.18,8082124696106.913,7651832755244.754,2.731093272158019,2.504412530568903,587284738418.4077,24542788496788.586,23459234839256.24,22073036382279.76,20897868957527.3,1.342781951972015e-05,0.000561152219506,0.0005363775880514,0.0005046832131065,0.0004778139024421,8.761408269365536e-06,0.00036614162777,0.000349976630871,0.000329296627068,0.0003117648900424
257,257,500000.0,1435,17.15,2.43,0.81,,0.004305,4611.0,0.9222,1435.0,0.0017169033960726,0.0115478436660083,0.0010524575726569,8.65224305519998e-05,2.2991370943487733e-06,216255900000.0,9008973916293.3,8621208651740.681,8115564159325.973,7685528483581.154,2.5074212153388937,2.312343844785528,542244631602.20624,22589292326148.543,21617001475237.805,20349137747537.9,19270857170822.742,1.355118084675499e-05,0.0005645267240495,0.0005402283015508,0.0005085432471274,0.0004815960460912,8.838116684478646e-06,0.0003681858514825,0.0003523383548163,0.0003316732768932,0.0003140982397232
258,258,500000.0,1440,17.15,2.43,0.81,,0.0043199999999999,4481.0,0.8962,1440.0,0.0014285656270658,0.0120047415182424,0.0009553876907821,5.355908166919498e-05,-1.1466028646096064e-05,210158900000.0,8727362284777.619,8361444572518.1455,7874716204067.402,7459238261637.188,3.024012280676909,2.710119805942646,635523094493.5505,26391650727084.01,25285111071494.16,23813238507945.28,22556828107685.94,1.3213072296206308e-05,0.0005487051408431,0.0005256992287141,0.0004950977308905,0.0004689758769466,8.615364748806035e-06,0.0003577740908347,0.0003427734672153,0.000322820267861,0.0003057879460363
259,259,500000.0,1445,17.15,2.43,0.81,,0.0043349999999999,4446.0,0.8892000000000001,1445.0,0.0015740532940071,0.0114602540624093,0.0008891256820424,5.02496702683905e-05,-3.1587416522750323e-06,208517400000.0,8631793125122.9375,8279563363267.315,7801260572457.874,7391442363061.512,2.7540363572850213,2.4488891288978407,574264500726.5437,23772272095151.465,22802218524883.24,21484955249203.14,20356301000648.12,1.3152492088205876e-05,0.0005444609935919,0.0005222436670952,0.0004920741288606,0.0004662243400339,8.573818114534184e-06,0.0003549220556993,0.0003404390729234,0.0003207722195478,0.0003039213150794
260,260,500000.0,1450,17.15,2.43,0.81,,0.00435,4398.0,0.8796,1450.0,0.0017256976479984,0.0120635311029172,0.0009752968702683,-1.7959198120312597e-05,1.240320824822167e-05,206266200000.0,8511496354933.887,8173782278263.009,7705217290877.397,7302212037689.779,2.5207196666492093,2.217225018784645,519939266904.9992,21455096254494.902,20603813739726.348,19422692760920.2,18406829493447.223,1.3055034696727228e-05,0.0005387110454099,0.0005173363898021,0.0004876798965522,0.0004621728209221,8.506875077329154e-06,0.0003510329671684,0.0003371048904302,0.0003177802322298,0.0003011594027174
261,261,500000.0,1455,17.15,2.43,0.81,,0.0043649999999999,4291.0,0.8582,1455.0,0.001738187391993,0.0116301914184567,0.0011901850713299,7.021479963338898e-05,-2.126303576768092e-05,201247900000.0,8277971560266.637,7958926107762.332,7506223610807.669,7115353527876.037,2.5112367171153944,2.1551433506284314,505381115722.3672,20787946125378.59,19986747470621.08,18849904338338.71,17868337034458.86,1.2779930310194e-05,0.0005256795208793,0.0005054190428878,0.000476670885206,0.0004518492974021,8.324473794696685e-06,0.000342412305056,0.0003292152207202,0.0003104895094324,0.0002943214512191
262,262,500000.0,1460,17.15,2.43,0.81,,0.0043799999999999,4224.0,0.8448000000000001,1460.0,0.0015983156386027,0.0112667757594111,0.0011325060055981,0.0001293787782719,3.869785841541077e-06,198105600000.0,8122685069609.879,7818910311231.395,7377669325276.003,6995196289622.789,2.7403848740595875,2.31507714160554,542885589706.499,22259283301508.56,21426823548527.05,20217653424799.76,19169530103160.04,1.2620834635964808e-05,0.0005174768661944,0.0004981241018501,0.0004700136924606,0.0004456472488281,8.218819361182215e-06,0.0003369863411983,0.0003243836188845,0.0003060778266287,0.0002902101439859
263,263,500000.0,1465,17.15,2.43,0.81,,0.004395,4204.0,0.8408000000000001,1465.0,0.0016052573496381,0.0127580206362459,0.0009653968376567,2.793762431557968e-05,1.330225363975556e-05,197167600000.0,8058315037919.354,7766218983884.856,7331439386868.101,6953060413585.852,2.7378787588113367,2.3020084604085724,539820983965.8101,22062689574129.367,21262965992255.71,20072592168818.98,19036636415088.67,1.260316870220811e-05,0.0005150963133823,0.0004964252140422,0.0004686336265325,0.0004444472285967,8.203677698931308e-06,0.0003352874375279,0.0003231340112833,0.0003050438601429,0.0002893004056156
264,264,500000.0,1470,17.15,2.43,0.81,,0.00441,4164.0,0.8328,1470.0,0.0016139761989961,0.0117885103654629,0.0011472470030891,-1.0615933391886211e-06,2.390935106131415e-06,195291600000.0,7955944289001.009,7676804492557.511,7250372615518.177,6877974887838.474,2.7323823007692725,2.2755279800806503,533611311328.9125,21738681361172.73,20975964721930.18,19810789808624.09,18793256848665.367,1.2523557930679537e-05,0.0005101946483953,0.0004922941170283,0.0004649481158915,0.0004410671885201,8.149306048188548e-06,0.000331992901453,0.0003203447013694,0.000302550162973,0.0002870104108561
265,265,500000.0,1475,17.15,2.43,0.81,,0.0044249999999999,4241.0,0.8482,1475.0,0.0017680051837487,0.0110997295638536,0.0011113357170478,-8.098193960067957e-05,-9.37245349180736e-06,198902900000.0,8076531299293.643,7802954807479.395,7372709496798.698,6996067242072.312,2.5028207160668705,2.12289253136792,497818298605.7772,20214109849834.61,19529396938693.01,18452570062130.74,17509902024455.4,1.279617607883028e-05,0.0005195938149315,0.000501993604174,0.0004743142955638,0.0004500834743429,8.323637908198601e-06,0.0003379846251087,0.0003265360657461,0.0003085312695475,0.0002927696403844
266,266,500000.0,1480,17.15,2.43,0.81,,0.0044399999999999,4297.0,0.8593999999999999,1480.0,0.001766268063875,0.0116864893879692,0.0009085739926351,9.634628773076028e-05,1.1598929067578034e-05,201529300000.0,8156293964883.954,7889971781276.909,7458171168855.127,7079232240287.995,2.513774715633505,2.1603379906154343,506599258799.3193,20503085542199.44,19833611570835.742,18748162109134.805,17795595011733.496,1.3007658348390376e-05,0.0005264459574079,0.0005092562585653,0.0004813857958534,0.0004569272773268,8.457631955548281e-06,0.0003422972861824,0.0003311204746193,0.000312998987282,0.0002970959598242
267,267,500000.0,1485,17.15,2.43,0.81,,0.004455,4156.0,0.8311999999999999,1485.0,0.0017783229441192,0.0123133385427907,0.0009956109405088,-8.61045583438829e-06,-1.251112223041748e-05,194916400000.0,7862655460746.721,7615582418501.661,7201941194574.063,6838025455251.213,2.5051692746428285,2.0822967010831186,488298576403.9914,19697282877365.336,19078323083340.484,18042081798431.41,17130411269720.877,1.262101441368884e-05,0.0005091141017377,0.0004931158972387,0.0004663322512793,0.0004427683757338,8.203707561801467e-06,0.0003309261101639,0.000320527216151,0.000303117744005,0.0002878011349226
268,268,500000.0,1490,17.15,2.43,0.81,,0.0044699999999999,4071.0,0.8142,1490.0,0.0017784891879273,0.0117917721457749,0.0010177878967763,-5.4595768168067934e-05,-2.9371144227769234e-06,190929900000.0,7676376191321.896,7444651572149.096,7043379132175.8,6689442222194.396,2.5133692295365444,2.0463852266886544,479877335658.48944,19293567713615.387,18711158186060.395,17702612382770.465,16813038244025.955,1.2403599189562756e-05,0.0004986892755166,0.000483635481959,0.0004575671578712,0.0004345739463847,8.05917437001393e-06,0.0003240207754557,0.000314239651013,0.0002973018923716,0.0002823621722255
269,269,500000.0,1495,17.15,2.43,0.81,,0.0044849999999999,4109.0,0.8218,1495.0,0.0016404954390054,0.0119980801126527,0.0010044404644139,5.700013039679432e-05,1.009586085376972e-05,192712100000.0,7722322747124.116,7498826432525.525,7097753720781.335,6743072617060.573,2.7339301855779587,2.2467438265079664,526861427316.11816,21112291261137.93,20501267940291.41,19404763147042.363,18435089771326.062,1.2558620068111708e-05,0.0005032466431763,0.0004886818841307,0.0004625448651969,0.0004394310844485,8.159111741482054e-06,0.0003269503793356,0.0003174879148374,0.0003005071592358,0.0002854905476279
270,270,500000.0,1500,17.15,2.43,0.81,,0.0045,4026.0,0.8052,1500.0,0.0016457467766031,0.011787705692108,0.0010961008987347,6.59903660836607e-05,-2.709532166172033e-06,188819400000.0,7541147319475.277,7332346928281.462,6943241347585.459,6598173476914.034,2.7343210170450183,2.201675282924649,516292853845.8301,20619917608273.96,20048990310265.484,18985050743118.89,18041524412035.047,1.2342918608108554e-05,0.0004929565901387,0.0004793075358898,0.0004538721277035,0.0004313154166771,8.018660155005839e-06,0.0003202525669168,0.0003113853669511,0.0002948610828149,0.0002802069636655
271,271,500000.0,1505,17.15,2.43,0.81,,0.004515,3947.0,0.7894,1505.0,0.0016475896395604,0.0127137530093783,0.0008862714306368,5.919241661500244e-05,5.354515617339078e-07,185114300000.0,7368477859939.455,7173756256612.129,6796075666956.051,6460058902101.396,2.740366831394064,2.163245576702474,507281087736.7302,20192332325239.6,19658723702125.523,18623740341370.656,17702931144170.617,1.2139270539667112e-05,0.0004832038702971,0.0004704345800656,0.0004456673586493,0.0004236323326441,7.884921412446224e-06,0.0003138594309298,0.0003055652875841,0.0002894780281533,0.0002751654343443
272,272,500000.0,1510,17.15,2.43,0.81,,0.0045299999999999,3891.0,0.7782,1510.0,0.0016538589172796,0.01152051403785,0.000937849052077,6.165857509016591e-06,6.238825728754523e-06,182487900000.0,7239590673662.967,7057471771435.601,6688885725773.195,6359884042086.701,2.7390486290397567,2.1315276431187384,499843232311.3442,19829590909505.56,19330758380037.465,18321183276982.668,17420031666329.406,1.20041473360039e-05,0.0004762239748444,0.0004642441003704,0.0004399983218935,0.0004183564229798,7.796462521094568e-06,0.0003092983006285,0.0003015176028639,0.0002857704366638,0.0002717144400951
273,273,500000.0,1515,17.15,2.43,0.81,,0.0045449999999999,3767.0,0.7534,1515.0,0.0016600586568529,0.011646511971478,0.0010596776446285,7.558986026452427e-05,-3.5789169765767497e-06,176672300000.0,6985308891220.989,6818194771640.26,6465297398914.8125,6148956525613.52,2.737855063878426,2.062700005126006,483703151202.04846,19124763320584.38,18667229082044.69,17701047223098.938,16834951761219.268,1.1657074436941014e-05,0.0004609000149428,0.0004498736020223,0.0004265889618016,0.0004057163682625,7.570334376720679e-06,0.0002993175728805,0.0002921568025487,0.0002770352972974,0.0002634802228012
274,274,500000.0,1520,17.15,2.43,0.81,,0.00456,3769.0,0.7538,1520.0,0.0018129224920357,0.0114311344252188,0.0010195936328298,6.15760651536034e-05,-8.782713193129916e-06,176766100000.0,6965437556407.67,6807422676530.264,6458300316549.105,6143968693254.96,2.515275760564597,1.896014868313593,444615486619.5376,17519996247358.51,17122545250194.342,16244406240662.629,15453775527811.94,1.1699603701690646e-05,0.0004610208576126,0.0004505623394152,0.0004274550057399,0.000406650363767,7.596830895119561e-06,0.0002993518057282,0.0002925608411635,0.0002775566999256,0.000264047751167
275,275,500000.0,1525,17.15,2.43,0.81,,0.0045749999999999,3840.0,0.768,1525.0,0.0018273002119713,0.012267983813759,0.0009595003601241,0.000164060086962,-8.135071998908894e-07,180096000000.0,7072627471241.171,6920996971617.463,6569334901790.56,6251300152241.0,2.503693684282154,1.9228367495286944,450905217764.4788,17707692731026.98,17328056406774.557,16447602303547.35,15651340709717.86,1.1956129821779615e-05,0.0004695343162937,0.0004594679409248,0.0004361219623342,0.000415008418705,7.78675659900123e-06,0.0003057970673083,0.0002992410649898,0.0002840363578178,0.0002702855849813
