,Simulation Number,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
199,199,500000.0,1145,17.15,2.43,0.81,,0.0034349999999999,6434.0,1.2868,1145.0,0.0010254854371396,0.0117799181068109,0.0009978369624624,4.594110683657809e-05,1.6683360399340897e-06,9940485914982.102,14775218492012.78,13345278359192.348,12266597320080.482,11465022193066.428,3.349633135289684,4.310307918490765,33296981001704.44,49491561441990.88,44701786591615.03,41088600840597.23,38403618234726.91,0.000497563080429,0.0007395617568169,0.0006679872459328,0.0006139947283425,0.0005738725257859,0.0003140113915168,0.0004667364310278,0.0004215658533787,0.0003874912480736,0.0003621701799496
200,200,500000.0,1150,17.15,2.43,0.81,,0.00345,6405.0,1.281,1150.0,0.0012648843789975,0.0117608422802839,0.0009466197330228,-6.775968954194263e-05,1.6817754843913268e-06,9715659893301.516,14672144093624.111,13264707353878.852,12196358729577.465,11401598805412.658,2.727522022790954,3.493955711195212,26499676324926.69,40018596136921.99,36179781433581.69,33265837032781.227,31098111836790.06,0.0004884869197071,0.0007376905483008,0.0006669270134271,0.0006132122545338,0.0005732530719846,0.0003114193183313,0.000470291175512,0.0004251781317353,0.0003909339935116,0.0003654592860251
201,201,500000.0,1155,17.15,2.43,0.81,,0.0034649999999999,6323.0,1.2646,1155.0,0.0011516600702634,0.0122046003862474,0.0009987950751166,-3.1779053698023333e-06,-9.985081159883066e-07,9413558677416.057,14448293023753.3,13074727621679.062,12025456963299.8,11244033213911.877,3.008700300955408,3.804802400588209,28322576825803.08,43470583568858.47,39337936930255.78,36180995984606.414,33829926114649.26,0.0004753033389702,0.0007295139013777,0.0006601607221739,0.0006071816242046,0.0005677264797728,0.0003030312164281,0.0004651040016144,0.0004208876527396,0.0003871106535338,0.0003619558956534
202,202,500000.0,1160,17.15,2.43,0.81,,0.0034799999999999,6344.0,1.2688,1160.0,0.0012711170270449,0.0116755515940308,0.001052901611951,0.0001360801406053,5.716653798372233e-06,9266516333935.57,14460148240588.97,13097161300544.645,12050589089094.566,11269741830284.053,2.7377494958824866,3.473656560375699,25369400421818.934,39588263556058.48,35856746748057.71,32991494203755.64,30853730014585.938,0.0004699044218061,0.0007332731474654,0.0006641561711488,0.0006110845644977,0.0005714878523734,0.0002995837980924,0.0004674924183784,0.0004234274440629,0.0003895920665828,0.0003643475001142
203,203,500000.0,1165,17.15,2.43,0.81,,0.003495,6453.0,1.2906,1165.0,0.0011566666735234,0.0119445277086103,0.0008157532133776,9.822875126146356e-05,-5.91566641597687e-06,9244359482597.578,14671845208778.996,13299825769929.03,12242576028893.36,11451538830999.775,3.0216138149407805,3.89969478956257,27932884322895.645,44332650173519.31,40186937282722.95,36992336859367.016,34602127934079.715,0.0004708532213361,0.0007472973754973,0.000677414786689,0.0006235647122452,0.0005832739367159,0.0003001288738656,0.0004763385054779,0.0004317942999136,0.000397469458396,0.0003717875164684
204,204,500000.0,1170,17.15,2.43,0.81,,0.0035099999999999,6233.0,1.2466,1170.0,0.0012834739134177,0.012300922500574,0.0009877521287187,7.478470599328805e-05,3.6910272373012383e-06,8754007657814.896,14136144428115.016,12824796128073.94,11810163810655.582,11049459506463.877,2.734765360873766,3.409158498865237,23940156911415.867,38659038118317.64,35072808211324.6,32298026895625.8,30217679114654.75,0.000447807635167,0.0007231286119658,0.0006560471329363,0.0006041440370758,0.0005652305235359,0.0002854136491708,0.0004608915966429,0.0004181366987403,0.0003850558603859,0.0003602540324819
205,205,500000.0,1175,17.15,2.43,0.81,,0.003525,6252.0,1.2504,1175.0,0.0012899560631467,0.0117606059756443,0.0010493664709745,2.647628978328524e-06,-2.612824154496266e-06,8604971475984.319,14143628902903.18,12842220920944.049,11831045492386.17,11071255546768.06,2.7326512124769886,3.4169070760812263,23514385737178.45,38649604670342.95,35093310570515.105,32330120809639.48,30253879893518.324,0.0004420324794088,0.0007265501540868,0.0006596975679285,0.0006077540625897,0.0005687240862059,0.0002817164124821,0.0004630453924367,0.0004204388609826,0.0003873341941144,0.0003624595854865
206,206,500000.0,1180,17.15,2.43,0.81,,0.0035399999999999,6323.0,1.2646,1180.0,0.0012895608256258,0.0111678671680816,0.0010986564961357,-3.875951906050141e-05,-2.210601683209806e-07,8524976182103.29,14268238155021.53,12966146879022.94,11950112337766.86,11184963863878.326,2.7451206097874974,3.471479523137269,23402087815439.28,39168034624705.93,35593637027137.71,32804499667679.66,30704074822460.8,0.0004398189037544,0.0007361241521148,0.0006689469136844,0.000616527858362,0.0005770524679555,0.0002802581400703,0.0004690675729748,0.0004262613913013,0.0003928593096184,0.0003677050941005
207,207,500000.0,1185,17.15,2.43,0.81,,0.003555,6136.0,1.2272,1185.0,0.0011828454867099,0.0125628180863222,0.0010424205696225,4.691875163130704e-05,3.64077263732636e-06,8100393075302.541,13811315195999.443,12561411797326.293,11581854298431.89,10842507978707.225,3.005464399148191,3.68830591063466,24345443006928.32,41509416126990.74,37752875959904.26,34808850770058.49,32586771727484.773,0.0004196847167438,0.0007155699546934,0.0006508119424645,0.0006000606631579,0.0005617548244308,0.0002673891239074,0.0004559032427115,0.0004146446801166,0.0003823100737572,0.0003579046945543
208,208,500000.0,1190,17.15,2.43,0.81,,0.00357,6190.0,1.238,1190.0,0.0010688822669635,0.0121948111455844,0.0008537558534994,3.57681039237867e-05,-5.434299201478527e-06,7997702405317.882,13897608465064.592,12650504736755.24,11668811451728.695,10926159642585.553,3.339937531325629,4.134842663781129,26711826427894.45,46417144108138.0,42251895560501.48,38973101313590.98,36492690663526.91,0.0004160821463632,0.0007230259975183,0.0006581451642846,0.0006070723650726,0.0005684357488185,0.0002650835221596,0.0004606356694474,0.0004193004669049,0.0003867622827506,0.0003621471186286
209,209,500000.0,1195,17.15,2.43,0.81,,0.0035849999999999,6184.0,1.2368,1195.0,0.0013118695005687,0.0116532218250249,0.0009182070621105,9.640761330423068e-05,-1.3778874135271507e-05,7816140474382.14,13848918103069.871,12616809295263.244,11642546115699.982,10903812203802.28,2.732741327125784,3.37985447338917,21359490092964.6,37845510836239.45,34478476177630.6,31816066923341.12,29797298232548.965,0.0004083748345134,0.0007235731825788,0.0006591984144768,0.0006082954699826,0.0005696983720914,0.0002601053738741,0.0004608640329275,0.0004198619394827,0.0003874404279448,0.0003628568548914
210,210,500000.0,1200,17.15,2.43,0.81,,0.0036,6246.0,1.2492,1200.0,0.0011954823335145,0.0114073055059941,0.0009818568468787,7.629707658431599e-05,2.8191171993354086e-06,7710840721317.475,13952193159605.498,12721655698960.225,11744168178273.19,11001257917870.72,3.011336846289145,3.761761988384399,23219938779970.08,42014753348063.4,38309190552083.2,35365646364250.52,33128493323614.3,0.0004045588335269,0.0007320191395197,0.0006674574636037,0.0006161723670171,0.0005771946576821,0.0002576351842949,0.0004661717166657,0.0004250569074104,0.0003923970215899,0.0003675748486556
211,211,500000.0,1205,17.15,2.43,0.81,,0.0036149999999999,6054.0,1.2108,1205.0,0.0013228725326825,0.0117288592251728,0.0009999045400888,4.4583151863537855e-05,-1.3058738605398493e-05,7295016826715.463,13488828343381.023,12309613487374.154,11368515966824.107,10651573336882.129,2.732689590787179,3.3087405565251164,19935016546982.66,36860780805872.39,33638352643560.81,31066625245238.08,29107443583204.047,0.0003843791272043,0.0007107350385609,0.0006486014495774,0.0005990144161057,0.0005612382479489,0.0002447056101597,0.0004524721530481,0.0004129163168242,0.0003813479396078,0.0003572986621521
212,212,500000.0,1210,17.15,2.43,0.81,,0.00363,6409.0,1.2818,1210.0,0.0013280890557325,0.0122138229500394,0.0008836942854773,6.34218444800941e-05,-7.06093664966454e-06,7533509184446.479,14243297857202.39,13009222812345.271,12019654614660.877,11263985644866.92,2.7332504430568663,3.503480417910291,20590967316161.312,38930500178789.35,35557464015668.2,32852726300912.344,30787293754418.688,0.0003985925194072,0.0007536025826173,0.0006883085650189,0.0006359512277697,0.0005959693294095,0.0002537090334398,0.0004796772983044,0.0004381168542726,0.0004047907661495,0.0003793417968534
213,213,500000.0,1215,17.15,2.43,0.81,,0.003645,6242.0,1.2484,1215.0,0.0013343858768166,0.011598141067099,0.0010746709453688,0.0001204949802354,4.861422376369305e-06,7152860280695.334,13836609058480.344,12648605835946.523,11691362230341.96,10958593302850.31,2.73159365917119,3.410121524109313,19538707787684.832,37795993568575.56,34550851498827.234,31936050935475.64,29934423979501.773,0.0003799886671364,0.0007350562470805,0.0006719447443572,0.0006210921193171,0.0005821644907672,0.0002418247009062,0.0004677896276198,0.000427625481713,0.0003952628827616,0.0003704893488507
214,214,500000.0,1220,17.15,2.43,0.81,,0.00366,6168.0,1.2336,1220.0,0.0012119457633161,0.0110843611624796,0.0009847391654186,2.956652808260128e-05,-5.389613421482694e-06,6885899896797.804,13637032686417.854,12477295520737.326,11537714770441.254,10816751891887.582,3.0199371215963864,3.725394433201302,20794984713936.41,41182981238136.57,37680647920202.97,34843173133646.47,32665910573409.25,0.0003673389556797,0.0007274885520669,0.0006656205833643,0.0006154971983655,0.0005770363210857,0.0002337063286529,0.0004628386834878,0.0004234773916805,0.0003915881729995,0.0003671188095224
215,215,500000.0,1225,17.15,2.43,0.81,,0.003675,6052.0,1.2104,1225.0,0.0013451026379698,0.0120972773111894,0.0011357552331211,5.250546281650906e-05,6.395658621684505e-06,6577662434400.7295,13345635678337.82,12221721161290.32,11305713208293.46,10601622906597.566,2.7321335162547102,3.306974408074701,17971051995635.785,36462058532511.42,33391374011080.727,30888717981542.13,28965049269808.89,0.0003523336491316,0.0007148613303623,0.000654658650907,0.0006055925232467,0.0005678778019777,0.0002240985578119,0.0004546809354274,0.0004163895781426,0.0003851815215939,0.0003611934220596
216,216,500000.0,1230,17.15,2.43,0.81,,0.00369,5972.0,1.1944,1230.0,0.001349885698346,0.0119256017839139,0.0009766087459357,0.0001263241691327,-5.646127478425007e-06,6314340392314.729,13134755678337.82,12039524479262.674,11141449345808.969,10449936062666.932,2.733564778500283,3.2649697714407377,17260658495893.2,35904705496510.85,32910820066404.406,30455873513148.41,28565577158486.25,0.0003395843959227,0.0007063854330771,0.0006474840432207,0.0005991856806462,0.0005619961872172,0.0002159531451505,0.0004492142683617,0.000411756892387,0.0003810423382767,0.0003573922878946
217,217,500000.0,1235,17.15,2.43,0.81,,0.0037049999999999,5962.0,1.1924,1235.0,0.0013568320737249,0.0111028326919839,0.0011005899376159,1.2106414999959807e-05,2.208976897465231e-05,6127689052881.975,13078352392458.64,11998758534562.213,11108001778557.504,10420910756308.55,2.7306253085752683,3.2559976179451504,16732422810879.137,35712080037313.47,32764113725959.08,30331790784228.21,28455602649580.367,0.0003308980553911,0.0007062371045655,0.0006479385347283,0.0005998372561149,0.0005627340217346,0.0002103559223237,0.0004489635254413,0.000411902414841,0.0003813238464185,0.0003577368686104
218,218,500000.0,1240,17.15,2.43,0.81,,0.0037199999999999,6026.0,1.2052,1240.0,0.0012375028434234,0.0125298863635879,0.0010857646384944,6.40857876247397e-05,3.249074707583914e-06,6015499433119.852,13183965203539.822,12106733852534.562,11212292117171.717,10521124787960.932,3.006053699003048,3.6228959180384734,18082914322280.668,39631707367628.36,36393492080256.95,33704752193126.76,31627066086522.617,0.000326154904552,0.0007148225945966,0.0006564160911344,0.0006079202742753,0.0005704458107175,0.0002072823434612,0.0004542936515719,0.0004171743664039,0.0003863536538335,0.0003625373796711
219,219,500000.0,1245,17.15,2.43,0.81,,0.0037349999999999,5935.0,1.187,1245.0,0.0012426645466803,0.0118916226486561,0.0010118301821869,5.926984913717392e-05,4.138590030764976e-06,5749377309240.62,12950617579838.398,11903394631336.406,11028248300017.72,10350767998206.1,3.0056381748218106,3.5676925135134896,17280547922107.912,38924870585480.74,35777297313913.695,33146924091947.0,31110663434132.19,0.0003130173699663,0.0007050795305721,0.0006480648391582,0.0006004186353641,0.0005635341014623,0.0001988437216246,0.0004479005044204,0.0004116820241832,0.0003814148588668,0.0003579840250053
220,220,500000.0,1250,17.15,2.43,0.81,,0.0037499999999999,6050.0,1.21,1250.0,0.0012475539601837,0.0122311542345611,0.0009693407967665,6.482025976417976e-05,1.2132208071304535e-05,5682103540713.629,13166638976529.434,12113131566820.275,11226928284600.39,10539633248953.56,3.005882005655091,3.63711722684266,17079732787300.176,39577363174506.78,36410644208837.73,33746821709460.49,31680893929233.6,0.0003105971256376,0.0007197194122065,0.0006621322227178,0.0006136902698009,0.0005761211088366,0.0001972452656345,0.0004570591126738,0.0004204882639754,0.00038972511428,0.0003658667507525
221,221,500000.0,1255,17.15,2.43,0.81,,0.0037649999999999,5812.0,1.1624,1255.0,0.0013765802784746,0.0121917109142416,0.0009955813422571,5.256851858524642e-06,-5.002630652961926e-07,5279447849404.025,12615134962677.951,11616527428571.43,10770854635194.049,10113779197608.133,2.7350384564363326,3.1792087017615933,14439492896870.102,34502879256058.723,31771649247390.324,29458701635941.246,27661575045364.04,0.0002896989055937,0.0006922297363005,0.0006374331897675,0.0005910286244189,0.0005549729533353,0.0001839314173921,0.0004395004402858,0.000404709813613,0.0003752473016283,0.0003523553591343
222,222,500000.0,1260,17.15,2.43,0.81,,0.0037799999999999,5940.0,1.188,1260.0,0.001379695064088,0.0122088922352195,0.0010371323156098,1.350718105794302e-05,-1.0001925859616516e-05,5212489893958.073,12858680707964.602,11851832903225.809,10993328631578.947,10325034448475.186,2.7397358288720217,3.254806164699962,14280845320110.26,35229388247636.08,32470891242772.05,30118816330501.48,28287866812825.34,0.0002871958335127,0.0007084828170274,0.0006530078903829,0.0006057063406656,0.0005688849158086,0.0001822587150065,0.0004496136530124,0.0004144084457445,0.000384390184115,0.0003610227644102
223,223,500000.0,1265,17.15,2.43,0.81,,0.0037949999999999,5872.0,1.1744,1265.0,0.0013909996321217,0.0119609889295399,0.0009768982436854,2.7131441932365e-05,-6.6609279528323714e-06,4971686521002.874,12677586998076.182,11695860423963.133,10852910940705.3,10195462463735.438,2.728253776898081,3.204061235589106,13564022528479.371,34587674609455.344,31909275375750.207,29609495264317.73,27815808973908.82,0.0002750151550693,0.0007012768281853,0.0006469713757247,0.0006003425543228,0.0005639749567118,0.0001744583019772,0.0004448611736701,0.0004104120284148,0.0003808326221348,0.0003577625141452
224,224,500000.0,1270,17.15,2.43,0.81,,0.0038099999999999,5969.0,1.1938,1270.0,0.0013949295066595,0.0120863705873853,0.0010326265369879,6.79321859461072e-05,1.0341239586910344e-05,4869690275873.405,12852559202000.768,11868435018433.18,11017382185326.951,10351993407365.65,2.731320817152887,3.2606507915171163,13300686423580.018,35104462502114.59,32416503632872.85,30092005313312.87,28274615092567.246,0.0002704180016589,0.0007137134352934,0.0006590641906744,0.0006118045102026,0.0005748549110558,0.0001714903095076,0.0004526138687787,0.0004179570936506,0.0003879865399832,0.0003645543048694
225,225,500000.0,1275,17.15,2.43,0.81,,0.0038249999999999,5895.0,1.179,1275.0,0.0012705811400337,0.0119739279320527,0.0011106125941158,1.2812225316408074e-05,9.985298516190506e-06,4627477598027.126,12659198357060.408,11700923018433.18,10866154157064.586,10211914481397.97,3.010433477627711,3.549301070123072,13930713478073.129,38109674534024.375,35224850373835.93,32711834247490.75,30742289225471.68,0.0002579888645761,0.0007057694265173,0.0006523441291871,0.0006058045044853,0.0005693296545243,0.0001635318671534,0.0004473673400122,0.0004135025503826,0.0003840023944879,0.0003608820155209
226,226,500000.0,1280,17.15,2.43,0.81,,0.0038399999999999,5701.0,1.1402,1280.0,0.0014022711266079,0.011928166309053,0.0010449461677381,-4.020010957784757e-05,-2.179983576565583e-06,4299333816193.998,12209690655636.783,11296150557603.688,10494075190835.133,9864493217963.172,2.738414795210696,3.122340549499236,11773359331815.305,33435197536341.547,30933545815869.49,28737130764636.43,27013074175325.914,0.0002406255139987,0.000683353099662,0.0006322240026796,0.0005873333741205,0.0005520968718382,0.0001524700001132,0.0004329999984267,0.0004006025469131,0.0003721580398127,0.0003498307752691
227,227,500000.0,1285,17.15,2.43,0.81,,0.0038549999999999,5776.0,1.1552,1285.0,0.0014105913433013,0.0118004406662543,0.0009865660277126,8.531586792474965e-06,5.701431132547152e-06,4177723586025.4814,12336980401692.96,11424624972383.264,10617458352050.473,9982762167606.162,2.7328963971789,3.157041918021065,11417285736658.35,33715689291853.383,31222316426146.31,29016413677515.76,27281854761744.707,0.0002347153754878,0.0006931236420369,0.0006418651413823,0.000596516421566,0.0005608575393578,0.0001486665594127,0.0004390181380111,0.0004065514752834,0.0003778280133677,0.0003552420054448
228,228,500000.0,1290,17.15,2.43,0.81,,0.0038699999999999,5743.0,1.1486,1290.0,0.001415159276803,0.0117404785484046,0.0010205061276092,4.133253404330522e-05,9.403627758256798e-06,3976702464611.5903,12233350135436.707,11338932783635.586,10542208938934.086,9914289169109.36,2.7346745086833533,3.1410471406737,10874986858591.582,33454230771176.81,31008290439082.21,28829510050516.83,27112353862478.83,0.0002242990495161,0.0006900010328141,0.0006395529634237,0.0005946151279473,0.0005591983954164,0.0001420012520973,0.0004368320366023,0.0004048939207931,0.0003764442732446,0.0003540223308626
229,229,500000.0,1295,17.15,2.43,0.81,,0.0038849999999999,5576.0,1.1152,1295.0,0.0014186935618454,0.0121070162568664,0.0010735135359958,6.112494310810549e-05,-4.378779795233104e-06,3689063265433.6206,11845014879602.229,10989383201713.55,10221488821915.99,9614886857572.342,2.738434926670429,3.0539026302228622,10102259692760.29,32436802453233.66,30093710782137.69,27990881992506.125,26329741986760.586,0.0002088817494124,0.0006706871777046,0.000622239691481,0.0005787600572554,0.0005444131050911,0.0001321756937558,0.0004243958280492,0.0003937393436012,0.0003662264046576,0.0003444924224237
230,230,500000.0,1300,17.15,2.43,0.81,,0.0038999999999999,5573.0,1.1146,1300.0,0.0014279851629908,0.0123671625820543,0.001097121626038,2.632248851014263e-05,-5.435511368002301e-07,3513647934481.062,11804994219722.977,10963655228016.564,10201832573667.607,9598613930477.264,2.7311208134906257,3.044107258716652,9596197005139.574,32240865416621.95,29943066985171.35,27862437277690.24,26214974286187.52,0.0001997321822152,0.0006710510843745,0.0006232254410745,0.0005799198782943,0.0005456301093124,0.0001263179668635,0.0004243973489882,0.0003941506558485,0.0003667626276218,0.0003450765184832
231,231,500000.0,1305,17.15,2.43,0.81,,0.0039149999999999,5570.0,1.114,1305.0,0.0013044613865531,0.0119796498488088,0.0008260487414146,-2.1800568385721025e-05,-5.751382225928436e-06,3333806921790.457,11765009785722.742,10937948588033.7,10182191566993.191,9582352953776.775,3.001238703082501,3.3433799152339065,10005550362281.86,35309602711055.46,32827394634733.34,30559187413060.23,28758928551471.785,0.0001902310889066,0.0006713258071145,0.0006241326864811,0.0005810082691305,0.0005467807462903,0.0001210308520132,0.0004271180640376,0.0003970923535595,0.0003696552768729,0.0003478786772884
232,232,500000.0,1310,17.15,2.43,0.81,,0.0039299999999999,5564.0,1.1128,1310.0,0.0013078484935249,0.0118358541193328,0.0009697321010184,-5.06633157715598e-05,-2.8679454424084647e-06,3152457852631.58,11718743060494.852,10906382773439.955,10157089297957.828,9560948850807.969,3.0049352195281984,3.34389191229098,9472931629450.871,35214063751082.65,32772973713565.35,30521395359326.42,28730031933900.51,0.0001805590639835,0.0006711985939161,0.0006246701326631,0.0005817538638638,0.0005476095338927,0.0001155834559505,0.0004296624683491,0.0003998776420821,0.0003724051322291,0.0003505479096001
233,233,500000.0,1315,17.15,2.43,0.81,,0.003945,5494.0,1.0988,1315.0,0.0014410766407308,0.0114569019203337,0.0010770615232296,7.023950367704577e-05,3.42584373339503e-06,2937275623413.676,11538140164792.232,10749636341625.018,10015348004914.494,9429721150695.229,2.7375365671038416,3.008005179933701,8040899426757.669,31586080617488.28,29427522568266.85,27417381395723.934,25814206467620.7,0.0001688826668578,0.0006634011006924,0.0006180649982775,0.0005758460891775,0.0005421746747091,0.0001080271945323,0.000424350000452,0.0003953503876081,0.0003683447132477,0.000346806514517
234,234,500000.0,1320,17.15,2.43,0.81,,0.00396,5499.0,1.0998,1320.0,0.0014484805024039,0.0117836240561202,0.0009935940117525,5.611752122626516e-05,4.047544295250803e-06,2764267506345.304,11515439820291.229,10739867061744.969,10010493907620.787,9427251040884.955,2.733899416269502,3.0067425780131987,7557229322010.178,31482054202780.77,29361716290916.613,27367683450613.875,25773156117701.44,0.0001595338000323,0.0006645890346566,0.0006198285080113,0.0005777342929428,0.000544073675561,0.0001019799124306,0.0004248299203235,0.0003962173342339,0.0003693091532362,0.0003477920401713
235,235,500000.0,1325,17.15,2.43,0.81,,0.0039749999999999,5528.0,1.1056,1325.0,0.001454866017184,0.0118288979357515,0.0010036898851621,4.852299553658709e-05,8.261457323752992e-06,2602237613772.751,11542792525630.4,10776850287705.27,10049243540295.531,9465715722477.877,2.732210356864214,3.020731770549076,7109860559371.529,31537337285662.22,29444621970443.42,27456647279446.254,25862326532086.484,0.000150740415497,0.0006686419918385,0.0006242730800295,0.000582124836978,0.0005483226871488,9.722902457677292e-05,0.0004312805457192,0.0004026621688725,0.0003754761448324,0.0003536734315676
236,236,500000.0,1330,17.15,2.43,0.81,,0.00399,5429.0,1.0858,1330.0,0.0015862040279444,0.0120104131361073,0.0010681225572097,2.6536311179533216e-05,2.0480829912608507e-06,2382189654894.247,11303296259263.645,10564546076167.355,9855482284177.32,9285145672743.363,2.5154393317048407,2.731264026365116,5992253553501.371,28432755988463.965,26574474721599.41,24790867770539.9,23356220625827.66,0.0001385143776224,0.0006572394616934,0.000614284224431,0.0005730551268063,0.000539892435244,9.0159323854903e-05,0.0004277986624503,0.0003998390006875,0.0003730028871462,0.0003514172156817
237,237,500000.0,1335,17.15,2.43,0.81,,0.004005,5336.0,1.0672,1335.0,0.0013256825632197,0.0120510762830161,0.0009159617073979,7.620051116547691e-05,-7.170277896621873e-08,2170908423807.184,11077451351722.504,10364600225274.88,9673100800000.0,9115228138761.062,3.0210852213918247,3.224102148269356,6558499356158.901,33465924569375.742,31312340566212.32,29223261871913.44,27537881019625.96,0.0001266991592936,0.0006465052869055,0.0006049016718326,0.0005645441906632,0.0005319854717432,8.246377760838055e-05,0.0004207862822394,0.0003937080342052,0.0003674408484516,0.0003462495874267
238,238,500000.0,1340,17.15,2.43,0.81,,0.0040199999999999,5262.0,1.0524,1340.0,0.0013366800635594,0.0117642141178596,0.0009546847732332,7.01040249844673e-06,-2.26752043887247e-06,1972142278908.3845,10892058429738.37,10202153598343.568,9525218112119.33,8978107288141.594,3.0074511542388587,3.1650415947209747,5931121573026.274,32757333696553.75,30682478615060.49,28646628205670.164,27001219126601.742,0.0001155382638304,0.0006381129464999,0.0005976947640594,0.000558036392734,0.0005259838195493,7.518880785187441e-05,0.0004152646069929,0.0003889616762365,0.0003631532075747,0.0003422943623191
239,239,500000.0,1345,17.15,2.43,0.81,,0.0040349999999999,5360.0,1.072,1345.0,0.0014790118311793,0.011574891236715,0.0010299511737168,-2.9482581259042377e-05,-6.07376839920271e-06,1832799653801.172,11062551400497.217,10373101381693.56,9688625402113.115,9134406697345.133,2.728172902296836,2.924601351262208,5000194350839.378,30180552961102.41,28299614102314.227,26432245282549.777,24920240830255.72,0.0001077715572316,0.000650495753267,0.0006099549871196,0.0005697067024508,0.0005371177543157,7.012870401920703e-05,0.0004232881598671,0.0003969076243818,0.0003707174113485,0.0003495112530933
240,240,500000.0,1350,17.15,2.43,0.81,,0.00405,5336.0,1.0672,1350.0,0.0014793940113122,0.0117972935778535,0.0010371125975467,5.115931710646973e-05,-7.213049687305017e-06,1649309475451.5942,10980800706523.023,10307681875996.0,9631314845991.3,9082645483893.805,2.7376074048100074,2.92157462241324,4515161832819.594,30061121324920.395,28218386230152.56,26366758840442.336,24864717531971.85,9.732829923872795e-05,0.0006479940077666,0.0006082722260537,0.0005683587630734,0.0005359809366848,6.333656454784083e-05,0.0004216832578041,0.0003958342374155,0.0003698604800998,0.0003487905517539
241,241,500000.0,1355,17.15,2.43,0.81,,0.004065,5170.0,1.034,1355.0,0.0014821434465375,0.0111746138108895,0.0010197822182002,-1.6505034133516436e-05,3.2706003604389245e-06,1428169735802.4712,10607979455427.965,9968497180853.885,9318194645121.191,8789566412389.381,2.7426495117570218,2.8358995951567607,3916969028604.802,29093969674158.02,27340093926020.16,25556541993898.53,24106700029495.65,8.45937447753401e-05,0.0006283347729185,0.0005904567819713,0.0005519378823227,0.0005206260286406,5.520168584011082e-05,0.0004100201359944,0.000385302836127,0.0003601673110009,0.0003397347469311
242,242,500000.0,1360,17.15,2.43,0.81,,0.0040799999999999,5171.0,1.0342,1360.0,0.0014936274467345,0.011342106062509,0.0009731567682413,1.7059869893671948e-05,-6.536768052771334e-06,1258582491500.9766,10578810618917.96,9951570576690.531,9306499054816.656,8780741477699.116,2.731604865001616,2.8250257513846715,3437950056789.9224,28897130552567.05,27183758601694.8,25421678094270.12,23985516138804.387,7.482105128992513e-05,0.0006288961885688,0.0005916076042388,0.0005532589622152,0.0005220033751486,4.896579394478439e-05,0.0004115740243049,0.0003871709304521,0.0003620740937862,0.0003416192270136
243,243,500000.0,1365,17.15,2.43,0.81,,0.004095,5169.0,1.0338,1365.0,0.0014996365489423,0.0117824386244584,0.000954648044311,7.441742080977669e-05,1.056503118286338e-05,1088297919025.3428,10543510432342.844,9928874129753.38,9289406829583.592,8766824355929.204,2.7306616412410394,2.822958004714987,2971773381724.9507,28790759501623.33,27112395726828.062,25366226899426.45,23939230984233.56,6.492858000581973e-05,0.0006290328674538,0.0005923632555309,0.0005542122097241,0.0005230345906575,4.24878210466142e-05,0.0004116251410768,0.0003876293612663,0.0003626641640167,0.0003422622223842
244,244,500000.0,1370,17.15,2.43,0.81,,0.00411,5061.0,1.0122,1370.0,0.0012306247108426,0.0115321810005818,0.00098812356005,6.054494961397433e-05,7.955065998885254e-06,899309182729.0464,10292660011601.752,9702968660222.752,9082105100807.955,8573351019292.035,3.339767163610471,3.380512323006519,3003483278411.838,34375087932954.1,32405656120953.43,30332116392137.57,28632996216337.902,5.38499184464629e-05,0.0006163162935131,0.0005810060445018,0.0005438292284713,0.0005133654387924,3.523193300512613e-05,0.0004032320751722,0.0003801299356806,0.0003558065730922,0.000335875285766
245,245,500000.0,1375,17.15,2.43,0.81,,0.004125,5073.0,1.0146,1375.0,0.0015029474607217,0.0116188520540374,0.0010263528335158,0.0001062796052803,4.085102561814191e-06,732003938657.7186,10286435678228.955,9707477691885.44,9090397296208.824,8583317337062.937,2.744606919272496,2.784678180293874,2009063074974.6943,28232222537118.664,26643210441832.184,24949567318110.73,23557832153614.51,4.39885584438411e-05,0.0006181462327105,0.0005833547160617,0.0005462722966699,0.0005158001704414,2.877532327477608e-05,0.0004043632777837,0.000381604242839,0.0003573466030445,0.0003374131177448
