,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
49,49,2.25,0.02,345,100000.0,226.5,18.76,5.23,,392.2,0.3922,345.0,0.0226630948398166,0.1116961820190246,0.0064393417192577,0.002029554143438,0.0001241465781581,3976935227107.4375,3034431790000.0,2083852728000.0,1510456328000.0,15.712964501033683,6.160741374656736,62470345226850.27,47665347978650.44,32733497501481.16,23726493611733.01,5.8847371968546365e-05,4.490099185980227e-05,3.083511538644761e-05,2.235047349280335e-05,3.1802379236614014e-05,2.426545695173588e-05,1.6663956274015102e-05,1.2078674210225384e-05
50,50,2.25,0.02,350,100000.0,226.5,18.76,5.23,,396.8,0.3968,350.0,0.0238983924742853,0.1142712485564336,0.0068592022257536,0.0013599758053965,-4.329013369926477e-06,3970417402775.5103,3070021760000.0,2108293632000.0,1528172032000.0,14.96669684183903,5.9214521197660686,59250596134125.84,45813978978024.08,31462096260825.863,22804933261727.87,5.96424656598878e-05,4.6116981873973786e-05,3.1670179175524264e-05,2.295575973378693e-05,3.221251046817227e-05,2.4907484037417756e-05,1.7104859212864178e-05,1.2398257559408392e-05
51,51,2.25,0.02,355,100000.0,226.5,18.76,5.23,,399.3,0.3993,355.0,0.0259519009395261,0.11995540406002,0.0066551645209251,0.0015538369206533,4.368606011320826e-05,3940765966566.802,3089364135000.0,2121576732000.0,1537800132000.0,14.191050827775664,5.630761809342394,55571035572503.41,43564922580791.63,29917588875870.37,21685415110611.8,6.004720528789739e-05,4.707401657374415e-05,3.2327409097936575e-05,2.343214517212421e-05,3.241667873062206e-05,2.541306068308573e-05,1.7452056759291252e-05,1.2649919648585953e-05
52,52,2.25,0.02,360,100000.0,226.5,18.76,5.23,,400.6,0.4006,360.0,0.0233275508587211,0.1146701659740102,0.006451875746166,5.81909447635787e-05,2.026704271384285e-05,3898275292406.375,3099422170000.0,2128483944000.0,1542806744000.0,16.2053824027377,6.477446775055493,63032627860899.1,50115681826265.6,34416229303095.85,24946202117964.72,6.028134154821167e-05,4.792820219644778e-05,3.291400888441236e-05,2.3857335180794448e-05,3.2519501917884253e-05,2.5855450844629827e-05,1.7755861889468197e-05,1.287012925130344e-05
53,53,2.25,0.02,365,100000.0,226.5,18.76,5.23,,401.3,0.4013,365.0,0.0261668515098392,0.118731902092428,0.0066189699217956,0.001063067592024,5.934949609731563e-05,3848670822332.0166,3104838035000.0,2132203212000.0,1545502612000.0,14.118547807214906,5.661679655748794,54298383494819.73,43804132412545.63,30081862814110.727,21804487157405.99,6.0376876382317e-05,4.870783469933747e-05,3.344941037978891e-05,2.4245414705727247e-05,3.2539194290840355e-05,2.6250342709548692e-05,1.802704824227667e-05,1.306669551395864e-05
54,54,2.25,0.02,370,100000.0,226.5,18.76,5.23,,422.5,0.4225,370.0,0.0236938758593737,0.1093189927969018,0.0065497335784364,0.0017413855870907,-5.059125386643432e-05,3988444725585.9375,3268861375000.0,2244843900000.0,1627148900000.0,15.820378062238165,6.679701106036033,63057085549964.42,51680513472345.5,35490855104634.9,25725132087610.21,6.347401591823069e-05,5.202222250196981e-05,3.572551890426667e-05,2.589522540387184e-05,3.418246951591037e-05,2.80153698974126e-05,1.9239155475184474e-05,1.394527729450382e-05
55,55,2.25,0.02,375,100000.0,226.5,18.76,5.23,,401.0,0.4009999999999999,375.0,0.0251414267860524,0.1234144634908185,0.0068052080963995,0.0009166507931315,5.407279347282582e-05,3730482562934.3633,3102516950000.0,2130609240000.0,1544347240000.0,15.212797504191794,6.113504837749796,56873623929278.02,47299881254428.29,32482518444125.727,23544574371335.523,6.019561696636558e-05,5.006267119687453e-05,3.4379825009865854e-05,2.491981489091322e-05,3.239194007775111e-05,2.6939287729992092e-05,1.850017140326656e-05,1.3409633315098945e-05
56,56,2.25,0.02,380,100000.0,226.5,18.76,5.23,,405.7,0.4056999999999999,380.0,0.0274240043269002,0.1140942445453988,0.0061934071852582,0.0023113459432688,-2.2774902581284708e-05,3714576467261.538,3138880615000.0,2155581468000.0,1562448068000.0,14.023160549552378,5.6779582194876586,51987207257094.11,43930078846265.04,30168354730110.605,21867179813219.65,6.075849375818625e-05,5.134196588360107e-05,3.5258362379411086e-05,2.555661244929331e-05,3.2683488049251124e-05,2.7618106121263848e-05,1.896634024618796e-05,1.3747530359955305e-05
57,57,2.25,0.02,385,100000.0,226.5,18.76,5.23,,425.8,0.4258,385.0,0.0253641342662887,0.1188456044169772,0.0066490129890454,0.0013251133382908,2.8284872721973126e-06,3832789724904.943,3294393310000.0,2262377592000.0,1639857992000.0,15.57342176725666,6.640666979280011,59775200011037.984,51378508385340.48,35283457420989.73,25574802297282.35,6.355953315119868e-05,5.4631251863217015e-05,3.751723258515555e-05,2.719392815330277e-05,3.4153335099800776e-05,2.935577653422204e-05,2.0159660604332444e-05,1.4612494693601136e-05
58,58,2.25,0.02,390,100000.0,226.5,18.76,5.23,,429.6,0.4295999999999999,390.0,0.0274152018670974,0.1279122506600253,0.0073308091773242,0.0021189721627072,4.353023870883884e-05,3804377821222.642,3323793720000.0,2282567904000.0,1654492704000.0,14.552051756751306,6.279477727398783,55608719262051.88,48584005202998.016,33364372240324.312,24183775802867.29,6.393147693250358e-05,5.585539910184028e-05,3.835789823171429e-05,2.780327483529961e-05,3.433770925259396e-05,3.000003357612845e-05,2.060209493379545e-05,1.4933188053396876e-05
59,59,2.25,0.02,395,100000.0,226.5,18.76,5.23,,431.5,0.4315,395.0,0.0284214631540521,0.1194184469158807,0.0060150416379729,0.0009728085673654,-1.175521042968995e-05,3755028616142.3223,3338493925000.0,2292663060000.0,1661810060000.0,14.437694550956852,6.204950903667148,53997145318721.44,48007394894127.53,32968393339400.43,23896755118239.062,6.392781486159679e-05,5.683648338563727e-05,3.903164386274996e-05,2.8291631492267838e-05,3.436389408261295e-05,3.055200462147384e-05,2.0981153172115584e-05,1.5207943993227942e-05
60,60,2.25,0.02,400,100000.0,226.5,18.76,5.23,,443.8,0.4438,400.0,0.0291362010184854,0.1239944048357372,0.007121804349204,0.0013481849368948,-2.011439182754693e-05,3789880072869.889,3433658410000.0,2358015912000.0,1709180312000.0,13.984143307835897,6.196152127820622,52912738796074.2,47939319205341.75,32921643331621.637,23862868920747.89,6.537915998098209e-05,5.923398582304997e-05,4.067809444735484e-05,2.9485041981809752e-05,3.517224805915332e-05,3.186630791075804e-05,2.188373219986636e-05,1.5862167866953748e-05
61,61,2.25,0.02,405,100000.0,226.5,18.76,5.23,,448.5,0.4484999999999999,405.0,0.0294101536832215,0.1229928212134879,0.0068335871114487,0.001718005391513,-3.88545456168835e-05,3762509728118.081,3470022075000.0,2382988140000.0,1727281140000.0,14.140677399230574,6.336497088252479,53157484808788.97,49025161146955.016,33667329789186.605,24403371046161.48,6.575251201592894e-05,6.064108392248537e-05,4.164439898672036e-05,3.018545654885097e-05,3.544471560098616e-05,3.268933623170658e-05,2.24489351540016e-05,1.6271848631437147e-05
62,62,2.25,0.02,410,100000.0,226.5,18.76,5.23,,457.8,0.4577999999999999,410.0,0.0263979848039525,0.1280662712645728,0.0063298290838799,0.0011768268176794,4.65893921330325e-05,3767399264000.0,3541975710000.0,2432401272000.0,1763097672000.0,15.95146952245133,7.2921960494061775,60010078701346.734,56419356224453.125,38745187737546.88,28083997113315.043,6.66878961271081e-05,6.269760428376513e-05,4.305668499662944e-05,3.120913557949936e-05,3.603408158697669e-05,3.387797065546958e-05,2.326521288175149e-05,1.686351801513137e-05
63,63,2.25,0.02,415,100000.0,226.5,18.76,5.23,,461.0,0.461,415.0,0.0279682734216236,0.1223003466315229,0.0068551764099034,-0.0002875560499895,-2.0271032252518103e-05,3716090648029.197,3566733950000.0,2449403640000.0,1775421640000.0,14.915428773873868,6.883228199860371,55485249331349.18,53255192420909.7,36572243400626.13,26508963772430.258,6.660162430775215e-05,6.392477930256842e-05,4.389942992801797e-05,3.181998940683649e-05,3.606331935570121e-05,3.461386647386783e-05,2.377057883321121e-05,1.7229826626618854e-05
64,64,2.25,0.02,420,100000.0,226.5,18.76,5.23,,456.0,0.4559999999999999,420.0,0.0324518932453997,0.1186984058841337,0.0061956488153871,0.0017607273409794,9.74255980169367e-06,3603943725217.392,3528049200000.0,2422837440000.0,1756165440000.0,13.149447488848176,5.990281522779813,47343503303306.99,46346508627671.27,31827803398094.617,23070011811790.527,6.538443519627344e-05,6.400752116981229e-05,4.395625172455468e-05,3.1861176022854975e-05,3.549424563915647e-05,3.474678143712575e-05,2.3861856287425156e-05,1.7295988023952095e-05
65,65,2.25,0.02,425,100000.0,226.5,18.76,5.23,,480.6,0.4806,425.0,0.0288859500668137,0.127059793712641,0.0069598725321153,0.0011712495128156,-3.526650646239586e-05,3718497799494.585,3718378170000.0,2553543144000.0,1850905944000.0,15.092163685673338,7.247437532169544,56074865824691.88,56073061814519.15,38507374993424.51,27911621321392.637,6.829877288657534e-05,6.829657561549391e-05,4.690169865686954e-05,3.3996148853671635e-05,3.714220874157993e-05,3.71410138225833e-05,2.5506061210516093e-05,1.848777077195609e-05
66,66,2.25,0.02,430,100000.0,226.5,18.76,5.23,,466.4,0.4664,430.0,0.0327509525164998,0.11389495717805,0.0067758133808167,0.000920603049736,5.160142878618652e-05,3527390900633.0938,3608513480000.0,2478095136000.0,1796218336000.0,13.433499137972449,6.263930308229914,47374208343589.3,48463715598259.42,33281765070899.5,24123898960267.37,6.556788523829816e-05,6.707580883508732e-05,4.606335449174925e-05,3.338848487040005e-05,3.574057367682931e-05,3.656253177741775e-05,2.5108796921402757e-05,1.8199818388701272e-05
67,67,2.25,0.02,435,100000.0,226.5,18.76,5.23,,474.2,0.4742,435.0,0.0300284017227567,0.1170916093322944,0.0065760908682312,0.0014554579888314,-1.1535374436906498e-05,3508356870494.6226,3668861690000.0,2519538408000.0,1826258008000.0,14.982789065536409,7.081968676484382,52395768584503.79,54792837551525.84,37628199250643.88,27274361045623.71,6.598460560367758e-05,6.900335415278359e-05,4.738706873105498e-05,3.434796368690068e-05,3.603714766942695e-05,3.768582142061079e-05,2.588020005361881e-05,1.8758960945581018e-05
68,68,2.25,0.02,440,100000.0,226.5,18.76,5.23,,489.2,0.4891999999999999,440.0,0.0310289991029207,0.1231408700391783,0.0071775408409227,-0.0003388525624697,-3.2102581956115315e-05,3534902802228.572,3784915940000.0,2599237008000.0,1884026608000.0,14.550148143657646,7.095906039248912,51274198983016.4,54900670230366.88,37702251803978.89,27328037174596.98,6.728045516096584e-05,7.203900119365396e-05,4.947175601524761e-05,3.585902493321631e-05,3.6816726837669405e-05,3.942066417743339e-05,2.7071578559265104e-05,1.962251775010806e-05
69,69,2.25,0.02,445,100000.0,226.5,18.76,5.23,,493.4,0.4933999999999999,445.0,0.0315863690821629,0.1230545644540058,0.0063693228209229,0.0012696156731296,-2.165669107094327e-05,3476446178928.572,3817411130000.0,2621552616000.0,1900201816000.0,14.160368439300338,6.977440913357687,49162338471711.016,53984111474602.75,37072818158488.6,26871799543159.66,6.694701137593635e-05,7.35130800803883e-05,5.048405865442097e-05,3.659278068603191e-05,3.669304841392143e-05,4.029185098792536e-05,2.7669853668833907e-05,2.0056170480452582e-05
70,70,2.25,0.02,450,100000.0,226.5,18.76,5.23,,496.6,0.4965999999999999,450.0,0.0318327015192437,0.124212553920888,0.0068623375316217,0.0011845280018433,1.0592130424536622e-05,3413810516120.997,3824244828613.139,2638554984000.0,1912525784000.0,14.562522611291792,7.239264414102124,49765358408864.96,55748528994347.91,38463949255583.98,27880144682166.664,6.647701639898798e-05,7.446938984602099e-05,5.1380491715253305e-05,3.724254972737015e-05,3.6521302773708304e-05,4.091217207487752e-05,2.82275378204751e-05,2.0460401328704617e-05
71,71,2.25,0.02,455,100000.0,226.5,18.76,5.23,,500.1,0.5001000000000001,455.0,0.0352094803961903,0.1265173951841232,0.0068039079401117,0.001613689514987,2.821759935004456e-05,3348365838192.1704,3832224169273.381,2657151324000.0,1926005124000.0,13.172382270723162,6.595744937601379,44161101832620.28,50542637800916.93,35044775832261.15,25401796733487.93,6.595393813254818e-05,7.548466565014766e-05,5.233884303590141e-05,3.793719949665081e-05,3.629627486971322e-05,4.154129761561677e-05,2.8803511768713496e-05,2.087788932254898e-05
72,72,2.25,0.02,460,100000.0,226.5,18.76,5.23,,499.0,0.499,460.0,0.0321581026194678,0.1129900638400579,0.0067473452907124,0.0013733249761701,-1.6429014448502394e-05,3249154113950.1787,3804730927021.277,2651306760000.0,1921768760000.0,14.496694692005352,7.237535817211674,47125990531773.695,55184120960259.445,38454764805441.75,27873487440678.29,6.472936466394586e-05,7.579751744183637e-05,5.28191018601392e-05,3.828530950001176e-05,3.569424276591639e-05,4.179764474236633e-05,2.912646917301823e-05,2.111198122763036e-05
73,73,2.25,0.02,465,100000.0,226.5,18.76,5.23,,512.1,0.5121,465.0,0.0351856137558172,0.1176905566831172,0.0066823588675335,0.0015810057632807,5.314741460505476e-05,3242160523021.2764,3884870655912.5874,2720910204000.0,1972220004000.0,13.697844760016872,7.030200743998667,44508961767442.46,53332201865915.37,37353143801043.47,27074990313317.42,6.531867457748651e-05,7.826713092932064e-05,5.481722663257291e-05,3.973362692000175e-05,3.607950812134084e-05,4.32317343281146e-05,3.0278914663724363e-05,2.194731789068851e-05
74,74,2.25,0.02,470,100000.0,226.5,18.76,5.23,,513.2,0.5132,470.0,0.0343928112147352,0.109317711635934,0.0066095339346626,0.0009834830288342,4.081113123064553e-05,3154016798078.292,3873390714827.587,2726754768000.0,1976456368000.0,13.972999621414669,7.180850160389971,44131960308560.35,54197658487573.48,38153580306190.414,27655177371700.28,6.423563067802936e-05,7.88866107437887e-05,5.553388692587926e-05,4.02530897690342e-05,3.555997413717117e-05,4.367055804089248e-05,3.074280678770222e-05,2.2283564682391595e-05
75,75,2.25,0.02,475,100000.0,226.5,18.76,5.23,,507.7,0.5077,475.0,0.0340010405456723,0.1219029001175119,0.0072093855876006,0.0002798606170591,4.708930838400421e-05,3022904983314.286,3812088728217.688,2697531948000.0,1955274548000.0,14.30286037875756,7.259133475526076,43221726920841.69,54505536534726.48,38569518347504.16,27956665206285.04,6.223182244300657e-05,7.847855959115509e-05,5.553344552636913e-05,4.025276982575111e-05,3.451096306439454e-05,4.35206710180733e-05,3.0796345216376726e-05,2.23223713875373e-05
76,76,2.25,0.02,480,100000.0,226.5,18.76,5.23,,509.6,0.5095999999999999,480.0,0.0350734358480906,0.1213176669999102,0.0067605786288735,0.000351799335928,-3.59604853183247e-05,2939751894910.394,3806361726953.021,2707627104000.0,1962591904000.0,14.561213362900014,7.398165800379847,42678123882511.64,55259213407022.38,39308230457210.22,28492112057054.883,6.11796300421899e-05,7.921478090205806e-05,5.634884522116287e-05,4.084380277750512e-05,3.398969695639811e-05,4.400952401104204e-05,3.130584757687349e-05,2.2691678226836783e-05
77,77,2.25,0.02,485,100000.0,226.5,18.76,5.23,,503.5,0.5035000000000001,485.0,0.0385191935459203,0.1174352601468394,0.0072928123196872,-0.0001258535302918,-1.1643923681234505e-05,2806099534964.0283,3740921797871.287,2675216340000.0,1939099340000.0,12.89704774896588,6.496908031433122,36208481838547.27,48270953075577.37,34519631628931.73,25021152086976.504,5.901302593768853e-05,7.867258888643543e-05,5.626051723905509e-05,4.0779779270602965e-05,3.284144540495341e-05,4.378222420772574e-05,3.130964182910765e-05,2.2694428446283727e-05
78,78,2.25,0.02,490,100000.0,226.5,18.76,5.23,,505.9,0.5058999999999999,490.0,0.0353142691420429,0.1265999234212056,0.0068384104806611,0.0006269690062353,2.8739227367974604e-05,2721749524577.6167,3738661147719.8696,2687968116000.0,1948342316000.0,14.026399072205615,7.099447744797293,38195134461683.46,52465762905200.8,37721069735566.766,27341677132673.12,5.78399004299414e-05,7.945028981275056e-05,5.712201170033253e-05,4.140422347584312e-05,3.224890488870161e-05,4.429787777132534e-05,3.184864269617124e-05,2.3085116933773472e-05
79,79,2.25,0.02,495,100000.0,226.5,18.76,5.23,,506.0,0.506,495.0,0.0380158856031471,0.1134004639209105,0.0065252747273689,0.0018738024514391,6.134635296735104e-05,2624791949999.9995,3719185125144.6943,2688499440000.0,1948727440000.0,13.190773566407454,6.6787819936573625,34645085400705.125,49090171234969.73,35485971639980.04,25721592365252.977,5.636528641155517e-05,7.986649562696822e-05,5.77333532864979e-05,4.1847347289242e-05,3.14699483132569e-05,4.459117746674645e-05,3.2233769391520785e-05,2.336427152385372e-05
80,80,2.25,0.02,500,100000.0,226.5,18.76,5.23,,503.8,0.5038,500.0,0.0359984072191195,0.1298096155795677,0.0063973933294273,0.0011645222670274,6.658784534552321e-05,2511924544219.7803,3682765141104.7617,2676810312000.0,1940254712000.0,14.298671345051194,7.180719309557465,35802749263259.86,52490874873553.17,38152885064313.11,27654673433740.094,5.450653697257378e-05,7.991274052671914e-05,5.8084412039898025e-05,4.210180812922752e-05,3.047919470650493e-05,4.468594251859823e-05,3.247988594226252e-05,2.354266623308548e-05
81,81,2.25,0.02,505,100000.0,226.5,18.76,5.23,,513.8,0.5138,505.0,0.0382129360127521,0.1227150294019774,0.0067675272386248,0.0009768162256956,-3.89291467720875e-05,2459038412970.589,3735102488946.709,2729942712000.0,1978767112000.0,13.441358236490766,6.895064174410483,32999664586945.73,50124117086975.234,36635130774044.75,26554546951056.637,5.390846120450171e-05,8.188307533471204e-05,5.984738180750184e-05,4.337967618860119e-05,3.0182138356622217e-05,4.584449738683358e-05,3.350720680271941e-05,2.4287307768311826e-05
82,82,2.25,0.02,510,100000.0,226.5,18.76,5.23,,517.7,0.5176999999999999,510.0,0.040606682635132,0.1063892918020416,0.0065736441324292,0.0010036952657455,2.6103921711898127e-05,2374654334587.361,3742407043585.139,2750664348000.0,1993786948000.0,12.666091576865304,6.550772092302211,30047941556653.195,47354946144780.29,34805824311703.8,25228595512757.965,5.257979687803405e-05,8.286469290311414e-05,6.090544235888629e-05,4.414659903001506e-05,2.9487016803059657e-05,4.647094011569459e-05,3.415608102100774e-05,2.475763667203926e-05
83,83,2.25,0.02,515,100000.0,226.5,18.76,5.23,,506.4,0.5064,515.0,0.0357986247189728,0.1252784916894768,0.007651695857187,0.0016536437406768,-2.973217993285737e-05,2217887009684.2114,3640030780990.8257,2690624736000.0,1950267936000.0,14.918056369319242,7.542811448666713,33035354519145.43,54218139510973.21,40076767501513.92,29049177163563.195,4.959741890881178e-05,8.140005811724219e-05,6.016899940128321e-05,4.3612796947662446e-05,2.784666990201957e-05,4.570238932319384e-05,3.3782126197794256e-05,2.4486579883083225e-05
84,84,2.25,0.02,520,100000.0,226.5,18.76,5.23,,486.8,0.4868,520.0,0.0409456417582759,0.1233243952622353,0.0069635731418767,0.0003426312912106,-9.887644096416095e-06,2031626871589.3533,3479147966803.626,2586485232000.0,1874783632000.0,12.98755513001232,6.317313533335978,26364880711956.57,45149688856135.78,33565402957862.05,24329490572124.85,4.5885120702100514e-05,7.857797444486634e-05,5.841682285471813e-05,4.234275222858457e-05,2.579496438053231e-05,4.417371079960824e-05,3.2839836568030203e-05,2.380357224297428e-05
